country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,3,0,0,0
Albania,0,0,1.39,0
Algeria,1,0,0.205,0
Andorra,0,0,0,0
Angola,3,0,0.03,0
Antigua and Barbuda,3,0,0,0
Argentina,4,0,3.673,0
Armenia,2,0,2.025,0
Australia,0,0,0.588,0
Austria,1,9.327,0.111,2.554
Azerbaijan,0,0,0.493,0
Bahamas,2,0,0,0
Bahrain,4,0,0.588,0
Bangladesh,1,0,0.304,0
Barbados,3,0,0,0
Belarus,1,0,0.317,0
Belgium,0,22.865,0.173,5.436
Belize,3,0,0,0
Benin,1,0,0.165,0
Bhutan,3,0,0,0
Bolivia,2,0,7.881,0
Bosnia and Herzegovina,2,0,3.353,0
Botswana,3,0,0,0
Brazil,4,0,5.429,0
Brunei,3,0,0,0
Bulgaria,0,118.444,1.583,6.188
Burkina Faso,3,0,0.048,0
Burundi,3,0,0,0
Cambodia,3,0,0,0
Cameroon,1,0,0,0
Canada,1,0,0.265,0
Cape Verde,2,0,1.799,0
Central African Republic,3,0,0,0
Chad,3,0,0,0
Chile,2,0,1.988,0
China,3,0,0.003,0
Colombia,2,0,5.857,0
Comoros,3,0,0,0
Congo,3,0,0,0
Costa Rica,2,0,1.963,0
Cote d'Ivoire,3,0,0.038,0
Croatia,1,28.5,0.244,0
Cuba,3,0,0.088,0
Cyprus,0,0,0,0
Czechia,0,10.832,-0.28,1.214
Democratic Republic of Congo,3,0,0,0
Denmark,1,4.144,0,0.518
Djibouti,1,0,0,0
Dominica,3,0,0,0
Dominican Republic,2,0,2.766,0
Ecuador,0,0,2.324,0
Egypt,3,0,0.235,0
El Salvador,2,0,1.388,0
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,0
Estonia,1,6.785,0,1.508
Eswatini,1,0,3.448,0
Ethiopia,3,0,0.061,0
Fiji,3,0,0,0
Finland,3,1.083,0.361,0.18
France,0,78.454,0.444,5.577
Gabon,3,0,0,0
Gambia,2,0,2.069,0
Georgia,3,0,0,0
Germany,1,0,0.107,0
Ghana,3,0,0,0
Greece,1,0,0,0
Grenada,3,0,0,0
Guatemala,0,0,1.34,0
Guinea,1,0,0.152,0
Guinea-Bissau,3,0,0,0
Guyana,0,0,1.271,0
Haiti,3,0,0,0
Honduras,0,0,1.615,0
Hungary,3,7.764,0.104,0
Iceland,1,2.93,0,0
India,0,0,0.621,0
Indonesia,1,0,0.314,0
International,3,0,0,0
Iran,0,0,2.524,0
Iraq,2,0,2.064,0
Ireland,1,2.835,0,1.013
Israel,4,0,1.271,0
Italy,1,13.265,0.083,0.678
Jamaica,3,0,0,0
Japan,1,0,0.04,0
Jordan,3,0,0,0
Kazakhstan,2,0,0,0
Kenya,1,0,0.112,0
Kosovo,2,0,6.726,0
Kuwait,2,0,0.937,0
Kyrgyzstan,2,0,1.073,0
Laos,3,0,0,0
Latvia,3,3.181,0,0
Lebanon,3,0,0,0
Lesotho,3,0,0.934,0
Liberia,3,0,0,0
Libya,0,0,0.437,0
Liechtenstein,3,0,0,0
Lithuania,1,0,0,0
Luxembourg,2,75.083,0,7.988
Madagascar,1,0,0.181,0
Malawi,3,0,0.261,0
Malaysia,3,0,0,0
Maldives,4,0,1.85,0
Mali,3,0,0,0
Malta,0,0,0,0
Marshall Islands,3,0,0,0
Mauritania,1,0,0,0
Mauritius,3,0,0,0
Mexico,0,0,6.647,0
Moldova,2,0,2.479,0
Monaco,0,0,0,0
Mongolia,3,0,0,0
Montenegro,2,0,1.592,0
Morocco,0,0,0.433,0
Mozambique,3,0,0.032,0
Myanmar,3,0,0,0
Namibia,0,0,0,0
Nepal,1,0,0.034,0
Netherlands,0,0,0.058,2.101
New Zealand,3,0,0,0
Nicaragua,0,0,1.057,0
Niger,3,0,0,0
Nigeria,3,0,0.068,0
North Macedonia,0,0,2.4,0
Norway,1,2.214,0,0
Oman,3,0,0,0
Pakistan,3,0,0,0
Palestine,0,0,0.392,0
Panama,4,0,5.794,0
Papua New Guinea,3,0,0,0
Paraguay,1,0,0.561,0
Peru,4,0,5.944,0
Philippines,2,0,0.1,0
Poland,0,49.119,0.159,0
Portugal,0,39.326,0.098,4.315
Qatar,2,0,0,0
Romania,2,0,2.495,22.664
Russia,0,0,0.987,0
Rwanda,3,0,0,0
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,3,0,0,0
Sao Tome and Principe,3,0,0,0
Saudi Arabia,0,0,1.005,0
Senegal,3,0,0.179,0
Serbia,0,0,1.029,0
Seychelles,3,0,0,0
Sierra Leone,3,0,0,0
Singapore,0,0,0,0
Slovakia,3,1.832,0,0
Slovenia,1,10.582,0.481,0.962
Solomon Islands,3,0,0,0
Somalia,3,0,0,0
South Africa,2,0,5.817,0
South Korea,3,0,0.02,0
South Sudan,3,0,0.089,0
Spain,2,0,0.556,0
Sri Lanka,3,0,0,0
Sudan,3,0,0.251,0
Suriname,4,0,0,0
Sweden,0,0,0.099,0
Switzerland,1,0,0,0
Syria,3,0,0,0
Taiwan,3,0,0,0
Tajikistan,3,0,0,0
Tanzania,3,0,0,0
Thailand,3,0,0,0
Timor,3,0,0,0
Togo,3,0,0,0
Trinidad and Tobago,1,0,0,0
Tunisia,3,0,0,0
Turkey,1,0,0.213,0
Uganda,3,0,0,0
Ukraine,0,0,0.595,0
United Arab Emirates,1,0,0,0
United Kingdom,1,16.763,0.265,1.12
United States,4,161.449,4.151,30.837
Uruguay,3,0,0.288,0
Uzbekistan,0,0,0.239,0
Vanuatu,3,0,0,0
Vatican,3,0,0,0
Venezuela,0,0,0.246,0
Vietnam,3,0,0.01,0
Yemen,3,0,0.235,0
Zambia,1,0,0.109,0
Zimbabwe,1,0,0.067,0
