country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,4,0,0.308,0
Albania,0,0,0.695,0
Algeria,4,0,0.114,0
Andorra,4,0,0,0
Angola,4,0,0.03,0
Antigua and Barbuda,0,0,0,0
Argentina,0,0,0.553,0
Armenia,2,0,1.687,0
Australia,4,0,0,0
Austria,4,6.884,0.222,0.999
Azerbaijan,0,0,0.493,0
Bahamas,4,0,0,0
Bahrain,2,0,2.938,0
Bangladesh,0,0,0.261,0
Barbados,4,0,0,0
Belarus,0,0,0.635,0
Belgium,4,20.449,0,3.106
Belize,4,0,0,0
Benin,4,0,0.165,0
Bhutan,4,0,0,0
Bolivia,0,0,3.769,0
Bosnia and Herzegovina,4,0,0,0
Botswana,4,0,0,0
Brazil,1,0,2.597,0
Brunei,4,0,0,0
Bulgaria,3,60.877,0.432,3.598
Burkina Faso,4,0,0,0
Burundi,4,0,0,0
Cambodia,4,0,0,0
Cameroon,4,0,0,0
Canada,4,0,0.159,0
Cape Verde,1,0,0,0
Central African Republic,4,0,0,0
Chad,4,0,0,0
Chile,2,0,8.474,0
China,4,0,0,0
Colombia,0,0,4.697,0
Comoros,4,0,0,0
Congo,4,0,0,0
Costa Rica,0,0,0.196,0
Cote d'Ivoire,4,0,0,0
Croatia,4,14.615,0,0
Cuba,4,0,0,0
Cyprus,4,0,0,0
Czechia,0,6.163,-0.093,1.307
Democratic Republic of Congo,4,0,0.045,0
Denmark,4,0,0,0
Djibouti,4,0,0,0
Dominica,4,0,0,0
Dominican Republic,0,0,0.737,0
Ecuador,0,0,0.283,0
Egypt,4,0,0.792,0
El Salvador,0,0,1.388,0
Equatorial Guinea,4,0,0,0
Eritrea,4,0,0,0
Estonia,4,3.769,0,0.754
Eswatini,0,0,2.586,0
Ethiopia,4,0,0.035,0
Fiji,4,0,0,0
Finland,4,0,0,0
France,3,133.699,0,9.1
Gabon,4,0,0,0
Gambia,4,0,0,0
Georgia,4,0,0.251,0
Germany,4,0,0,0
Ghana,4,0,0.29,0
Greece,4,0,0,0
Grenada,4,0,0,0
Guatemala,0,0,1.172,0
Guinea,4,0,0.076,0
Guinea-Bissau,4,0,0,0
Guyana,4,0,0,0
Haiti,4,0,0,0
Honduras,1,0,0,0
Hungary,4,17.805,0.311,0
Iceland,4,0,0,0
India,4,0,0.275,0
Indonesia,4,0,0.124,0
International,4,0,0,0
Iran,0,0,1.714,0
Iraq,0,0,2.387,0
Ireland,4,4.05,0.203,2.228
Israel,0,0,0.231,0
Italy,4,20.807,0.364,1.621
Jamaica,4,0,0,0
Japan,4,0,0.008,0
Jordan,4,0,0,0
Kazakhstan,0,0,0.639,0
Kenya,4,0,0.037,0
Kosovo,0,0,2.07,0
Kuwait,1,0,0.937,0
Kyrgyzstan,1,0,0.613,0
Laos,4,0,0,0
Latvia,4,3.711,0,0
Lebanon,4,0,0.147,0
Lesotho,4,0,0,0
Liberia,4,0,0,0
Libya,4,0,0.437,0
Liechtenstein,4,0,0,0
Lithuania,4,0,0,0
Luxembourg,0,17.573,0,3.195
Madagascar,4,0,0.072,0
Malawi,4,0,0,0
Malaysia,4,0,0,0
Maldives,0,0,0,0
Mali,4,0,0.049,0
Malta,4,2.265,0,2.265
Marshall Islands,4,0,0,0
Mauritania,0,0,1.075,0
Mauritius,4,0,0,0
Mexico,0,0,2.071,0
Moldova,0,0,2.231,0
Monaco,4,0,0,0
Mongolia,4,0,0,0
Montenegro,4,0,3.184,0
Morocco,4,0,0.027,0
Mozambique,4,0,0,0
Myanmar,4,0,0,0
Namibia,4,0,0,0
Nepal,4,0,0,0
Netherlands,4,0,0,2.451
New Zealand,4,0,0,0
Nicaragua,4,0,0,0
Niger,4,0,0,0
Nigeria,4,0,0.034,0
North Macedonia,1,0,4.32,0
Norway,4,0,0,0
Oman,2,0,0.783,0
Pakistan,4,0,0.222,0
Palestine,0,0,0,0
Panama,2,0,2.781,0
Papua New Guinea,4,0,0,0
Paraguay,0,0,0,0
Peru,1,0,5.52,0
Philippines,4,0,0.073,0
Poland,3,48.749,0.079,0
Portugal,3,44.916,0.294,7.355
Qatar,2,0,0,0
Romania,4,0,1.196,11.28
Russia,0,0,0.699,0
Rwanda,4,0,0,0
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,4,0,0,0
Sao Tome and Principe,4,0,0,0
Saudi Arabia,1,0,1.149,0
Senegal,4,0,0.179,0
Serbia,0,0,0.441,0
Seychelles,2,0,0,0
Sierra Leone,4,0,0.125,0
Singapore,0,0,0,0
Slovakia,4,0.916,0,0
Slovenia,4,3.367,0.962,0
Solomon Islands,4,0,0,0
Somalia,4,0,0,0
South Africa,1,0,0.725,0
South Korea,4,0,0,0
South Sudan,4,0,0,0
Spain,4,0,0.043,0
Sri Lanka,4,0,0,0
Sudan,4,0,0,0
Suriname,0,0,0,0
Sweden,0,0,1.782,0
Switzerland,4,0,0,0
Syria,4,0,0,0
Taiwan,4,0,0,0
Tajikistan,4,0,0,0
Tanzania,4,0,0,0
Thailand,4,0,0,0
Timor,4,0,0,0
Togo,4,0,0,0
Trinidad and Tobago,4,0,0,0
Tunisia,4,0,0,0
Turkey,4,0,0.178,0
Uganda,4,0,0,0
Ukraine,4,0,0.48,0
United Arab Emirates,0,0,0.202,0
United Kingdom,3,48.861,0.457,3.977
United States,1,98.413,0.84,15.867
Uruguay,4,0,0.288,0
Uzbekistan,4,0,0.06,0
Vanuatu,4,0,0,0
Vatican,4,0,0,0
Venezuela,4,0,0.07,0
Vietnam,4,0,0,0
