country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,2,0,0.206,0
Albania,3,0,0,0
Algeria,3,0,0.16,0
Andorra,3,0,0,0
Angola,3,0,0,0
Antigua and Barbuda,3,0,0,0
Argentina,2,0,0.177,0
Armenia,0,0,5.062,0
Australia,3,0,0,0
Austria,3,8.549,2.554,3.331
Azerbaijan,2,0,0.197,0
Bahamas,3,0,0,0
Bahrain,1,0,0,0
Bangladesh,2,0,0.091,0
Barbados,3,0,0,0
Belarus,0,0,0.529,0
Belgium,4,81.021,2.071,16.135
Belize,3,0,0,0
Benin,3,0,0,0
Bhutan,3,0,0,0
Bolivia,2,0,1.114,0
Bosnia and Herzegovina,3,0,0.61,0
Botswana,3,0,0,0
Brazil,0,0,5.438,0
Brunei,3,0,0,0
Bulgaria,3,28.496,0.144,2.878
Burkina Faso,3,0,0,0
Burundi,3,0,0,0
Cambodia,3,0,0,0
Cameroon,3,0,0,0
Canada,2,0,2.809,0
Cape Verde,3,0,0,0
Central African Republic,3,0,0,0
Chad,3,0,0.061,0
Chile,1,0,2.563,0
China,3,0,0,0
Colombia,2,0,0.373,0
Comoros,3,0,0,0
Congo,3,0,0,0
Costa Rica,3,0,0,0
Cote d'Ivoire,3,0,0.038,0
Croatia,3,8.282,0.244,0
Cuba,3,0,0,0
Cyprus,3,0,0,0
Czechia,3,6.723,0.187,1.401
Democratic Republic of Congo,3,0,0.011,0
Denmark,3,18.991,0.518,3.453
Djibouti,1,0,2.024,0
Dominica,3,0,0,0
Dominican Republic,2,0,1.014,0
Ecuador,2,0,2.154,0
Egypt,2,0,0.283,0
El Salvador,2,0,0,0
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,0
Estonia,3,24.877,0,0.754
Eswatini,3,0,0,0
Ethiopia,3,0,0.009,0
Fiji,3,0,0,0
Finland,3,14.98,0,1.985
France,4,232.177,1.011,21.372
Gabon,2,0,0,0
Gambia,3,0,0,0
Georgia,3,0,0,0
Germany,3,0,0.501,0
Ghana,3,0,0,0
Greece,3,0,0.192,0
Grenada,3,0,0,0
Guatemala,2,0,0.67,0
Guinea,2,0,0.152,0
Guinea-Bissau,3,0,0.508,0
Guyana,2,0,0,0
Haiti,3,0,0,0
Honduras,2,0,0.202,0
Hungary,3,41.82,0.414,0
Iceland,3,0,0,0
India,3,0,0.128,0
Indonesia,3,0,0.084,0
International,3,0,0,0
Iran,2,0,0.75,0
Iraq,3,0,0.099,0
Ireland,3,46.782,1.62,9.113
Israel,3,0,0.116,0
Italy,4,130.132,1.158,8.088
Jamaica,3,0,0,0
Japan,3,0,0.087,0
Jordan,3,0,0,0
Kazakhstan,2,0,0,0
Kenya,3,0,0.056,0
Kosovo,3,0,0,0
Kuwait,1,0,2.342,0
Kyrgyzstan,2,0,0,0
Laos,3,0,0,0
Latvia,3,12.194,0.53,0
Lebanon,3,0,0,0
Lesotho,3,0,0,0
Liberia,3,0,0,0
Libya,3,0,0.146,0
Liechtenstein,3,0,0,0
Lithuania,3,0,0.735,0
Luxembourg,3,46.328,0,6.39
Madagascar,3,0,0,0
Malawi,3,0,0,0
Malaysia,3,0,0,0
Maldives,0,0,0,0
Mali,3,0,0.099,0
Malta,3,0,0,0
Marshall Islands,3,0,0,0
Mauritania,2,0,0.645,0
Mauritius,3,0,0,0
Mexico,2,0,3.467,0
Moldova,2,0,1.983,0
Monaco,3,0,0,0
Mongolia,3,0,0,0
Montenegro,3,0,0,0
Morocco,3,0,0,0
Mozambique,3,0,0.032,0
Myanmar,3,0,0,0
Namibia,3,0,0,0
Nepal,3,0,0.034,0
Netherlands,3,0,1.868,9.921
New Zealand,3,0,0,0
Nicaragua,3,0,0,0
Niger,3,0,0.041,0
Nigeria,3,0,0.024,0
North Macedonia,2,0,0.96,0
Norway,3,6.641,0.184,0
Oman,0,0,0.196,0
Pakistan,2,0,0.258,0
Palestine,3,0,0,0
Panama,0,0,1.159,0
Papua New Guinea,3,0,0,0
Paraguay,3,0,0,0
Peru,1,0,3.518,0
Philippines,3,0,0.155,0
Poland,4,59.398,0.264,0
Portugal,2,50.212,1.275,6.375
Qatar,1,0,1.041,0
Romania,3,0,0.416,9.461
Russia,0,0,1.192,0
Rwanda,3,0,0,0
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,3,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,3,0,0,0
San Marino,0,0,0,0
Sao Tome and Principe,0,0,0,0
Saudi Arabia,2,0,0.46,0
Senegal,3,0,0.06,0
Serbia,3,0,0.147,0
Seychelles,3,0,0,0
Sierra Leone,3,0,0,0
Singapore,0,0,0,0
Slovakia,3,1.465,0,0
Slovenia,3,3.367,0,0.962
Solomon Islands,3,0,0,0
Somalia,3,0,0.315,0
South Africa,2,0,0.422,0
South Korea,3,0,0,0
South Sudan,3,0,0,0
Spain,2,0,0.043,0
Sri Lanka,3,0,0,0
Sudan,3,0,0,0
Suriname,3,0,0,0
Sweden,0,0,3.961,0
Switzerland,3,0,0.231,0
Syria,3,0,0,0
Taiwan,3,0,0,0
Tajikistan,2,0,0,0
Tanzania,3,0,0,0
Thailand,3,0,0,0
Timor,3,0,0,0
Togo,3,0,0,0
Trinidad and Tobago,3,0,0,0
Tunisia,3,0,0,0
Turkey,2,0,0.356,0
Uganda,3,0,0,0
Ukraine,3,0,0.252,0
United Arab Emirates,0,0,0.303,0
United Kingdom,4,106.428,5.053,11.063
United States,4,114.812,3.574,25.344
Uruguay,3,0,0,0
Uzbekistan,3,0,0,0
Vanuatu,3,0,0,0
Vatican,3,0,0,0
Venezuela,3,0,0,0
Vietnam,3,0,0,0
Yemen,3,0,0.134,0
Zambia,3,0,0,0
Zimbabwe,3,0,0,0
