country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,0,0,0,14.026
Albania,0,0,0,18.417
Algeria,0,0,0,2.896
Andorra,0,0,0,0
Angola,0,0,0,0.122
Antigua and Barbuda,0,0,0,0
Argentina,2,0,0,36.154
Armenia,1,0,0,185.945
Australia,0,0,0,1.961
Austria,0,7.328,0.888,5.774
Azerbaijan,2,0,0,46.453
Bahamas,0,0,0,0
Bahrain,1,0,0,243.891
Bangladesh,0,0,0,19.673
Barbados,0,0,0,0
Belarus,2,0,0,63.814
Belgium,0,25.195,4.573,6.385
Belize,0,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,2,0,0,88.752
Bosnia and Herzegovina,0,0,0,0
Botswana,0,0,0,0
Brazil,1,0,0,163.089
Brunei,0,0,0,0
Bulgaria,0,45.19,2.447,16.838
Burkina Faso,0,0,0,0.048
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,2,0,0,36.616
Canada,0,0,0,11.87
Cape Verde,0,0,0,26.979
Central African Republic,0,0,0,16.771
Chad,0,0,0,0
Chile,1,0,0,280.129
China,0,0,0,0.041
Colombia,2,0,0,46.322
Comoros,2,0,0,42.549
Congo,0,0,0,0
Costa Rica,0,0,0,13.545
Cote d'Ivoire,0,0,0,15.24
Croatia,0,1.949,0,4.628
Cuba,0,0,0,0.353
Cyprus,0,0,0,0
Czechia,0,7.47,0.84,3.922
Democratic Republic of Congo,0,0,0,2.177
Denmark,0,6.733,1.036,0
Djibouti,0,0,0,0
Dominica,0,0,0,0
Dominican Republic,2,0,0,65.45
Ecuador,0,0,0,0
Egypt,0,0,0,15.117
El Salvador,0,0,0,22.509
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0.282
Estonia,0,6.031,0.754,1.508
Eswatini,0,0,0,3.448
Ethiopia,0,0,0,3.471
Fiji,0,0,0,0
Finland,0,0,0,1.624
France,0,150.015,10.525,9.82
Gabon,0,0,0,0
Gambia,0,0,0,0.414
Georgia,0,0,0,0.501
Germany,0,0,0,4.428
Ghana,0,0,0,16.542
Greece,0,0,0,1.823
Grenada,0,0,0,0
Guatemala,0,0,0,13.731
Guinea,0,0,0,4.264
Guinea-Bissau,0,0,0,0
Guyana,0,0,0,0
Haiti,0,0,0,8.507
Honduras,2,0,0,105.809
Hungary,0,19.254,0,0.518
Iceland,0,11.722,0,0
India,0,0,0,11.162
Indonesia,0,0,0,4.482
International,0,0,0,0
Iran,0,0,0,27.645
Iraq,2,0,0,46.491
Ireland,0,8.303,3.443,1.215
Israel,0,0,0,18.37
Italy,0,43.432,2.514,4.366
Jamaica,0,0,0,1.689
Japan,0,0,0,0.53
Jordan,0,0,0,0.686
Kazakhstan,0,0,0,23.753
Kenya,0,0,0,1.934
Kosovo,2,0,0,42.426
Kuwait,2,0,0,109.353
Kyrgyzstan,0,0,0,29.429
Laos,0,0,0,0
Latvia,0,4.771,0,0.53
Lebanon,0,0,0,3.809
Lesotho,0,0,0,0
Liberia,0,0,0,3.954
Libya,0,0,0,3.493
Liechtenstein,0,0,0,0
Lithuania,0,0,0,1.102
Luxembourg,0,20.768,1.598,9.585
Madagascar,0,0,0,2.167
Malawi,0,0,0,0
Malaysia,0,0,0,0.649
Maldives,2,0,0,68.45
Mali,0,0,0,0.494
Malta,0,0,0,2.265
Marshall Islands,0,0,0,0
Mauritania,2,0,0,41.293
Mauritius,0,0,0,0
Mexico,2,0,0,36.585
Moldova,2,0,0,98.414
Monaco,0,0,0,0
Mongolia,0,0,0,0.61
Montenegro,0,0,0,6.369
Morocco,0,0,0,6.123
Mozambique,0,0,0,0.64
Myanmar,0,0,0,0.018
Namibia,0,0,0,0.394
Nepal,0,0,0,11.36
Netherlands,0,0,4.144,4.435
New Zealand,0,0,0,0.415
Nicaragua,0,0,0,0
Niger,0,0,0,0.62
Nigeria,0,0,0,3.207
North Macedonia,2,0,0,88.798
Norway,0,0,0,2.951
Oman,1,0,0,175.458
Pakistan,0,0,0,22.414
Palestine,0,0,0,21.367
Panama,1,0,0,219.711
Papua New Guinea,0,0,0,0
Paraguay,0,0,0,3.645
Peru,2,0,0,103.513
Philippines,0,0,0,8.587
Poland,0,51.022,0,8.032
Portugal,2,41.386,6.865,36.973
Qatar,1,0,0,356.119
Romania,0,0,9.876,17.154
Russia,2,0,0,53.928
Rwanda,0,0,0,3.165
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,0,0,0,0
Sao Tome and Principe,0,0,0,22.814
Saudi Arabia,2,0,0,113.202
Senegal,0,0,0,8.6
Serbia,0,0,0,13.814
Seychelles,0,0,0,0
Sierra Leone,0,0,0,1.379
Singapore,2,0,0,37.263
Slovakia,0,0.366,0,1.832
Slovenia,0,2.886,0.481,2.886
Solomon Islands,0,0,0,0
Somalia,0,0,0,2.265
South Africa,2,0,0,83.731
South Korea,0,0,0,0.936
South Sudan,0,0,0,1.608
Spain,0,0,0,7.764
Sri Lanka,0,0,0,0
Sudan,0,0,0,6.021
Suriname,0,0,0,17.046
Sweden,2,0,0,69.51
Switzerland,0,0,0,0.924
Syria,0,0,0,0.629
Taiwan,0,0,0,0
Tajikistan,0,0,0,6.396
Tanzania,0,0,0,0
Thailand,0,0,0,0.014
Timor,0,0,0,0
Togo,0,0,0,0.725
Trinidad and Tobago,0,0,0,0
Tunisia,0,0,0,0.846
Turkey,0,0,0,14.797
Uganda,0,0,0,0.175
Ukraine,0,0,0,19.664
United Arab Emirates,2,0,0,39.23
United Kingdom,0,57.935,4.64,9.811
United States,2,84.845,15.797,96.425
Uruguay,0,0,0,1.727
Uzbekistan,0,0,0,6.185
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,0,0,0,6.963
Vietnam,0,0,0,0
Yemen,0,0,0,0.101
Zambia,0,0,0,0
Zimbabwe,0,0,0,0
