country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,2,0,0,6.705
Albania,2,0,0,2.085
Algeria,2,0,0,4.31
Andorra,2,0,0,25.885
Angola,2,0,0,0
Antigua and Barbuda,2,0,0,0
Argentina,2,0,0,3.651
Armenia,2,0,0,49.27
Australia,2,0,0,0.824
Austria,2,25.537,8.772,6.551
Azerbaijan,2,0,0,14.104
Bahamas,2,0,0,0
Bahrain,0,0,0,193.937
Bangladesh,2,0,0,3.862
Barbados,2,0,0,3.48
Belarus,2,0,0,100.642
Belgium,1,191.723,40.985,50.476
Belize,2,0,0,0
Benin,2,0,0,3.464
Bhutan,2,0,0,0
Bolivia,2,0,0,14.649
Bosnia and Herzegovina,2,0,0,6.096
Botswana,2,0,0,0
Brazil,2,0,0,43.127
Brunei,2,0,0,0
Bulgaria,2,54.688,7.052,7.052
Burkina Faso,2,0,0,0.191
Burundi,2,0,0,0
Cambodia,2,0,0,0
Cameroon,2,0,0,0.264
Canada,2,0,0,32.96
Cape Verde,2,0,0,10.792
Central African Republic,2,0,0,0
Chad,2,0,0,3.775
Chile,0,0,0,180.894
China,2,0,0,0.01
Colombia,2,0,0,8.726
Comoros,2,0,0,3.45
Congo,2,0,0,0
Costa Rica,2,0,0,1.374
Cote d'Ivoire,2,0,0,2.464
Croatia,2,44.09,0,3.654
Cuba,2,0,0,1.148
Cyprus,2,0,0,1.142
Czechia,2,16.155,3.642,1.681
Democratic Republic of Congo,2,0,0,0
Denmark,2,33.493,6.733,17.437
Djibouti,2,0,0,54.656
Dominica,2,0,0,0
Dominican Republic,2,0,0,46.645
Ecuador,2,0,0,14.34
Egypt,2,0,0,4.769
El Salvador,2,0,0,6.475
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0
Estonia,2,36.938,4.523,6.031
Eswatini,2,0,0,3.448
Ethiopia,2,0,0,0.139
Fiji,2,0,0,0
Finland,2,29.058,8.122,25.628
France,1,345.423,42.345,8.886
Gabon,2,0,0,18.421
Gambia,2,0,0,0
Georgia,2,0,0,0.752
Germany,2,0,0,8.784
Ghana,2,0,0,8.078
Greece,2,0,0,1.823
Grenada,2,0,0,0
Guatemala,2,0,0,3.74
Guinea,2,0,0,2.513
