country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,1,0,0,8.477
Albania,1,0,0,5.907
Algeria,1,0,0,4.333
Andorra,1,0,0,12.942
Angola,1,0,0,0.03
Antigua and Barbuda,1,0,0,0
Argentina,1,0,0,2.943
Armenia,1,0,0,37.797
Australia,1,0,0,1.098
Austria,1,34.864,11.547,3.22
Azerbaijan,1,0,0,7.496
Bahamas,1,0,0,15.258
Bahrain,0,0,0,109.898
Bangladesh,1,0,0,4.773
Barbados,1,0,0,0
Belarus,1,0,0,91.118
Belgium,2,247.463,50.217,20.881
Belize,1,0,0,0
Benin,1,0,0,0
Bhutan,1,0,0,0
Bolivia,1,0,0,10.366
Bosnia and Herzegovina,1,0,0,6.096
Botswana,1,0,0,0
Brazil,1,0,0,32.156
Brunei,1,0,0,0
Bulgaria,1,45.478,5.325,7.484
Burkina Faso,1,0,0,0.765
Burundi,1,0,0,0
Cambodia,1,0,0,0
Cameroon,1,0,0,0
Canada,1,0,0,33.331
Cape Verde,1,0,0,19.785
Central African Republic,1,0,0,0
Chad,1,0,0,3.227
Chile,1,0,0,71.824
China,1,0,0,0.001
Colombia,1,0,0,12.578
Comoros,1,0,0,0
Congo,1,0,0,0
Costa Rica,1,0,0,2.552
Cote d'Ivoire,1,0,0,1.213
Croatia,1,52.859,0,2.679
Cuba,1,0,0,1.501
Cyprus,1,0,0,4.567
Czechia,1,20.824,4.389,7.19
Democratic Republic of Congo,1,0,0,0.257
Denmark,1,39.363,8.46,26.07
Djibouti,1,0,0,4.049
Dominica,1,0,0,0
Dominican Republic,1,0,0,22.585
Ecuador,1,0,0,0
Egypt,1,0,0,3.791
El Salvador,1,0,0,4.934
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,1,49.754,7.538,6.031
Eswatini,1,0,0,2.586
Ethiopia,1,0,0,0.043
Fiji,1,0,0,0
Finland,1,35.194,8.663,15.341
France,2,378.423,51.706,16.913
Gabon,1,0,0,13.479
Gambia,1,0,0,0
Georgia,1,0,0,2.757
Germany,1,0,0,10.205
Ghana,1,0,0,0
Greece,1,0,0,0.959
Grenada,1,0,0,0
Guatemala,1,0,0,1.842
Guinea,1,0,0,7.691
Guinea-Bissau,1,0,0,0
Guyana,1,0,0,1.271
Haiti,1,0,0,0.088
Honduras,1,0,0,9.289
Hungary,2,101.653,0,3.105
Iceland,1,8.791,0,0
India,1,0,0,2.147
Indonesia,1,0,0,1.769
International,1,0,0,0
Iran,1,0,0,15.751
Iraq,1,0,0,2.113
Ireland,2,137.713,18.227,42.732
Israel,1,0,0,3.697
Italy,2,292.697,23.602,17.78
Jamaica,1,0,0,0.675
Japan,1,0,0,0.988
Jordan,1,0,0,0.588
Kazakhstan,1,0,0,8.308
Kenya,1,0,0,0.837
Kosovo,1,0,0,2.07
Kuwait,0,0,0,123.169
Kyrgyzstan,1,0,0,1.993
Laos,1,0,0,0
Latvia,1,17.495,0,0
Lebanon,1,0,0,0.147
Lesotho,1,0,0,0
Liberia,1,0,0,0.791
Libya,1,0,0,0
Liechtenstein,1,0,0,0
Lithuania,1,0,0,1.469
Luxembourg,2,161.348,31.95,19.17
Madagascar,1,0,0,0.072
Malawi,1,0,0,0
Malaysia,1,0,0,0.927
Maldives,1,0,0,59.2
Mali,1,0,0,1.58
Malta,1,4.53,0,4.53
Marshall Islands,1,0,0,0
Mauritania,1,0,0,0
Mauritius,1,0,0,0
Mexico,1,0,0,8.687
Moldova,1,0,0,28.508
Monaco,1,0,0,0
Mongolia,1,0,0,0.305
Montenegro,1,0,0,1.592
Morocco,1,0,0,4.497
Mozambique,1,0,0,0.032
Myanmar,1,0,0,0
Namibia,1,0,0,0
Nepal,1,0,0,0.24
Netherlands,1,0,33.441,18.559
New Zealand,1,0,0,0.415
Nicaragua,1,0,0,0.151
Niger,1,0,0,0.33
Nigeria,1,0,0,0.718
North Macedonia,1,0,0,3.84
Norway,1,13.097,0,9.407
Oman,1,0,0,19.191
Pakistan,1,0,0,9.163
Palestine,1,0,0,1.764
Panama,1,0,0,75.554
Papua New Guinea,1,0,0,0
Paraguay,1,0,0,2.243
Peru,0,0,0,115.765
Philippines,1,0,0,1.816
Poland,1,72.345,0,11.23
Portugal,1,80.222,13.141,17.457
Qatar,0,0,0,330.087
Romania,1,0,12.683,16.894
Russia,1,0,0,69.223
Rwanda,1,0,0,0
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,0,0,0,206.258
Sao Tome and Principe,0,0,0,688.991
Saudi Arabia,1,0,0,45.815
Senegal,1,0,0,3.464
Serbia,1,0,0,17.635
Seychelles,1,0,0,0
Sierra Leone,1,0,0,2.633
Singapore,0,0,0,108.028
Slovakia,1,6.411,0,1.465
Slovenia,1,26.456,7.696,2.886
Solomon Islands,1,0,0,0
Somalia,1,0,0,4.971
South Africa,1,0,0,5.935
South Korea,1,0,0,0.039
South Sudan,1,0,0,0.536
Spain,1,0,0,28.19
Sri Lanka,1,0,0,0.934
Sudan,1,0,0,2.281
Suriname,1,0,0,0
Sweden,1,0,0,65.054
Switzerland,1,0,0,3.235
Syria,1,0,0,0
Taiwan,1,0,0,0
Tajikistan,1,0,0,6.605
Tanzania,1,0,0,0
Thailand,1,0,0,0.014
Timor,1,0,0,0
Togo,1,0,0,0.242
Trinidad and Tobago,1,0,0,0
Tunisia,1,0,0,0.338
Turkey,1,0,0,21.722
Uganda,1,0,0,0.022
