country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,2,0,0,4.778
Albania,2,0,0,28.494
Algeria,2,0,0,8.78
Andorra,2,0,0,0
Angola,2,0,0,0.73
Antigua and Barbuda,2,0,0,0
Argentina,0,0,0,60.714
Armenia,1,0,0,200.119
Australia,2,0,0,2.549
Austria,2,6.884,0.777,7.55
Azerbaijan,0,0,0,56.415
Bahamas,2,0,0,0
Bahrain,1,0,0,248.592
Bangladesh,2,0,0,24.404
Barbados,2,0,0,0
Belarus,2,0,0,28.997
Belgium,2,16.135,3.02,7.679
Belize,2,0,0,0
Benin,2,0,0,0
Bhutan,2,0,0,0
Bolivia,0,0,0,111.454
Bosnia and Herzegovina,0,0,0,55.474
Botswana,2,0,0,0
Brazil,1,0,0,226.313
Brunei,2,0,0,0
Bulgaria,2,63.755,4.461,23.171
Burkina Faso,2,0,0,0.239
Burundi,2,0,0,0
Cambodia,2,0,0,0
Cameroon,2,0,0,0
Canada,2,0,0,9.406
Cape Verde,0,0,0,61.152
Central African Republic,2,0,0,8.903
Chad,2,0,0,0.122
Chile,0,0,0,130.674
China,2,0,0,0.01
Colombia,0,0,0,80.597
Comoros,2,0,0,0
Congo,2,0,0,0
Costa Rica,0,0,0,53.002
Cote d'Ivoire,2,0,0,10.994
Croatia,2,20.462,0,19.731
Cuba,2,0,0,0.441
Cyprus,2,0,0,0
Czechia,2,6.723,1.027,12.326
Democratic Republic of Congo,2,0,0,0.748
Denmark,2,5.007,1.554,3.626
Djibouti,2,0,0,11.134
Dominica,2,0,0,0
Dominican Republic,0,0,0,74.669
Ecuador,0,0,0,68.639
Egypt,2,0,0,14.511
El Salvador,2,0,0,40.702
Equatorial Guinea,1,0,0,762.66
Eritrea,2,0,0,3.384
Estonia,2,1.508,0.754,0.754
Eswatini,2,0,0,28.444
Ethiopia,2,0,0,0
Fiji,2,0,0,0
Finland,2,0,0,0.902
France,2,124.139,8.349,10.096
Gabon,2,0,0,0
Gambia,2,0,0,2.483
Georgia,2,0,0,2.005
Germany,2,0,0,5.693
Ghana,2,0,0,0
Greece,2,0,0,2.494
Grenada,2,0,0,0
Guatemala,0,0,0,59.222
Guinea,2,0,0,3.503
Guinea-Bissau,2,0,0,0
Guyana,2,0,0,2.543
Haiti,2,0,0,5.35
Honduras,0,0,0,86.626
Hungary,2,16.252,0,0.932
Iceland,2,0,0,14.652
India,2,0,0,15.147
Indonesia,2,0,0,5.937
International,2,0,0,0
Iran,2,0,0,31.574
Iraq,0,0,0,54.298
Ireland,2,3.645,2.025,2.43
Israel,0,0,0,132.401
Italy,2,17.284,1.356,3.324
Jamaica,2,0,0,2.702
Japan,2,0,0,1.716
Jordan,2,0,0,0.294
Kazakhstan,0,0,0,80.366
Kenya,2,0,0,4.984
Kosovo,0,0,0,58.465
Kuwait,1,0,0,215.194
Kyrgyzstan,0,0,0,77.558
Laos,2,0,0,0
Latvia,2,2.121,0,0.53
Lebanon,2,0,0,1.172
Lesotho,2,0,0,0
Liberia,2,0,0,2.966
Libya,2,0,0,2.474
Liechtenstein,2,0,0,26.221
Lithuania,2,0,0,2.571
Luxembourg,0,35.145,4.793,79.875
Madagascar,2,0,0,3.611
Malawi,2,0,0,4.025
Malaysia,2,0,0,0.093
Maldives,2,0,0,33.3
Mali,2,0,0,2.864
Malta,2,0,0,0
Marshall Islands,2,0,0,0
Mauritania,2,0,0,28.819
Mauritius,2,0,0,0
Mexico,0,0,0,52.283
Moldova,0,0,0,62.47
Monaco,0,0,0,76.445
Mongolia,2,0,0,0
Montenegro,0,0,0,63.688
Morocco,2,0,0,9.022
Mozambique,2,0,0,0.48
Myanmar,2,0,0,0.018
Namibia,2,0,0,3.148
Nepal,2,0,0,16.234
Netherlands,2,0,2.334,4.552
New Zealand,2,0,0,0
Nicaragua,2,0,0,0
Niger,2,0,0,0.248
Nigeria,2,0,0,3.037
North Macedonia,0,0,0,82.078
Norway,2,3.505,0,1.107
Oman,1,0,0,266.517
Pakistan,2,0,0,18.502
Palestine,0,0,0,63.12
Panama,0,0,0,179.384
Papua New Guinea,2,0,0,0
Paraguay,2,0,0,6.029
Peru,0,0,0,106.97
Philippines,2,0,0,2.683
Poland,2,47.217,0,9.803
Portugal,2,50.016,7.551,32.167
Qatar,1,0,0,310.302
Romania,2,0,12.32,23.392
Russia,0,0,0,46.267
