country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,1,0,0.385,0
Albania,5,0,2.78,0
Algeria,2,0,0.319,0
Andorra,4,0,0,0
Angola,1,0,0.061,0
Antigua and Barbuda,1,0,0,0
Argentina,5,0,6.439,0
Armenia,5,0,8.437,0
Australia,1,0,0,0
Austria,7,409.153,6.44,67.952
Azerbaijan,0,0,1.775,0
Bahamas,5,0,17.8,0
Bahrain,0,0,1.763,0
Bangladesh,1,0,0.128,0
Barbados,1,0,0,0
Belarus,0,0,0.741,0
Belgium,7,567.75,16.825,121.488
Belize,2,0,10.06,0
Benin,1,0,0,0
Bhutan,1,0,0,0
Bolivia,1,0,0.857,0
Bosnia and Herzegovina,5,0,25.603,0
Botswana,4,0,1.276,0
Brazil,0,0,1.016,0
Brunei,1,0,0,0
Bulgaria,7,770.388,21.875,41.448
Burkina Faso,1,0,0,0
Burundi,1,0,0,0
Cambodia,1,0,0,0
Cameroon,1,0,0,0
Canada,5,0,1.961,0
Cape Verde,2,0,0,0
Central African Republic,1,0,0,0
Chad,1,0,0,0
Chile,0,0,2.302,0
China,1,0,0,0
Colombia,0,0,3.773,0
Comoros,1,0,0,0
Congo,1,0,0,0
Costa Rica,5,0,3.926,0
Cote d'Ivoire,1,0,0,0
Croatia,7,442.358,8.038,0
Cuba,1,0,0,0
Cyprus,0,0,1.142,0
Czechia,7,641.331,19.423,94.127
Democratic Republic of Congo,1,0,0.022,0
Denmark,5,46.096,0.691,7.596
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,2,0,0.092,0
Ecuador,2,0,0.453,0
Egypt,1,0,0.117,0
El Salvador,2,0,0.463,0
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,0
Estonia,5,74.63,0,7.538
Eswatini,1,0,0,0
Ethiopia,1,0,0.104,0
Fiji,1,0,0,0
Finland,2,14.439,0.361,2.346
France,7,512.704,7.798,75.115
Gabon,1,0,0,0
Gambia,1,0,0,0
Georgia,6,0,7.52,0
Germany,5,0,3.103,0
Ghana,1,0,0.032,0
Greece,5,0,5.661,0
Grenada,1,0,0,0
Guatemala,1,0,0.335,0
Guinea,1,0,0,0
Guinea-Bissau,1,0,0,0
Guyana,0,0,0,0
Haiti,1,0,0,0
Honduras,1,0,1.615,0
Hungary,7,749.041,9.627,0
Iceland,3,167.033,0,11.722
India,2,0,0.325,0
Indonesia,1,0,0.311,0
International,1,0,0,0
Iran,5,0,5.786,0
Iraq,2,0,1.044,0
Ireland,0,55.895,1.013,6.886
Israel,0,0,0.809,0
Italy,7,595.88,8.336,57.755
Jamaica,1,0,0,0
Japan,1,0,0.071,0
Jordan,4,0,6.959,0
Kazakhstan,0,0,0.107,0
Kenya,1,0,0.335,0
