country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,2,0,0.026,0
Albania,0,0,1.737,0
Algeria,3,0,0.182,0
Andorra,2,0,0,0
Angola,2,0,0.03,0
Antigua and Barbuda,2,0,0,0
Argentina,7,0,1.151,0
Armenia,6,0,1.687,0
Australia,3,0,0.51,0
Austria,3,8.105,0,2.221
Azerbaijan,4,0,0.789,0
Bahamas,7,0,0,0
Bahrain,7,0,0,0
Bangladesh,2,0,0.134,0
Barbados,4,0,0,0
Belarus,3,0,0.423,0
Belgium,0,23.383,0,5.004
Belize,2,0,0,0
Benin,2,0,0,0
Bhutan,2,0,0,0
Bolivia,6,0,7.624,0
Bosnia and Herzegovina,7,0,3.962,0
Botswana,2,0,0,0
Brazil,7,0,2.545,0
Brunei,2,0,0,0
Bulgaria,5,114.126,0.432,6.188
Burkina Faso,2,0,0,0
Burundi,2,0,0,0
Cambodia,2,0,0,0
Cameroon,2,0,0,0
Canada,3,0,0.106,0
Cape Verde,7,0,0,0
Central African Republic,2,0,0,0
Chad,2,0,0,0
Chile,6,0,3.923,0
China,2,0,0.001,0
Colombia,7,0,6.289,0
Comoros,2,0,0,0
Congo,2,0,0,0
Costa Rica,7,0,1.57,0
Cote d'Ivoire,2,0,0,0
Croatia,5,31.91,0.974,0
Cuba,2,0,0,0
Cyprus,4,0,0,0
Czechia,3,10.272,0.093,1.774
Democratic Republic of Congo,2,0,0,0
Denmark,2,3.453,0,0.345
Djibouti,6,0,1.012,0
Dominica,2,0,0,0
Dominican Republic,6,0,0.737,0
Ecuador,2,0,0,0
Egypt,2,0,0.303,0
El Salvador,0,0,1.233,0
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0
Estonia,3,3.769,-4.523,0.754
Eswatini,0,0,0,0
Ethiopia,3,0,0.226,0
Fiji,2,0,0,0
Finland,2,0,0,0
France,5,79.481,0,5.285
Gabon,2,0,0,0
Gambia,2,0,0,0
Georgia,2,0,0,0
Germany,2,0,0,0
Ghana,2,0,0,0
Greece,3,0,0.192,0
Grenada,2,0,0,0
Guatemala,3,0,2.009,0
Guinea,2,0,0,0
Guinea-Bissau,2,0,0,0
Guyana,0,0,1.271,0
Haiti,2,0,0,0
Honduras,0,0,0.909,0
Hungary,2,7.35,0,0
Iceland,0,0,0,0
India,0,0,0.559,0
Indonesia,2,0,0.157,0
International,2,0,0,0
Iran,4,0,2.476,0
Iraq,0,0,1.566,0
Ireland,3,2.025,0,0.81
Israel,6,0,1.271,0
Italy,3,12.405,0.132,0.695
Jamaica,2,0,0.675,0
Japan,3,0,0.008,0
Jordan,2,0,0,0
Kazakhstan,1,0,1.598,0
Kenya,3,0,0.093,0
Kosovo,7,0,6.726,0
Kuwait,6,0,0.937,0
Kyrgyzstan,6,0,1.839,0
Laos,2,0,0,0
Latvia,2,2.121,0,0
Lebanon,4,0,0.147,0
Lesotho,3,0,2.334,0
Liberia,2,0,0.395,0
Libya,4,0,0.437,0
Liechtenstein,4,0,0,0
Lithuania,3,0,0,0
Luxembourg,5,97.448,1.598,11.183
Madagascar,3,0,0.253,0
Malawi,2,0,0.157,0
Malaysia,2,0,0,0
Maldives,1,0,1.85,0
Mali,2,0,0,0
Malta,4,0,0,0
Marshall Islands,2,0,0,0
Mauritania,2,0,0,0
Mauritius,2,0,0,0
Mexico,0,0,2.125,0
Moldova,0,0,0.744,0
Monaco,2,0,0,0
Mongolia,2,0,0,0
Montenegro,6,0,1.592,0
Morocco,3,0,0.406,0
Mozambique,2,0,0.032,0
Myanmar,2,0,0,0
Namibia,4,0,0,0
Nepal,3,0,0.034,0
Netherlands,4,0,0.117,1.809
New Zealand,2,0,0,0
Nicaragua,2,0,0,0
Niger,2,0,0,0
Nigeria,2,0,0.024,0
North Macedonia,6,0,1.92,0
Norway,2,0,0,0
Oman,2,0,0,0
Pakistan,3,0,0.113,0
Palestine,4,0,0.196,0
Panama,7,0,5.099,0
Papua New Guinea,2,0,0,0
Paraguay,4,0,0,0
Peru,1,0,17.985,0
Philippines,0,0,0.183,0
Poland,5,48.485,0.264,0
Portugal,5,37.071,0.098,4.021
Qatar,6,0,1.041,0
Romania,0,0,1.767,21.416
Russia,0,0,0.48,0
Rwanda,2,0,0,0
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,2,0,0,0
San Marino,2,0,0,0
Sao Tome and Principe,2,0,0,0
Saudi Arabia,0,0,0.862,0
Senegal,2,0,0,0
Serbia,0,0,1.176,0
Seychelles,2,0,0,0
Sierra Leone,2,0,0,0
Singapore,0,0,0,0
Slovakia,2,2.198,0,0
Slovenia,3,10.582,0.481,0.962
Solomon Islands,2,0,0,0
Somalia,2,0,0,0
South Africa,7,0,3.591,0
South Korea,2,0,0,0
South Sudan,3,0,0,0
Spain,2,0,0,0
Sri Lanka,2,0,0,0
Sudan,2,0,0,0
Suriname,7,0,1.705,0
Sweden,2,0,0.495,0
Switzerland,3,0,0,0
Syria,2,0,0.057,0
Taiwan,2,0,0,0
Tajikistan,2,0,0.105,0
Tanzania,2,0,0,0
Thailand,2,0,0,0
Timor,2,0,0,0
Togo,2,0,0,0
Trinidad and Tobago,3,0,0,0
Tunisia,2,0,0,0
Turkey,3,0,0.213,0
Uganda,2,0,0,0
Ukraine,4,0,0.366,0
United Arab Emirates,4,0,0,0
United Kingdom,3,17.205,0.074,1.193
United States,7,163.461,1.242,31.465
Uruguay,2,0,0.288,0
Uzbekistan,3,0,0.12,0
Vanuatu,2,0,0,0
Vatican,2,0,0,0
Venezuela,4,0,0.176,0
Vietnam,2,0,0.031,0
Yemen,2,0,0.101,0
Zambia,3,0,0.272,0
Zimbabwe,3,0,0.067,0
