country,cluster,new_cases_per_million,new_deaths_per_million,icu_patients_per_million
Afghanistan,7,0,0.026,0
Albania,7,0,0.347,0
Algeria,7,0,0.684,0
Andorra,6,0,25.885,0
Angola,7,0,0,0
Antigua and Barbuda,7,0,0,0
Argentina,7,0,0.199,0
Armenia,2,0,0.337,0
Australia,7,0,0.039,0
Austria,5,91.046,2.443,29.535
Azerbaijan,2,0,0.099,0
Bahamas,7,0,2.543,0
Bahrain,4,0,0,0
Bangladesh,7,0,0.006,0
Barbados,2,0,0,0
Belarus,4,0,0.317,0
Belgium,3,486.297,24.418,110.271
Belize,7,0,0,0
Benin,7,0,0,0
Bhutan,7,0,0,0
Bolivia,2,0,0.257,0
Bosnia and Herzegovina,1,0,0.305,0
Botswana,7,0,0,0
Brazil,2,0,0.616,0
Brunei,7,0,0,0
Bulgaria,7,33.533,0,4.605
Burkina Faso,7,0,0.048,0
Burundi,7,0,0,0
Cambodia,7,0,0,0
Cameroon,7,0,0,0
Canada,4,0,2.544,0
Cape Verde,7,0,0,0
Central African Republic,7,0,0,0
Chad,7,0,0,0
Chile,1,0,0.471,0
China,7,0,0.001,0
Colombia,7,0,0.295,0
Comoros,7,0,0,0
Congo,7,0,0,0
Costa Rica,2,0,0,0
Cote d'Ivoire,7,0,0,0
Croatia,1,0,0.244,0
Cuba,2,0,0.265,0
Cyprus,4,0,1.142,0
Czechia,1,38.846,1.214,8.964
Democratic Republic of Congo,7,0,0,0
Denmark,5,74.756,3.28,20.718
Djibouti,7,0,0,0
Dominica,7,0,0,0
Dominican Republic,1,0,0.922,0
Ecuador,1,0,1.7,0
Egypt,7,0,0.147,0
El Salvador,7,0,0.154,0
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,5,102.522,0,6.785
Eswatini,7,0,0,0
Ethiopia,7,0,0,0
Fiji,7,0,0,0
Finland,1,44.038,0.361,14.8
France,3,468.919,20.544,106.276
Gabon,2,0,0,0
Gambia,7,0,0,0
Georgia,7,0,0,0
Germany,4,0,3.079,0
Ghana,7,0,0,0
Greece,2,0,0.384,0
Grenada,7,0,0,0
Guatemala,7,0,0,0
Guinea,7,0,0,0
Guinea-Bissau,7,0,0,0
Guyana,7,0,0,0
Haiti,7,0,0.088,0
Honduras,7,0,0.101,0
Hungary,5,84.676,0.828,0
Iceland,5,111.355,0,32.234
India,7,0,0.035,0
Indonesia,7,0,0.146,0
International,7,0,0,0
Iran,1,0,1.393,0
Iraq,7,0,0,0
Ireland,5,169.711,5.671,30.58
Israel,4,0,1.04,0
Italy,3,529.326,10.089,59.624
Jamaica,7,0,0,0
Japan,2,0,0.063,0
Jordan,7,0,0.098,0
Kazakhstan,7,0,0.053,0
Kenya,7,0,0.019,0
Kosovo,1,0,0.517,0
Kuwait,2,0,0,0
Kyrgyzstan,7,0,0,0
Laos,7,0,0,0
Latvia,2,20.146,0.53,0
Lebanon,7,0,0,0
Lesotho,7,0,0,0
Liberia,7,0,0,0
Libya,7,0,0,0
Liechtenstein,7,0,0,0
Lithuania,1,0,0.367,0
Luxembourg,3,306.721,9.585,46.328
Madagascar,7,0,0,0
Malawi,7,0,0,0
Malaysia,7,0,0.062,0
Maldives,7,0,0,0
Mali,7,0,0,0
Malta,0,18.118,2.265,9.059
Marshall Islands,7,0,0,0
Mauritania,7,0,0,0
Mauritius,1,0,0,0
Mexico,7,0,0.155,0
Moldova,1,0,0.496,0
Monaco,0,0,0,0
Mongolia,7,0,0,0
Montenegro,2,0,0,0
Morocco,7,0,0.108,0
Mozambique,7,0,0,0
Myanmar,7,0,0,0
Namibia,7,0,0,0
Nepal,7,0,0,0
Netherlands,0,0,8.637,74.818
New Zealand,2,0,0,0
Nicaragua,7,0,0,0
Niger,7,0,0,0
Nigeria,7,0,0.005,0
North Macedonia,1,0,0.48,0
Norway,1,46.484,1.291,0
Oman,2,0,0.196,0
Pakistan,7,0,0.005,0
Palestine,7,0,0,0
Panama,0,0,0.927,0
Papua New Guinea,7,0,0,0
Paraguay,7,0,0,0
Peru,1,0,0.516,0
Philippines,7,0,0.192,0
Poland,2,0,0.396,0
Portugal,5,115.037,2.844,23.635
Qatar,4,0,0,0
Romania,1,0,1.455,9.253
Russia,2,0,0.089,0
Rwanda,7,0,0,0
Saint Kitts and Nevis,7,0,0,0
Saint Lucia,7,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,7,0,0,0
San Marino,6,0,0,0
Sao Tome and Principe,7,0,0,0
Saudi Arabia,2,0,0.086,0
Senegal,7,0,0,0
Serbia,1,0,0.147,0
Seychelles,7,0,0,0
Sierra Leone,7,0,0,0
Singapore,4,0,0,0
Slovakia,7,0,0,0
Slovenia,1,51.95,1.443,16.355
Solomon Islands,7,0,0,0
Somalia,7,0,0,0
South Africa,7,0,0,0
South Korea,7,0,0.078,0
South Sudan,7,0,0,0
Spain,0,0,14.009,0
Sri Lanka,7,0,0,0
Sudan,7,0,0,0
Suriname,7,0,0,0
Sweden,0,0,8.912,0
Switzerland,0,0,6.124,0
Syria,7,0,0,0
Taiwan,7,0,0,0
Tajikistan,7,0,0,0
Tanzania,7,0,0,0
Thailand,7,0,0.029,0
Timor,7,0,0,0
Togo,7,0,0,0
Trinidad and Tobago,7,0,0,0
Tunisia,7,0,0.085,0
Turkey,4,0,1.138,0
Uganda,7,0,0,0
Ukraine,2,0,0.114,0
United Arab Emirates,4,0,0.202,0
United Kingdom,5,287.688,16.454,43.647
United States,5,155.023,6.704,37.613
Uruguay,2,0,0,0
Uzbekistan,7,0,0,0
Vanuatu,7,0,0,0
Vatican,7,0,0,0
Venezuela,7,0,0,0
Vietnam,7,0,0,0
Yemen,7,0,0,0
Zambia,7,0,0,0
Zimbabwe,7,0,0,0
