country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,4,0,0,78.7
Albania,4,0,0,71.3
Algeria,4,0,0,65.74
Andorra,5,0,0,42.59
Angola,4,0,0,75.93
Antigua and Barbuda,5,0,0,0
Argentina,4,0.124,4.4,88.89
Armenia,5,0,0,0
Australia,2,1.41,1647.3,50.46
Austria,1,0.264,154.1,47.22
Azerbaijan,4,0,0,96.3
Bahamas,5,0,0,0
Bahrain,4,0,16.9,75
Bangladesh,4,0.095,4.5,74.54
Barbados,4,0,0,66.67
Belarus,5,0,28.1,16.67
Belgium,1,0.57,170.6,51.85
Belize,4,0,0,73.15
Benin,5,0,0,41.67
Bhutan,4,0,0,83.33
Bolivia,4,0.156,1.9,84.26
Bosnia and Herzegovina,4,0,0,51.85
Botswana,4,0,0,57.41
Brazil,4,0,0,77.31
Brunei,4,0,0,49.07
Bulgaria,5,0,21.8,36.11
Burkina Faso,4,0,0,45.37
Burundi,5,0,0,13.89
Cambodia,5,0,0,40.74
Cameroon,4,0,0,60.19
Canada,1,0.865,98.2,70.83
Cape Verde,4,0.576,0,79.17
Central African Republic,4,0,0,64.81
Chad,4,0,0,74.07
Chile,4,1.052,3.7,78.24
China,4,0,0,78.24
Colombia,4,0.363,0,87.04
Comoros,5,0,0,0
Congo,4,0,0,73.15
Costa Rica,4,0.077,0,72.22
Cote d'Ivoire,4,0.035,3.5,62.96
Croatia,4,0.067,36.4,54.63
Cuba,0,0.183,265.3,86.11
Cyprus,2,0.708,1993,62.96
Czechia,5,0.123,47.9,35.19
Democratic Republic of Congo,4,0.004,0,80.56
Denmark,0,1.971,571.5,57.41
Djibouti,4,0,0,59.26
Dominica,4,0,0,72.22
Dominican Republic,4,0.268,4.8,87.04
Ecuador,4,0.07,0,79.63
Egypt,4,0,0,71.3
El Salvador,4,0.379,18.9,90.74
Equatorial Guinea,5,0,0,0
Eritrea,4,0,0,93.52
Estonia,2,0.268,996.5,41.67
Eswatini,4,0,0,84.26
Ethiopia,4,0.039,29.5,80.56
Fiji,4,0,0,73.15
Finland,0,0.124,322.2,35.19
France,1,0.099,66.7,72.22
Gabon,4,0,0,69.44
Gambia,4,0,0,74.07
Georgia,4,0,0,55.56
Germany,1,0,71.4,63.43
Ghana,4,0.233,9.9,56.48
Greece,0,0.408,222.2,40.74
Grenada,5,0,0,0
Guatemala,4,0.05,2.9,96.3
Guinea,4,0,0,73.15
Guinea-Bissau,5,0,0,0
Guyana,4,0,0,79.63
Haiti,4,0,0,80.56
Honduras,4,0,0,96.3
Hungary,2,0.334,903.4,54.63
Iceland,1,0.05,99.4,39.81
India,4,0.138,12.4,76.39
Indonesia,4,0.024,8.1,68.06
International,5,0,0,0
Iran,5,0.318,10.2,41.67
Iraq,4,0.249,7.1,92.59
Ireland,0,0.437,245.4,72.22
Israel,1,1.057,53.7,75
Italy,0,0.671,240.8,55.56
Jamaica,1,0.093,93.5,64.81
Japan,1,0.033,67.4,25.93
Jordan,4,0,0,48.15
Kazakhstan,1,1.517,60.1,81.02
Kenya,4,0.068,21.6,88.89
Kosovo,4,0,0,59.26
Kuwait,4,0.642,5.3,85.19
Kyrgyzstan,4,0,0,73.61
Laos,5,0,0,39.81
Latvia,2,0.686,743.5,50
Lebanon,4,0,0,74.07
Lesotho,4,0,0,54.63
Liberia,4,0,0,79.63
Libya,1,0.102,52.5,96.3
Liechtenstein,5,0,0,0
Lithuania,2,0.619,938.6,34.26
Luxembourg,2,0.805,694.7,41.67
Madagascar,4,0,7.5,70.37
Malawi,4,0,12.4,60.19
Malaysia,0,0.128,274.2,54.63
Maldives,5,1.306,40.5,0
Mali,4,0,0,52.78
Malta,0,1.051,367.5,0
Marshall Islands,5,0,0,0
Mauritania,4,0,9.4,77.78
Mauritius,5,0,0,33.33
Mexico,4,0.031,2.1,70.83
Moldova,4,0,0,80.56
Monaco,5,0,0,0
Mongolia,4,0,0,71.3
Montenegro,5,0,0,0
Morocco,1,0.434,97.7,74.07
Mozambique,4,0.021,34.3,80.56
Myanmar,0,0.025,412.7,80.56
Namibia,1,0.068,50.5,62.96
Nepal,4,0.206,12.8,92.59
Netherlands,1,0,111.1,59.26
New Zealand,3,0.716,3708.4,25.93
Nicaragua,5,0,0,18.52
Niger,5,0,0,25.93
Nigeria,4,0.012,5,80.09
North Macedonia,5,0.372,7.7,0
Norway,0,0.19,234.4,40.74
Oman,4,0.549,3.3,87.96
Pakistan,4,0.131,5.5,58.33
Palestine,4,0,0,80.56
Panama,4,0.559,3.5,83.33
Papua New Guinea,4,0,0,56.02
Paraguay,1,0.163,99,83.33
Peru,4,0.056,0,89.81
Philippines,4,0.101,20.3,83.33
