country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,5,0,0,16.67
Albania,1,0,0,54.63
Algeria,4,0,0,75.93
Andorra,4,0,0,57.41
Angola,4,0,0,71.3
Antigua and Barbuda,5,0,0,0
Argentina,4,0.305,1.9,82.87
Armenia,5,0,0,0
Australia,0,0,2350.2,65.28
Austria,4,1.25,13.6,58.8
Azerbaijan,4,0,0,66.2
Bahamas,5,0,0,0
Bahrain,4,4.786,30.1,63.89
Bangladesh,4,0.072,9,80.09
Barbados,1,0,0,29.63
Belarus,5,0,33.2,16.67
Belgium,1,3.856,7,45.37
Belize,4,0,0,69.44
Benin,1,0,0,47.22
Bhutan,4,0,0,77.78
Bolivia,4,0.033,5.6,84.26
Bosnia and Herzegovina,1,0,0,40.74
Botswana,4,0,0,63.89
Brazil,4,0,0,63.43
Brunei,1,0,0,35.19
Bulgaria,1,0.662,7,35.19
Burkina Faso,1,0,0,22.22
Burundi,5,0,0,14.81
Cambodia,1,0,0,34.26
Cameroon,1,0,0,45.37
Canada,4,1.442,28.1,60.65
Cape Verde,4,0.597,5.3,68.52
Central African Republic,1,0,0,31.48
Chad,4,0,0,74.07
Chile,4,1.942,19.4,81.94
China,4,0,0,61.57
Colombia,4,0.52,0,71.3
Comoros,5,0,0,0
Congo,1,0,0,50.93
Costa Rica,4,0,0,58.33
Cote d'Ivoire,3,0.047,40.4,36.11
Croatia,1,1.205,7.5,28.7
Cuba,2,0.575,207.8,64.81
Cyprus,3,4.211,37.9,46.3
Czechia,1,1.61,3.7,48.15
Democratic Republic of Congo,1,0.002,0,48.15
Denmark,3,5.224,80.5,41.67
Djibouti,1,0,0,47.22
Dominica,1,0,0,31.48
Dominican Republic,4,0.301,8.4,67.59
Ecuador,1,0.247,0,52.78
Egypt,4,0,0,75.93
El Salvador,4,0.373,14.3,52.78
Equatorial Guinea,5,0,0,0
Eritrea,4,0,0,82.41
Estonia,3,0.912,78.8,25.93
Eswatini,4,0,0,59.26
Ethiopia,4,0.062,9.6,65.74
Fiji,1,0.062,0,49.07
Finland,3,1.52,70.1,36.57
France,1,0.601,9.3,49.54
Gabon,4,0,0,72.22
Gambia,4,0,0,60.19
Georgia,4,0,0,59.26
Germany,4,0,28.6,58.8
Ghana,3,0.061,37.1,44.44
Greece,3,1.429,39.6,59.72
Grenada,5,0,0,0
Guatemala,1,0.086,7.4,49.54
Guinea,1,0,0,39.35
Guinea-Bissau,5,0,0,0
Guyana,4,0,0,72.22
Haiti,1,0,0,47.22
Honduras,4,0,0,84.26
Hong Kong,1,0,0,51.85
Hungary,1,1.035,8,40.74
Iceland,1,2.412,25,37.04
India,4,0.703,17.1,64.35
Indonesia,1,0.082,7.8,50.46
International,5,0,0,0
Iran,4,0,6.6,58.8
Iraq,4,0.47,5.6,61.11
Ireland,4,3.269,15,61.57
Israel,4,3.181,20.6,81.48
Italy,1,2.424,16.5,50
Jamaica,4,0.187,6.4,67.59
Japan,3,0.041,32.8,38.89
Jordan,4,0,0,78.7
Kazakhstan,3,1.133,82.8,74.07
Kenya,4,0.091,9.2,64.81
Kosovo,1,0,0,52.78
Kuwait,4,1.161,9.1,62.96
Kyrgyzstan,4,0,0,57.87
Laos,1,0,0,36.11
Latvia,3,1.426,37.3,33.33
Lebanon,4,0,0,59.26
Lesotho,1,0,0,47.22
Liberia,4,0,0,57.41
Libya,4,0,0,80.56
Liechtenstein,5,0,0,0
Lithuania,3,1.435,34.9,54.17
Luxembourg,3,1.709,41.2,47.22
