country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,3,0,0,16.67
Albania,5,0,0,54.63
Algeria,4,0,0,75.93
Andorra,4,0,0,57.41
Angola,4,0,0,71.3
Antigua and Barbuda,3,0,0,0
Argentina,4,0.627,1.9,82.87
Armenia,3,0,0,0
Australia,1,0,2083.7,65.28
Austria,4,2.714,15.1,58.8
Azerbaijan,4,0,0,66.2
Bahamas,3,0,0,0
Bahrain,4,6.539,30.4,63.89
Bangladesh,4,0.07,8.8,80.09
Barbados,5,0,0,29.63
Belarus,3,0,32.1,16.67
Belgium,5,5.341,7.2,45.37
Belize,4,0,0,69.44
Benin,5,0,0,47.22
Bhutan,4,0,0,77.78
Bolivia,4,0.086,5.5,84.26
Bosnia and Herzegovina,5,0,0,40.74
Botswana,4,0,0,63.89
Brazil,4,0,0,63.43
Brunei,5,0,0,35.19
Bulgaria,5,1.071,7.3,35.19
Burkina Faso,3,0,0,22.22
Burundi,3,0,0,14.81
Cambodia,5,0,0,34.26
Cameroon,5,0,0,45.37
Canada,4,1.777,33.2,60.65
Cape Verde,4,1.009,4.9,68.52
Central African Republic,5,0,0,31.48
Chad,4,0,0,74.07
Chile,4,1.915,19.6,81.94
China,4,0,0,61.57
Colombia,4,0.567,0,71.3
Comoros,3,0,0,0
Congo,5,0,0,50.93
Costa Rica,4,0,0,58.33
Cote d'Ivoire,2,0.037,37.5,36.11
Croatia,5,1.7,8,28.7
Cuba,0,0.698,232.8,64.81
Cyprus,2,5.67,40.1,50
Czechia,5,2.734,3.7,48.15
Democratic Republic of Congo,5,0,0,48.15
Denmark,2,4.667,82.5,41.67
Djibouti,5,0,0,47.22
Dominica,5,0,0,31.48
Dominican Republic,4,0.293,7.9,67.59
Ecuador,5,0.164,0,52.78
Egypt,4,0,0,75.93
El Salvador,4,0.375,14,52.78
Equatorial Guinea,3,0,0,0
Eritrea,4,0,0,82.41
Estonia,2,1.041,82.6,25.93
Eswatini,4,0,0,59.26
Ethiopia,4,0.057,9.4,65.74
Fiji,5,0.069,0,49.07
Finland,2,2.095,70.2,36.57
France,5,2.104,9.3,49.54
Gabon,4,0,0,72.22
Gambia,4,0,0,60.19
Georgia,4,0,0,61.11
Germany,4,0,0,58.8
Ghana,2,0.079,43.4,44.44
Greece,2,1.804,39.7,59.72
Grenada,3,0,0,0
Guatemala,5,0.09,7.5,49.54
Guinea,5,0,0,39.35
Guinea-Bissau,3,0,0,0
Guyana,4,0,0,72.22
Haiti,5,0,0,47.22
Honduras,4,0,0,84.26
Hong Kong,5,0,0,51.85
Hungary,5,1.343,8.4,40.74
Iceland,5,3.766,25.1,37.04
India,4,0.724,16.9,64.35
Indonesia,5,0.095,7.7,50.46
International,3,0,0,0
Iran,4,0,6.5,58.8
Iraq,4,0.415,5.8,61.11
Ireland,4,3.856,14.9,61.57
Israel,4,1.732,19.1,81.48
Italy,5,2.743,17.6,50
Jamaica,4,0.122,5.6,67.59
Japan,2,0.078,32.7,38.89
Jordan,4,0,0,78.7
Kazakhstan,2,1.238,79.4,74.07
Kenya,4,0,9.9,64.81
Kosovo,5,0,0,52.78
Kuwait,4,1.335,8.9,62.96
Kyrgyzstan,4,0,0,57.87
Laos,5,0,0,36.11
Latvia,2,2.827,37.4,33.33
Lebanon,4,0,0,59.26
Lesotho,5,0,0,47.22
Liberia,4,0,0,57.41
Libya,4,0,0,80.56
Liechtenstein,3,0,0,0
Lithuania,2,1.935,36.6,54.17
Luxembourg,2,13.994,49.9,47.22
Madagascar,2,0,104.5,48.15
Malawi,2,0.021,52.8,50.93
Malaysia,4,0.721,30.9,65.74
Maldives,3,2.908,30.3,0
Mali,5,0,0,37.96
Malta,3,5.445,21.9,0
Marshall Islands,3,0,0,0
Mauritania,3,0,30.3,17.59
Mauritius,3,0,0,16.67
Mexico,4,0.052,2.7,71.76
Moldova,5,0,0,48.15
Monaco,3,0,0,0
Mongolia,5,0,0,40.74
Montenegro,3,0,0,0
Morocco,4,0.65,7.8,60.19
Mozambique,4,0.042,14.7,62.04
Myanmar,4,0,0,81.02
Namibia,5,0.494,18.5,37.96
Nepal,4,0.53,4.4,63.89
