country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,0,0,0,2.44
Albania,0,0,0,5.212
Algeria,0,0,0,2.737
Andorra,1,0,0,103.54
Angola,0,0,0,0
Antigua and Barbuda,0,0,0,0
Argentina,0,0,0,3.806
Armenia,0,0,0,24.635
Australia,0,0,0,0.588
Austria,0,54.961,17.321,7.661
Azerbaijan,0,0,0,4.34
Bahamas,0,0,0,2.543
Bahrain,1,0,0,176.894
Bangladesh,0,0,0,3.054
Barbados,0,0,0,3.48
Belarus,1,0,0,79.477
Belgium,2,361.962,80.589,129.081
Belize,0,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,0,0,0,8.909
Bosnia and Herzegovina,0,0,0,2.438
Botswana,0,0,0,0
Brazil,0,0,0,18.851
Brunei,0,0,0,0
Bulgaria,0,40.585,5.901,19.717
Burkina Faso,0,0,0,0.622
Burundi,0,0,0,0
Cambodia,0,0,0,0
Cameroon,0,0,0,3.616
Canada,1,0,0,42.923
Cape Verde,0,0,0,10.792
Central African Republic,0,0,0,0
Chad,0,0,0,0.426
Chile,0,0,0,25.842
China,0,0,0,0.01
Colombia,0,0,0,6.289
Comoros,0,0,0,0
Congo,0,0,0,2.537
Costa Rica,0,0,0,0.196
Cote d'Ivoire,0,0,0,2.767
Croatia,0,79.167,0,6.821
Cuba,0,0,0,4.414
Cyprus,0,0,0,10.275
Czechia,0,30.815,7.003,8.031
Democratic Republic of Congo,0,0,0,0.19
Denmark,0,55.247,11.913,23.652
Djibouti,0,0,0,13.158
Dominica,0,0,0,0
Dominican Republic,0,0,0,18.99
Ecuador,3,0,0,653.855
Egypt,0,0,0,1.964
El Salvador,0,0,0,3.7
Equatorial Guinea,1,0,0,92.66
Eritrea,0,0,0,0
Estonia,0,75.384,7.538,9.8
Eswatini,0,0,0,4.31
Ethiopia,0,0,0,0.009
Fiji,0,0,0,0
Finland,0,35.916,11.009,20.034
France,2,437.452,73.307,25.263
Gabon,0,0,0,2.246
Gambia,0,0,0,0
Georgia,0,0,0,4.763
Germany,0,0,0,22.319
Ghana,0,0,0,4.023
Greece,0,0,0,2.59
Grenada,0,0,0,0
Guatemala,0,0,0,2.568
Guinea,0,0,0,7.005
Guinea-Bissau,0,0,0,1.016
Guyana,0,0,0,3.814
Haiti,0,0,0,0
Honduras,0,0,0,7.269
Hungary,0,90.783,0,16.459
Iceland,0,41.026,8.791,0
India,0,0,0,1.053
Indonesia,0,0,0,1.594
International,0,0,0,0
Iran,0,0,0,13.906
Iraq,0,0,0,0.771
Ireland,2,150.877,23.897,116.854
Israel,1,0,0,28.652
Italy,2,400.931,35.94,49.965
Jamaica,0,0,0,10.469
Japan,0,0,0,3.044
Jordan,0,0,0,0.392
Kazakhstan,0,0,0,10.279
Kenya,0,0,0,0.298
Kosovo,0,0,0,20.178
Kuwait,1,0,0,50.345
Kyrgyzstan,0,0,0,5.211
Laos,0,0,0,0
Latvia,0,21.207,0,3.181
Lebanon,0,0,0,1.172
Lesotho,0,0,0,0
Liberia,0,0,0,3.164
Libya,0,0,0,0.146
Liechtenstein,0,0,0,0
Lithuania,0,0,0,4.408
Luxembourg,2,214.066,39.938,47.925
Madagascar,0,0,0,0.036
Malawi,0,0,0,0
Malaysia,0,0,0,2.719
Maldives,1,0,0,38.85
Mali,0,0,0,0.79
Malta,0,15.854,2.265,4.53
Marshall Islands,0,0,0,0
Mauritania,0,0,0,0
Mauritius,0,0,0,0
Mexico,0,0,0,9.61
Moldova,1,0,0,45.613
Monaco,0,0,0,0
Mongolia,0,0,0,0.305
Montenegro,0,0,0,4.777
Morocco,0,0,0,5.148
Mozambique,0,0,0,0.608
Myanmar,0,0,0,0.092
Namibia,0,0,0,0
Nepal,0,0,0,0.034
Netherlands,1,0,50.307,47.155
New Zealand,0,0,0,1.037
Nicaragua,0,0,0,0
Niger,0,0,0,0.413
Nigeria,0,0,0,0.553
North Macedonia,0,0,0,12.48
Norway,0,22.135,0,11.436
Oman,0,0,0,14.491
