country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,1,0,0,4.239
Albania,1,0,0,21.197
Algeria,1,0,0,6.454
Andorra,1,0,0,0
Angola,1,0,0,1.43
Antigua and Barbuda,1,0,0,0
Argentina,0,0,0,53.124
Armenia,3,0,0,223.405
Australia,1,0,0,3.333
Austria,1,6.773,1.11,6.44
Azerbaijan,0,0,0,51.385
Bahamas,1,0,0,0
Bahrain,3,0,0,271.512
Bangladesh,1,0,0,21.276
Barbados,1,0,0,0
Belarus,0,0,0,40.426
Belgium,1,20.449,2.934,8.887
Belize,1,0,0,0
Benin,1,0,0,5.857
Bhutan,1,0,0,6.48
Bolivia,0,0,0,107.341
Bosnia and Herzegovina,1,0,0,0
Botswana,1,0,0,0
Brazil,3,0,0,182.034
Brunei,1,0,0,0
Bulgaria,2,56.416,2.591,16.119
Burkina Faso,1,0,0,0
Burundi,1,0,0,2.187
Cambodia,1,0,0,0.12
Cameroon,1,0,0,0
Canada,1,0,0,6.597
Cape Verde,0,0,0,115.11
Central African Republic,1,0,0,18.427
Chad,1,0,0,0
Chile,3,0,0,230.485
China,1,0,0,0.013
Colombia,0,0,0,81.54
Comoros,1,0,0,0
Congo,1,0,0,0
Costa Rica,1,0,0,28.072
Cote d'Ivoire,1,0,0,7.772
Croatia,1,13.154,0,20.705
Cuba,1,0,0,0.441
Cyprus,1,0,0,2.283
Czechia,1,5.696,1.027,24.279
Democratic Republic of Congo,1,0,0,1.541
Denmark,1,0,0,0
Djibouti,1,0,0,0
Dominica,1,0,0,0
Dominican Republic,0,0,0,78.817
Ecuador,0,0,0,40.696
Egypt,1,0,0,11.414
El Salvador,0,0,0,32.376
Equatorial Guinea,1,0,0,0
Eritrea,1,0,0,6.767
Estonia,1,3.015,0.754,0
Eswatini,1,0,0,14.653
Ethiopia,1,0,0,1.261
Fiji,1,0,0,0
Finland,1,0,0,1.263
France,2,133.515,9.1,0
Gabon,1,0,0,0
Gambia,1,0,0,0.414
Georgia,1,0,0,0.501
Germany,1,0,0,5.037
Ghana,1,0,0,19.213
Greece,1,0,0,2.207
Grenada,1,0,0,0
Guatemala,0,0,0,31.76
Guinea,1,0,0,2.361
Guinea-Bissau,1,0,0,0
Guyana,1,0,0,19.07
Haiti,1,0,0,4.823
Honduras,0,0,0,102.276
Hungary,1,18.012,0,1.139
Iceland,1,0,0,0
India,1,0,0,14.425
Indonesia,1,0,0,5.064
International,1,0,0,0
Iran,0,0,0,29.241
Iraq,0,0,0,51.439
Ireland,1,4.455,2.228,4.658
Israel,0,0,0,45.982
Italy,1,22.444,1.604,2.894
Jamaica,1,0,0,1.351
Japan,1,0,0,0.727
Jordan,1,0,0,0.686
Kazakhstan,1,0,0,0
Kenya,1,0,0,5.17
Kosovo,0,0,0,32.078
Kuwait,3,0,0,161.103
Kyrgyzstan,1,0,0,10.269
Laos,1,0,0,0
Latvia,1,3.711,0,1.59
Lebanon,1,0,0,3.223
Lesotho,1,0,0,0
Liberia,1,0,0,8.897
Libya,1,0,0,2.037
Liechtenstein,1,0,0,0
Lithuania,1,0,0,1.837
Luxembourg,0,20.768,1.598,70.29
Madagascar,1,0,0,2.997
Malawi,1,0,0,1.725
Malaysia,1,0,0,0.309
Maldives,0,0,0,40.7
Mali,1,0,0,2.864
Malta,1,2.265,2.265,0
Marshall Islands,1,0,0,0
Mauritania,1,0,0,25.378
Mauritius,1,0,0,0
Mexico,0,0,0,34.204
Moldova,0,0,0,75.36
Monaco,1,0,0,25.482
Mongolia,1,0,0,0
Montenegro,0,0,0,47.766
Morocco,1,0,0,6.611
Mozambique,1,0,0,0.736
Myanmar,1,0,0,0.055
