country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,0,0,0,14.951
Albania,0,0,0,6.95
Algeria,0,0,0,2.623
Andorra,0,0,0,0
Angola,0,0,0,0.061
Antigua and Barbuda,0,0,0,0
Argentina,0,0,0,21.75
Armenia,3,0,0,184.596
Australia,0,0,0,0.275
Austria,0,6.107,1.888,6.107
Azerbaijan,0,0,0,37.38
Bahamas,0,0,0,2.543
Bahrain,3,0,0,322.053
Bangladesh,0,0,0,16
Barbados,0,0,0,0
Belarus,3,0,0,93.446
Belgium,2,49.441,9.578,14.237
Belize,0,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,0
Bolivia,0,0,0,53.971
Bosnia and Herzegovina,0,0,0,0
Botswana,0,0,0,0
Brazil,3,0,0,127.376
Brunei,0,0,0,0
Bulgaria,0,21.156,1.727,12.089
Burkina Faso,0,0,0,0
Burundi,0,0,0,1.682
Cambodia,0,0,0,0
Cameroon,0,0,0,7.798
Canada,0,0,0,13.99
Cape Verde,0,0,0,10.792
Central African Republic,0,0,0,24.639
Chad,0,0,0,0
Chile,1,0,0,731.84
China,0,0,0,0.006
Colombia,0,0,0,27.357
Comoros,0,0,0,10.35
Congo,0,0,0,8.699
Costa Rica,0,0,0,6.871
Cote d'Ivoire,0,0,0,4.777
Croatia,0,2.436,0,0
Cuba,0,0,0,3.532
Cyprus,0,0,0,0
Czechia,0,5.603,0.84,3.548
Democratic Republic of Congo,0,0,0,1.273
Denmark,0,13.984,0,8.46
Djibouti,0,0,0,46.559
Dominica,0,0,0,0
Dominican Republic,0,0,0,44.893
Ecuador,0,0,0,65.351
Egypt,0,0,0,14.629
El Salvador,0,0,0,13.105
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,0,10.554,0,15.831
Eswatini,0,0,0,14.653
Ethiopia,0,0,0,1.122
Fiji,0,0,0,0
Finland,0,7.039,1.263,4.151
France,2,190.475,15.78,8.87
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,0,0,0,0.752
Germany,0,0,0,6.278
Ghana,0,0,0,9.462
Greece,0,0,0,1.247
Grenada,0,0,0,0
Guatemala,0,0,0,17.136
Guinea,0,0,0,4.34
Guinea-Bissau,0,0,0,0
Guyana,0,0,0,1.271
Haiti,0,0,0,29.116
Honduras,0,0,0,18.577
Hungary,0,40.061,0,2.07
Iceland,0,0,0,0
India,0,0,0,7.564
Indonesia,0,0,0,3.63
International,0,0,0,0
Iran,0,0,0,27.014
Iraq,0,0,0,31.127
Ireland,0,24.707,7.291,4.05
Israel,0,0,0,9.012
Italy,2,87.576,4.846,4.466
Jamaica,0,0,0,0.338
Japan,0,0,0,0.332
Jordan,0,0,0,1.078
Kazakhstan,0,0,0,10.598
Kenya,0,0,0,2.343
Kosovo,0,0,0,5.691
Kuwait,3,0,0,114.036
Kyrgyzstan,0,0,0,5.824
Laos,0,0,0,0
Latvia,0,5.832,0,0.53
Lebanon,0,0,0,1.172
Lesotho,0,0,0,0
Liberia,0,0,0,2.175
Libya,0,0,0,2.474
Liechtenstein,0,0,0,0
Lithuania,0,0,0,4.041
Luxembourg,0,20.768,1.598,4.793
Madagascar,0,0,0,1.842
Malawi,0,0,0,0
Malaysia,0,0,0,1.143
Maldives,0,0,0,33.3
Mali,0,0,0,1.876
Malta,0,0,0,4.53
Marshall Islands,0,0,0,0
Mauritania,0,0,0,13.764
Mauritius,0,0,0,0
Mexico,0,0,0,27.867
