country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,1,0,0,16.903
Albania,1,0,0,22.934
Algeria,2,0,0,2.668
Andorra,1,0,0,12.942
Angola,2,0,0,0.335
Antigua and Barbuda,2,0,0,0
Argentina,3,0,0,43.323
Armenia,0,0,0,224.417
Australia,2,0,0,0.706
Austria,2,7.106,0.888,2.221
Azerbaijan,1,0,0,33.336
Bahamas,2,0,0,0
Bahrain,0,0,0,275.626
Bangladesh,1,0,0,23.092
Barbados,2,0,0,0
Belarus,3,0,0,66.142
Belgium,1,29.337,4.487,8.974
Belize,2,0,0,0
Benin,2,0,0,2.062
Bhutan,2,0,0,0
Bolivia,3,0,0,69.733
Bosnia and Herzegovina,1,0,0,10.058
Botswana,2,0,0,0
Brazil,3,0,0,107.099
Brunei,2,0,0,0
Bulgaria,1,39.721,1.727,18.997
Burkina Faso,2,0,0,0
Burundi,2,0,0,0
Cambodia,2,0,0,0.06
Cameroon,2,0,0,0
Canada,1,0,0,10.227
Cape Verde,3,0,0,55.757
Central African Republic,2,0,0,8.489
Chad,2,0,0,0
Chile,0,0,0,234.095
China,2,0,0,0.025
Colombia,3,0,0,62.32
Comoros,1,0,0,14.949
Congo,2,0,0,0
Costa Rica,1,0,0,13.349
Cote d'Ivoire,1,0,0,14.444
Croatia,2,2.192,0,2.679
Cuba,2,0,0,1.324
Cyprus,2,0,0,0
Czechia,1,7.751,0.934,11.019
Democratic Republic of Congo,2,0,0,2.043
Denmark,1,6.561,1.036,8.632
Djibouti,1,0,0,12.146
Dominica,2,0,0,0
Dominican Republic,3,0,0,49.779
Ecuador,1,0,0,34.404
Egypt,1,0,0,11.902
El Salvador,1,0,0,20.659
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,3.102
Estonia,2,7.538,0.754,0
Eswatini,1,0,0,19.825
Ethiopia,2,0,0,1.696
Fiji,2,0,0,0
Finland,2,0,0,0.361
France,1,154.427,11.092,7.155
Gabon,3,0,0,49.871
Gambia,2,0,0,0.828
Georgia,2,0,0,1.253
Germany,1,0,0,14.478
Ghana,1,0,0,10.91
Greece,2,0,0,2.303
Grenada,2,0,0,0
Guatemala,1,0,0,34.439
Guinea,1,0,0,13.173
Guinea-Bissau,2,0,0,0
Guyana,1,0,0,15.256
Haiti,1,0,0,19.996
Honduras,3,0,0,44.424
Hungary,1,20.6,0,0.104
Iceland,1,11.722,0,5.861
India,1,0,0,9.845
Indonesia,2,0,0,4.866
International,2,0,0,0
Iran,1,0,0,30.907
Iraq,1,0,0,36.373
Ireland,1,9.721,4.253,2.835
Israel,1,0,0,34.891
Italy,1,50.197,2.779,5.475
Jamaica,2,0,0,4.052
Japan,2,0,0,0.459
Jordan,2,0,0,1.372
Kazakhstan,2,0,0,0
Kenya,2,0,0,3.961
Kosovo,1,0,0,39.839
Kuwait,3,0,0,126.681
Kyrgyzstan,2,0,0,0
Laos,2,0,0,0
Latvia,2,3.181,0,2.121
Lebanon,2,0,0,0.879
Lesotho,2,0,0,0
Liberia,2,0,0,5.141
Libya,2,0,0,1.455
Liechtenstein,2,0,0,0
Lithuania,2,0,0,2.204
Luxembourg,1,22.365,3.195,9.585
Madagascar,2,0,0,0.903
Malawi,2,0,0,1.045
Malaysia,2,0,0,0.433
Maldives,1,0,0,31.45
Mali,2,0,0,0.79
Malta,2,0,0,2.265
Marshall Islands,2,0,0,0
Mauritania,3,0,0,43.229
Mauritius,2,0,0,0
Mexico,3,0,0,43.914
Moldova,3,0,0,92.713
Monaco,2,0,0,0
Mongolia,2,0,0,0.915
Montenegro,2,0,0,6.369
Morocco,2,0,0,2.086
Mozambique,2,0,0,0.352
Myanmar,2,0,0,0.441
Namibia,2,0,0,1.181
Nepal,1,0,0,23.029
Netherlands,2,0,4.552,6.711
New Zealand,2,0,0,0
Nicaragua,2,0,0,0
Niger,2,0,0,0
Nigeria,2,0,0,3.614
North Macedonia,3,0,0,87.358
Norway,2,3.505,0,2.951
Oman,3,0,0,144.714
Pakistan,1,0,0,22.382
Palestine,2,0,0,8.821
Panama,0,0,0,174.749
Papua New Guinea,2,0,0,0
Paraguay,2,0,0,3.084
Peru,3,0,0,105.545
Philippines,2,0,0,5.119
Poland,1,48.855,0,8.297
Portugal,1,40.797,6.571,40.896
Qatar,0,0,0,439.769
Romania,1,0,9.253,16.634
Russia,3,0,0,53.257
Rwanda,2,0,0,0.54
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,2,0,0,0
Sao Tome and Principe,1,0,0,22.814
Saudi Arabia,3,0,0,136.641
Senegal,2,0,0,6.331
Serbia,1,0,0,13.814
Seychelles,2,0,0,0
Sierra Leone,2,0,0,2.883
Singapore,3,0,0,43.929
Slovakia,2,0.183,0,0.183
Slovenia,2,2.886,0.481,3.848
Solomon Islands,2,0,0,0
Somalia,2,0,0,1.447
South Africa,3,0,0,58.642
South Korea,2,0,0,0.956
South Sudan,2,0,0,1.519
Spain,1,0,0,12.512
Sri Lanka,2,0,0,1.074
Sudan,2,0,0,0
Suriname,1,0,0,27.274
Sweden,3,0,0,148.13
Switzerland,2,0,0,1.502
Syria,2,0,0,0.514
Taiwan,2,0,0,0.042
Tajikistan,2,0,0,6.081
Tanzania,2,0,0,0
Thailand,2,0,0,0.086
Timor,2,0,0,0
Togo,2,0,0,0.362
Trinidad and Tobago,2,0,0,0
Tunisia,2,0,0,0.338
Turkey,1,0,0,15.461
Uganda,2,0,0,0.197
Ukraine,1,0,0,19.367
United Arab Emirates,1,0,0,39.23
United Kingdom,1,62.207,5.185,15.025
United States,3,86.165,16.507,84.19
Uruguay,2,0,0,0.288
Uzbekistan,2,0,0,2.54
Vanuatu,2,0,0,0
Vatican,2,0,0,0
Venezuela,2,0,0,3.411
Vietnam,2,0,0,0.072
Yemen,2,0,0,0.235
Zambia,2,0,0,0.218
Zimbabwe,2,0,0,4.171
