country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,3,0,0,2.209
Albania,2,0,0,137.605
Algeria,3,0,0,12.497
Andorra,0,0,0,1747.234
Angola,3,0,0,7.181
Antigua and Barbuda,3,0,0,20.423
Argentina,2,0,0,235.686
Armenia,0,0,0,801.152
Australia,3,0,0,0.314
Austria,0,244.382,42.525,766.233
Azerbaijan,2,0,0,121.016
Bahamas,2,0,0,134.775
Bahrain,2,0,0,153.387
Bangladesh,3,0,0,9.211
Barbados,3,0,0,3.48
Belarus,2,0,0,104.134
Belgium,0,639.107,121.833,1352.245
Belize,1,0,0,289.22
Benin,3,0,0,5.114
Bhutan,3,0,0,0
Bolivia,3,0,0,10.794
Bosnia and Herzegovina,1,0,0,541.329
Botswana,3,0,0,0
Brazil,2,0,0,112.797
Brunei,3,0,0,0
Bulgaria,0,459.239,34.396,583.44
Burkina Faso,3,0,0,0.431
Burundi,3,0,0,0.757
Cambodia,3,0,0,0
Cameroon,3,0,0,0
Canada,2,0,0,73.711
Cape Verde,2,0,0,196.047
Central African Republic,3,0,0,0
Chad,3,0,0,0.244
Chile,3,0,0,43.942
China,3,0,0,0.022
Colombia,2,0,0,170.863
Comoros,3,0,0,10.35
Congo,3,0,0,0
Costa Rica,2,0,0,223.984
Cote d'Ivoire,3,0,0,0.493
Croatia,0,297.423,0,604.102
Cuba,3,0,0,9.623
Cyprus,2,0,0,189.52
Czechia,0,769.074,111.682,1468.954
Democratic Republic of Congo,3,0,0,0.257
Denmark,2,31.767,4.144,161.597
Djibouti,3,0,0,5.061
Dominica,3,0,0,0
Dominican Republic,3,0,0,39.639
Ecuador,2,0,0,74.987
Egypt,3,0,0,2.023
El Salvador,3,0,0,0
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,0
Estonia,2,42.215,3.015,156.799
Eswatini,3,0,0,11.205
Ethiopia,3,0,0,3.297
Fiji,3,0,0,0
Finland,3,11.731,2.707,52.881
France,0,421.473,62.506,643.109
Gabon,3,0,0,9.435
Gambia,3,0,0,0.414
Georgia,1,0,0,575.307
Germany,1,0,0,375.728
Ghana,3,0,0,14.257
Greece,2,0,0,253.86
Grenada,3,0,0,8.887
Guatemala,3,0,0,37.063
Guinea,3,0,0,8.985
Guinea-Bissau,3,0,0,0.508
Guyana,2,0,0,100.437
Haiti,3,0,0,3.771
Honduras,3,0,0,44.02
Hungary,0,504.226,0,436.734
Iceland,2,208.059,0,93.773
India,3,0,0,36.384
Indonesia,3,0,0,12.27
International,3,0,0,0
Iran,2,0,0,100.627
Iraq,2,0,0,88.856
Ireland,2,63.794,8.101,88.096
Israel,2,0,0,88.845
Italy,0,403.693,37.908,505.244
Jamaica,3,0,0,10.131
Japan,3,0,0,4.894
Jordan,1,0,0,456.526
Kazakhstan,3,0,0,37.333
Kenya,3,0,0,27.784
Kosovo,1,0,0,282.496
Kuwait,2,0,0,178.665
Kyrgyzstan,2,0,0,82.003
Laos,3,0,0,0
Latvia,2,127.24,0,165.942
Lebanon,1,0,0,276.612
Lesotho,3,0,0,0.934
Liberia,3,0,0,0.395
Libya,2,0,0,130.834
Liechtenstein,0,0,0,734.195
Lithuania,2,0,0,234.729
Luxembourg,0,343.464,57.51,1134.229
Madagascar,3,0,0,0
Malawi,3,0,0,0
Malaysia,3,0,0,31.885
Maldives,3,0,0,48.1
Mali,3,0,0,1.235
Malta,2,0,0,190.244
Marshall Islands,3,0,0,0
Mauritania,3,0,0,4.301
Mauritius,3,0,0,0.786
Mexico,3,0,0,40.525
Moldova,2,0,0,252.853
Monaco,1,0,0,382.224
