country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,0,0,0,20.088
Albania,0,0,0,2.78
Algeria,0,0,0,4.447
Andorra,0,0,0,0
Angola,0,0,0,0.03
Antigua and Barbuda,0,0,0,0
Argentina,0,0,0,15.577
Armenia,3,0,0,126.213
Australia,0,0,0,0.588
Austria,0,12.88,3.109,5.552
Azerbaijan,0,0,0,12.526
Bahamas,0,0,0,7.629
Bahrain,3,0,0,228.023
Bangladesh,0,0,0,11.373
Barbados,0,0,0,6.96
Belarus,3,0,0,99.584
Belgium,2,111.824,22.089,25.799
Belize,0,0,0,0
Benin,0,0,0,0
Bhutan,0,0,0,3.888
Bolivia,0,0,0,28.784
Bosnia and Herzegovina,0,0,0,5.791
Botswana,0,0,0,0
Brazil,3,0,0,77.663
Brunei,0,0,0,0
Bulgaria,0,37.131,4.174,5.181
Burkina Faso,0,0,0,0
Burundi,0,0,0,0
Cambodia,0,0,0,0.06
Cameroon,0,0,0,0
Canada,0,0,0,31.901
Cape Verde,0,0,0,16.187
Central African Republic,0,0,0,15.115
Chad,0,0,0,2.253
Chile,1,0,0,514.851
China,0,0,0,0.002
Colombia,0,0,0,20.557
Comoros,0,0,0,0
Congo,0,0,0,3.262
Costa Rica,0,0,0,1.374
Cote d'Ivoire,0,0,0,0.948
Croatia,0,20.462,0,0
Cuba,0,0,0,1.324
Cyprus,0,0,0,0
Czechia,0,8.684,2.148,7.19
Democratic Republic of Congo,0,0,0,0.893
Denmark,0,20.372,3.28,10.186
Djibouti,0,0,0,0
Dominica,0,0,0,0
Dominican Republic,0,0,0,39.916
Ecuador,0,0,0,24.372
Egypt,0,0,0,7.104
El Salvador,0,0,0,14.492
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,0,30.154,3.015,10.554
Eswatini,0,0,0,11.205
Ethiopia,0,0,0,0.531
Fiji,0,0,0,0
Finland,0,18.77,3.79,5.595
France,2,262.312,24.941,5.209
Gabon,3,0,0,92.554
Gambia,0,0,0,0
Georgia,0,0,0,1.253
Germany,0,0,0,3.294
Ghana,0,0,0,4.216
Greece,0,0,0,0.192
Grenada,0,0,0,0
Guatemala,0,0,0,17.359
Guinea,0,0,0,8.3
Guinea-Bissau,0,0,0,0
Guyana,0,0,0,0
Haiti,0,0,0,4.648
Honduras,0,0,0,0
Hungary,0,47.824,0,3.623
Iceland,0,0,0,2.93
India,0,0,0,4.804
Indonesia,0,0,0,3.47
International,0,0,0,0
Iran,0,0,0,22.252
Iraq,0,0,0,7.657
Ireland,2,61.363,10.328,15.391
Israel,0,0,0,0.578
Italy,2,153.27,9.461,11.065
Jamaica,0,0,0,2.026
Japan,0,0,0,0.198
Jordan,0,0,0,0.392
Kazakhstan,0,0,0,0
Kenya,0,0,0,0.577
Kosovo,0,0,0,10.865
Kuwait,3,0,0,210.745
Kyrgyzstan,0,0,0,2.299
Laos,0,0,0,0
Latvia,0,12.724,0,8.483
Lebanon,0,0,0,1.612
Lesotho,0,0,0,0
Liberia,0,0,0,1.186
Libya,0,0,0,0.437
Liechtenstein,0,0,0,0
Lithuania,0,0,0,4.408
Luxembourg,0,54.315,11.183,14.378
Madagascar,0,0,0,1.445
Malawi,0,0,0,0
Malaysia,0,0,0,1.483
Maldives,3,0,0,72.15
Mali,0,0,0,2.272
Malta,0,0,0,20.383
Marshall Islands,0,0,0,0
Mauritania,0,0,0,5.807
Mauritius,0,0,0,0
Mexico,0,0,0,25.82
Moldova,0,0,0,36.441
Monaco,0,0,0,25.482
Mongolia,0,0,0,0
Montenegro,0,0,0,0
Morocco,0,0,0,2.005
Mozambique,0,0,0,0.128
Myanmar,0,0,0,0.037
Namibia,0,0,0,0.394
Nepal,0,0,0,2.334
Netherlands,0,0,13.189,10.33
New Zealand,0,0,0,0
Nicaragua,0,0,0,0
Niger,0,0,0,0.248
Nigeria,0,0,0,1.286
North Macedonia,0,0,0,9.6
Norway,0,6.456,0,2.582
Oman,3,0,0,90.667
Pakistan,0,0,0,9.797
Palestine,0,0,0,0
Panama,3,0,0,71.846
Papua New Guinea,0,0,0,0
Paraguay,0,0,0,1.682
Peru,3,0,0,123.014
Philippines,0,0,0,1.643
Poland,2,60.005,0,8.244
Portugal,0,53.939,7.846,26.577
Qatar,1,0,0,601.168
Romania,0,0,10.188,7.537
Russia,3,0,0,64.645
Rwanda,0,0,0,0.309
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,3,0,0,117.862
Sao Tome and Principe,0,0,0,0
Saudi Arabia,3,0,0,70.144
Senegal,0,0,0,4.001
Serbia,0,0,0,9.993
Seychelles,0,0,0,0
Sierra Leone,0,0,0,1.88
Singapore,3,0,0,109.737
Slovakia,0,1.648,0,0.183
Slovenia,0,8.658,1.443,0
Solomon Islands,0,0,0,0
Somalia,0,0,0,0
South Africa,0,0,0,20.537
South Korea,0,0,0,0.488
South Sudan,0,0,0,8.219
Spain,0,0,0,9.967
Sri Lanka,0,0,0,0.981
Sudan,0,0,0,5.701
Suriname,0,0,0,0
Sweden,0,0,0,39.904
Switzerland,0,0,0,2.08
Syria,0,0,0,0.629
Taiwan,0,0,0,0
Tajikistan,0,0,0,19.607
Tanzania,0,0,0,0
Thailand,0,0,0,0.043
Timor,0,0,0,0
Togo,0,0,0,1.208
Trinidad and Tobago,0,0,0,0
Tunisia,0,0,0,0
Turkey,0,0,0,14.062
Uganda,0,0,0,0.503
Ukraine,0,0,0,9.878
United Arab Emirates,3,0,0,82.1
United Kingdom,2,116.106,13.641,22.214
United States,2,116.558,26.383,63.755
Uruguay,0,0,0,3.167
Uzbekistan,0,0,0,2.599
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,0,0,0,2.321
Vietnam,0,0,0,0.01
Yemen,0,0,0,0.101
Zambia,0,0,0,0
Zimbabwe,0,0,0,0.336
