country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,2,0,0,0.539
Albania,2,0,0,5.907
Algeria,2,0,0,2.372
Andorra,3,0,0,245.907
Angola,2,0,0,0.061
Antigua and Barbuda,2,0,0,0
Argentina,2,0,0,1.925
Armenia,2,0,0,9.449
Australia,2,0,0,4.51
Austria,0,92.046,29.646,33.643
Azerbaijan,2,0,0,10.356
Bahamas,2,0,0,17.8
Bahrain,2,0,0,7.052
Bangladesh,2,0,0,0.328
Barbados,2,0,0,0
Belarus,2,0,0,21.695
Belgium,1,484.572,110.875,104.318
Belize,2,0,0,2.515
Benin,2,0,0,0
Bhutan,2,0,0,0
Bolivia,2,0,0,1.371
Bosnia and Herzegovina,2,0,0,12.192
Botswana,2,0,0,0
Brazil,2,0,0,10.049
Brunei,2,0,0,0
Bulgaria,2,33.533,3.886,2.303
Burkina Faso,2,0,0,1.435
Burundi,2,0,0,0
Cambodia,2,0,0,0.12
Cameroon,2,0,0,2.712
Canada,2,0,0,33.623
Cape Verde,2,0,0,0
Central African Republic,2,0,0,0
Chad,2,0,0,0
Chile,2,0,0,22.494
China,2,0,0,0.063
Colombia,2,0,0,5.385
Comoros,2,0,0,0
Congo,2,0,0,0
Costa Rica,2,0,0,3.73
Cote d'Ivoire,2,0,0,1.327
Croatia,2,0,0,14.859
Cuba,2,0,0,5.386
Cyprus,2,0,0,36.534
Czechia,2,39.406,8.778,27.547
Democratic Republic of Congo,2,0,0,0
Denmark,0,78.209,21.926,57.146
Djibouti,2,0,0,45.546
Dominica,2,0,0,0
Dominican Republic,2,0,0,14.288
Ecuador,2,0,0,39.846
Egypt,2,0,0,1.075
El Salvador,2,0,0,2.313
Equatorial Guinea,2,0,0,1.426
Eritrea,2,0,0,0.564
Estonia,0,97.999,6.785,27.138
Eswatini,2,0,0,1.724
Ethiopia,2,0,0,0.026
Fiji,2,0,0,0
Finland,0,43.135,14.8,32.306
France,1,462.929,107.532,59.657
Gabon,2,0,0,1.797
Gambia,2,0,0,0
Georgia,2,0,0,3.76
Germany,2,0,0,67.232
Ghana,2,0,0,0.837
Greece,2,0,0,4.989
Grenada,2,0,0,0
Guatemala,2,0,0,0.558
Guinea,2,0,0,1.523
Guinea-Bissau,2,0,0,0
Guyana,2,0,0,5.085
Haiti,2,0,0,0.175
Honduras,2,0,0,0.707
Hungary,0,76.912,0,8.074
Iceland,0,117.216,32.234,87.912
India,2,0,0,0.438
Indonesia,2,0,0,0.797
International,2,0,0,0
Iran,2,0,0,23.776
Iraq,2,0,0,1.989
Ireland,0,169.509,29.568,73.92
Israel,2,0,0,39.05
Italy,1,532.204,61.08,63.445
Jamaica,2,0,0,0
Japan,2,0,0,4.23
Jordan,2,0,0,0.49
Kazakhstan,2,0,0,1.598
Kenya,2,0,0,0.13
Kosovo,2,0,0,9.83
Kuwait,2,0,0,26.226
Kyrgyzstan,2,0,0,6.438
Laos,2,0,0,0.137
Latvia,2,20.676,0,15.375
Lebanon,2,0,0,4.102
Lesotho,2,0,0,0
Liberia,2,0,0,3.361
Libya,2,0,0,0.146
Liechtenstein,2,0,0,0
Lithuania,2,0,0,11.755
Luxembourg,1,321.099,52.718,102.24
Madagascar,2,0,0,0.181
Malawi,2,0,0,0
Malaysia,2,0,0,4.82
Maldives,2,0,0,0
Mali,2,0,0,0.148
Malta,2,20.383,11.324,13.589
Marshall Islands,2,0,0,0
Mauritania,2,0,0,0
Mauritius,2,0,0,3.932
Mexico,2,0,0,3.071
Moldova,2,0,0,29.252
Monaco,2,0,0,50.963
Mongolia,2,0,0,0.305
Montenegro,2,0,0,11.145
Morocco,2,0,0,2.465
Mozambique,2,0,0,0.224
Myanmar,2,0,0,0
Namibia,2,0,0,0
Nepal,2,0,0,0
Netherlands,2,0,75.11,56.785
New Zealand,2,0,0,10.369
Nicaragua,2,0,0,0
Niger,2,0,0,2.644
Nigeria,2,0,0,0.107
North Macedonia,2,0,0,8.64
Norway,2,46.115,0,0
Oman,2,0,0,9.4
Pakistan,2,0,0,1.023
Palestine,2,0,0,0.392
Panama,2,0,0,34.533
Papua New Guinea,2,0,0,0
Paraguay,2,0,0,0.561
Peru,2,0,0,42.097
Philippines,2,0,0,0.967
Poland,0,64.074,0,9.433
Portugal,0,118.764,24.027,68.552
Qatar,2,0,0,53.105
Romania,2,0,8.421,17.882
Russia,2,0,0,8.052
Rwanda,2,0,0,0.386
Saint Kitts and Nevis,2,0,0,0
Saint Lucia,2,0,0,0
Saint Vincent and the Grenadines,2,0,0,0
Samoa,2,0,0,0
San Marino,2,0,0,0
Sao Tome and Principe,2,0,0,0
Saudi Arabia,2,0,0,3.935
Senegal,2,0,0,0.418
Serbia,2,0,0,32.184
Seychelles,2,0,0,0
Sierra Leone,2,0,0,0.125
Singapore,2,0,0,24.272
Slovakia,2,0,0,18.499
Slovenia,0,53.393,16.836,15.393
Solomon Islands,2,0,0,0
Somalia,2,0,0,0.252
South Africa,2,0,0,1.619
South Korea,2,0,0,1.034
South Sudan,2,0,0,0
Spain,3,0,0,134.275
Sri Lanka,2,0,0,0.187
Sudan,2,0,0,0
Suriname,2,0,0,0
Sweden,2,0,0,64.856
Switzerland,0,0,0,118.665
Syria,2,0,0,0
Taiwan,2,0,0,0.126
Tajikistan,2,0,0,0
Tanzania,2,0,0,0.017
Thailand,2,0,0,1.59
Timor,2,0,0,0
Togo,2,0,0,0.604
Trinidad and Tobago,2,0,0,0
Tunisia,2,0,0,0.423
Turkey,2,0,0,48.815
Uganda,2,0,0,0.022
Ukraine,2,0,0,4.71
United Arab Emirates,2,0,0,30.332
United Kingdom,1,285.287,43.706,76.054
United States,0,137.506,31.229,97.265
Uruguay,2,0,0,9.212
Uzbekistan,2,0,0,0.747
Vanuatu,2,0,0,0
Vatican,3,0,0,1236.094
Venezuela,2,0,0,0.07
Vietnam,2,0,0,0.021
Yemen,2,0,0,0
