country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,3,0,0,14.899
Albania,3,0,0,9.035
Algeria,3,0,0,3.193
Andorra,3,0,0,0
Angola,3,0,0,0.091
Antigua and Barbuda,3,0,0,0
Argentina,3,0,0,17.015
Armenia,2,0,0,149.161
Australia,3,0,0,0.588
Austria,3,8.549,3.331,4.108
Azerbaijan,3,0,0,18.838
Bahamas,3,0,0,2.543
Bahrain,1,0,0,211.568
Bangladesh,3,0,0,12.32
Barbados,3,0,0,0
Belarus,2,0,0,95.457
Belgium,0,81.021,16.135,22.175
Belize,3,0,0,0
Benin,3,0,0,0
Bhutan,3,0,0,3.888
Bolivia,2,0,0,53.028
Bosnia and Herzegovina,3,0,0,8.23
Botswana,3,0,0,0
Brazil,2,0,0,124.281
Brunei,3,0,0,0
Bulgaria,3,28.496,2.878,2.447
Burkina Faso,3,0,0,0.096
Burundi,3,0,0,0
Cambodia,3,0,0,0
Cameroon,3,0,0,0
Canada,3,0,0,26.151
Cape Verde,3,0,0,0
Central African Republic,3,0,0,10.974
Chad,3,0,0,0.67
Chile,1,0,0,243.458
China,3,0,0,0
Colombia,3,0,0,24.802
Comoros,3,0,0,0
Congo,3,0,0,0
Costa Rica,3,0,0,3.141
Cote d'Ivoire,3,0,0,3.222
Croatia,3,8.282,0,0.244
Cuba,3,0,0,0.795
Cyprus,3,0,0,2.283
Czechia,3,6.723,1.401,5.042
Democratic Republic of Congo,3,0,0,1.273
Denmark,3,18.991,3.453,5.525
Djibouti,1,0,0,219.635
Dominica,3,0,0,0
Dominican Republic,3,0,0,31.803
Ecuador,3,0,0,20.858
Egypt,3,0,0,11.013
El Salvador,3,0,0,13.105
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,0
Estonia,3,24.877,0.754,8.292
Eswatini,3,0,0,6.034
Ethiopia,3,0,0,0.87
Fiji,3,0,0,0
Finland,3,14.98,1.985,9.205
France,0,232.177,21.372,50.955
Gabon,2,0,0,50.321
Gambia,3,0,0,0
Georgia,3,0,0,0.752
Germany,3,0,0,8.021
Ghana,3,0,0,0
Greece,3,0,0,0.288
