country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,2,0,0,1.516
Albania,2,0,0,10.077
Algeria,2,0,0,2.212
Andorra,2,0,0,0
Angola,2,0,0,0
Antigua and Barbuda,2,0,0,0
Argentina,2,0,0,6.439
Armenia,2,0,0,16.873
Australia,2,0,0,0.392
Austria,1,56.404,18.764,8.549
Azerbaijan,2,0,0,2.959
Bahamas,2,0,0,17.8
Bahrain,1,0,0,111.661
Bangladesh,2,0,0,2.514
Barbados,2,0,0,3.48
Belarus,1,0,0,78.418
Belgium,0,375.767,83.696,78.346
Belize,2,0,0,0
Benin,2,0,0,0
Bhutan,2,0,0,1.296
Bolivia,2,0,0,8.053
Bosnia and Herzegovina,2,0,0,13.716
Botswana,2,0,0,0
Brazil,2,0,0,20.131
Brunei,2,0,0,0
Bulgaria,1,38.858,5.325,10.506
Burkina Faso,2,0,0,0.335
Burundi,2,0,0,0
Cambodia,2,0,0,0
Cameroon,2,0,0,6.442
Canada,2,0,0,43.347
Cape Verde,2,0,0,16.187
Central African Republic,2,0,0,0.414
Chad,2,0,0,0
Chile,2,0,0,26.993
China,2,0,0,0.011
Colombia,2,0,0,4.029
Comoros,2,0,0,0
Congo,2,0,0,0
Costa Rica,2,0,0,0.982
Cote d'Ivoire,2,0,0,1.971
Croatia,1,78.192,0,7.551
Cuba,2,0,0,4.061
Cyprus,2,0,0,5.708
Czechia,1,31.376,7.284,5.136
Democratic Republic of Congo,2,0,0,0.201
Denmark,1,55.074,12.776,28.141
Djibouti,2,0,0,12.146
Dominica,2,0,0,0
Dominican Republic,2,0,0,22.401
Ecuador,2,0,0,18.874
Egypt,2,0,0,2.267
El Salvador,2,0,0,2.004
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0
Estonia,1,81.415,8.292,24.877
Eswatini,2,0,0,0
Ethiopia,2,0,0,0
Fiji,2,0,0,0
Finland,1,37.179,10.829,27.975
France,0,446.016,76.095,35.589
Gabon,2,0,0,0.449
Gambia,2,0,0,0
Georgia,2,0,0,2.256
Germany,2,0,0,29.612
Ghana,2,0,0,0
Greece,2,0,0,5.277
Grenada,2,0,0,0
Guatemala,2,0,0,3.796
Guinea,2,0,0,7.691
Guinea-Bissau,2,0,0,0
Guyana,2,0,0,3.814
Haiti,2,0,0,0.877
Honduras,2,0,0,0.909
Hungary,1,87.989,0,12.008
Iceland,1,43.956,14.652,11.722
India,2,0,0,1.237
Indonesia,2,0,0,1.305
International,2,0,0,0
