country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,3,3.237,1.22,0
Albania,7,174.091,1.29,0
Algeria,1,15.279,1.5,0
Andorra,2,828.318,1.09,0
Angola,1,2.982,1.06,0
Antigua and Barbuda,3,0,0.32,0
Argentina,6,117.953,0.91,0
Armenia,2,733.995,1.01,0
Australia,0,0.275,0.84,0
Austria,2,658.754,1.32,50.964
Azerbaijan,7,164.017,1.26,0
Bahamas,3,0,0.73,0
Bahrain,6,112.836,0.88,0
Bangladesh,1,8.95,1.04,0
Barbados,0,0,0.84,0
Belarus,6,105.404,1.14,0
Belgium,2,571.287,0.75,126.838
Belize,7,251.496,1.15,0
Benin,5,0,0.95,0
Bhutan,1,0,0.92,0
Bolivia,1,4.112,0.86,0
Bosnia and Herzegovina,4,369.116,1.16,0
Botswana,0,0,0.73,0
Brazil,6,49.652,1.08,0
Brunei,5,0,0,0
Bulgaria,6,97.144,1.28,39.145
Burkina Faso,5,0.191,1,0
Burundi,5,0,0.8,0
Cambodia,5,0.12,0.92,0
Cameroon,0,2.976,0.93,0
Canada,6,104.499,1.19,0
Cape Verde,7,140.291,1.05,0
Central African Republic,5,0,0.63,0
Chad,1,0.244,0.95,0
Chile,6,82.705,0.99,0
China,1,0.03,1.02,0
Colombia,7,146.218,0.98,0
Comoros,3,0,0.64,0
Congo,0,0,0.56,0
Costa Rica,0,0,1.01,0
Cote d'Ivoire,5,0.72,0.95,0
Croatia,2,619.448,1.12,0
Cuba,1,2.649,0.92,0
Cyprus,7,132.435,1.18,0
Czechia,4,336.913,0.8,111.962
Democratic Republic of Congo,5,0.458,1.11,0
Denmark,7,154.173,1.14,5.179
Djibouti,0,3.036,1.03,0
Dominica,0,0,0,0
Dominican Republic,6,49.503,1.08,0
Ecuador,6,80.542,0.95,0
Egypt,1,2.335,1.16,0
El Salvador,0,0,1.13,0
Equatorial Guinea,3,0,0.48,0
Eritrea,1,0,0.42,0
Estonia,7,144.738,1.47,4.523
Eswatini,0,12.067,1.09,0
Ethiopia,0,4.123,0.9,0
Fiji,0,0,0,0
Finland,6,74.359,1.13,0
France,2,1921.361,1.07,69.354
Gabon,1,0,1.1,0
Gambia,0,0,0.66,0
Georgia,2,727.218,1.32,0
Germany,7,173.184,1.18,0
Ghana,0,6.372,1.16,0
Greece,7,181.233,1.29,0
Grenada,3,17.775,0,0
Guatemala,0,11.833,1.02,0
Guinea,5,1.066,1.09,0
Guinea-Bissau,3,0,0.38,0
Guyana,1,38.141,1.04,0
Haiti,0,0,0.86,0
Honduras,1,0,0.99,0
Hungary,4,483.73,1.29,0
Iceland,6,43.956,0.61,8.791
India,1,33.263,0.94,0
Indonesia,0,14.185,1.05,0
International,3,0,0,0
Iran,6,109.962,1.19,0
Iraq,6,62.9,0.93,0
Ireland,6,109.158,0.77,8.101
Israel,6,61.695,0.8,0
Italy,4,539.415,1.21,45.467
Jamaica,1,11.482,0.94,0
Japan,0,7.551,1.33,0
Jordan,4,442.903,1.23,0
Kazakhstan,6,47.878,1.38,0
Kenya,1,13.371,1.14,0
Kosovo,1,0,1.53,0
Kuwait,7,125.979,0.98,0
Kyrgyzstan,6,78.937,1.05,0
Laos,5,0,0,0
Latvia,6,113.986,1.3,0
Lebanon,7,166.876,1.09,0
Lesotho,0,0,0.8,0
Liberia,0,0,1.04,0
Libya,7,156.885,1.02,0
Liechtenstein,2,603.089,1.09,0
Lithuania,2,727.329,1.42,0
Luxembourg,0,0,1.21,63.9
Madagascar,0,4.045,0.38,0
Malawi,0,0.157,0.86,0
Malaysia,1,26.324,1.12,0
Maldives,8,44.4,1.02,0
Mali,0,1.481,1.15,0
Malta,7,231.01,1.04,0
Marshall Islands,3,0,0,0
Mauritania,5,1.29,1.42,0
Mauritius,5,0,0.72,0
Mexico,1,45.659,1.03,0
Moldova,7,166.338,1.13,0
Monaco,8,76.445,1.14,0
Mongolia,5,1.525,1.27,0
Montenegro,2,678.277,1.27,0
Morocco,7,124.517,1.13,0
Mozambique,0,6.111,1.06,0
Myanmar,1,18.912,1.03,0
Namibia,0,16.136,1,0
Nepal,6,96.682,0.92,0
Netherlands,4,332.597,0.83,37.876
New Zealand,5,0.829,0.89,0
Nicaragua,3,0,0.56,0
Niger,5,0.041,1.4,0
Nigeria,0,1.455,1.1,0
North Macedonia,4,469.429,1.2,0
Norway,6,90.201,1.25,0
Oman,7,190.537,1,0
Pakistan,0,7.47,1.3,0
Palestine,6,98.208,1.04,0
Panama,7,236.629,1.15,0
Papua New Guinea,0,0.224,0.7,0
Paraguay,6,90.851,1.01,0
Peru,6,76.035,0.96,0
Philippines,1,22.212,0.97,0
Poland,2,654.88,1.23,0
Portugal,2,567.242,1.25,37.071
Qatar,6,65.948,0.96,0
Romania,4,350.978,1.2,54.892
Russia,7,138.747,1.11,0
Rwanda,0,0.695,1.32,0
Saint Kitts and Nevis,3,0,0,0
Saint Lucia,8,43.566,0.76,0
Saint Vincent and the Grenadines,3,0,0,0
Samoa,3,0,0,0
San Marino,0,0,1.29,0
Sao Tome and Principe,3,0,0.81,0
Saudi Arabia,0,10.427,0.96,0
Senegal,0,0.896,0.95,0
Serbia,4,310.378,1.56,0
Seychelles,5,0,0.17,0
Sierra Leone,5,0,0.94,0
Singapore,0,0.342,1.02,0
Slovakia,4,334.82,1.04,0
Slovenia,4,428.585,1.05,84.178
Solomon Islands,0,0,0,0
Somalia,0,0,0.72,0
South Africa,0,23.133,1.03,0
South Korea,0,2.458,1.11,0
South Sudan,5,0,1.08,0
Spain,1,0,1.08,0
Sri Lanka,1,23.817,1.14,0
Sudan,5,3.352,1.38,0
Suriname,1,8.523,0.83,0
Sweden,0,0,1.51,0
Switzerland,1,0,1.17,0
Syria,0,3.886,1.1,0
Taiwan,5,0.168,1.2,0
Tajikistan,5,4.404,1,0
Tanzania,5,0,0,0
Thailand,0,0.043,1.01,0
Timor,5,0,0,0
Togo,0,3.986,1.05,0
Trinidad and Tobago,1,7.86,1.02,0
Tunisia,7,133.349,1.09,0
Turkey,1,29.832,1.1,0
Uganda,1,7.368,1.17,0
Ukraine,7,220.585,1.17,0
United Arab Emirates,6,112.331,0.97,0
United Kingdom,4,303.155,0.96,18.119
United States,4,332.402,1.26,33.906
Uruguay,0,21.015,1.2,0
Uzbekistan,0,10.846,0.93,0
Vanuatu,5,0,0,0
Vatican,3,0,0,0
Venezuela,1,6.506,0.9,0
Vietnam,0,0,1.3,0
Yemen,5,0,0.89,0
Zambia,0,2.502,0.9,0
Zimbabwe,1,2.22,1.22,0
