country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,7,1.336,1.41,0
Albania,7,4.517,0.96,0
Algeria,7,2.03,0.98,0
Andorra,8,478.871,0.75,0
Angola,4,0,0,0
Antigua and Barbuda,0,0,0,0
Argentina,4,3.695,1.3,0
Armenia,0,15.524,1.1,0
Australia,5,0.471,0.47,0
Austria,3,15.433,0.56,26.981
Azerbaijan,4,3.945,1.02,0
Bahamas,0,0,0,0
Bahrain,3,56.418,1.37,0
Bangladesh,4,0.844,2.54,0
Barbados,4,10.439,0,0
Belarus,0,37.251,2.02,0
Belgium,1,140.557,1.15,106.475
Belize,5,2.515,0,0
Benin,5,0,0,0
Bhutan,7,0,0,0
Bolivia,7,2.142,1.37,0
Bosnia and Herzegovina,2,19.203,1.17,0
Botswana,7,0,0,0
Brazil,5,6.892,1.64,0
Brunei,5,0,0.15,0
Bulgaria,5,2.015,1.12,5.181
Burkina Faso,7,0.622,0.96,0
Burundi,0,0,0,0
Cambodia,5,0.12,0.11,0
Cameroon,5,0,1.28,0
Canada,2,26.045,1.34,0
Cape Verde,7,0,0,0
Central African Republic,5,0,0,0
Chad,6,0.426,0,0
Chile,5,14.961,1.4,0
China,6,0.083,1.03,0
Colombia,7,1.317,1.34,0
Comoros,0,0,0,0
Congo,4,0,0,0
Costa Rica,5,3.533,0.87,0
Cote d'Ivoire,7,1.554,1.27,0
Croatia,2,16.077,0.92,0
Cuba,5,4.326,1.33,0
Cyprus,2,19.409,0.91,0
Czechia,5,14.941,0.76,9.338
Democratic Republic of Congo,7,0.123,1.12,0
Denmark,3,30.731,1.07,17.955
Djibouti,2,27.328,1.65,0
Dominica,7,0,0,0
Dominican Republic,2,19.174,1.41,0
Ecuador,4,11.846,1.45,0
Egypt,7,1.231,1.38,0
El Salvador,7,1.079,1.16,0
Equatorial Guinea,0,2.138,0,0
Eritrea,4,0,0,0
Estonia,5,3.769,0.86,6.785
Eswatini,4,1.724,0,0
Ethiopia,7,0.017,0,0
Fiji,7,0,0,0
Finland,5,12.453,1.14,13.897
France,8,411.331,1.4,102.859
Gabon,7,1.348,0,0
Gambia,7,0,0,0
Georgia,4,3.76,1.15,0
Germany,2,35.162,0.85,0
Ghana,7,5.085,1.43,0
Greece,7,3.166,0.89,0
Grenada,0,0,0,0
Guatemala,4,1.005,1.24,0
Guinea,7,0,1.14,0
Guinea-Bissau,0,0,0,0
Guyana,7,0,0,0
Haiti,4,0,0,0
Honduras,4,0.101,1.25,0
Hungary,5,10.352,1.37,0
Iceland,3,35.165,0.49,26.374
India,4,0.55,1.72,0
Indonesia,5,1.459,1.44,0
International,0,0,0,0
Iran,6,19.728,0.78,0
Iraq,4,0.845,0.81,0
Ireland,1,147.232,1.46,29.973
Israel,2,63.774,0.91,0
Italy,1,67.679,0.89,55.291
Jamaica,7,1.351,0,0
Japan,6,4.127,1.4,0
Jordan,4,0.784,0.67,0
Kazakhstan,4,4.58,1.48,0
Kenya,7,0.112,0.87,0
Kosovo,2,17.074,1.27,0
Kuwait,2,18.733,1.41,0
Kyrgyzstan,4,5.824,1.21,0
Laos,4,0.137,0,0
Latvia,5,11.133,0.91,0
Lebanon,7,1.612,0.98,0
Lesotho,4,0,0,0
Liberia,7,0.395,0,0
Libya,7,0.146,0,0
Liechtenstein,0,0,0,0
Lithuania,7,9.918,0.94,0
Luxembourg,3,17.573,0.72,49.523
Madagascar,4,0.144,0.53,0
Malawi,6,0.052,0,0
Malaysia,5,4.727,0.93,0
Maldives,0,1.85,0,0
Mali,5,0.889,0,0
Malta,0,18.118,0.9,9.059
Marshall Islands,0,0,0,0
Mauritania,5,0,0,0
Mauritius,7,3.932,0.49,0
Mexico,7,3.428,1.61,0
Moldova,2,25.285,1.36,0
Monaco,2,25.482,0,0
Mongolia,5,0,0,0
Montenegro,0,14.33,0.58,0
Morocco,4,3.143,1.39,0
Mozambique,6,0.032,0,0
Myanmar,7,0.055,0,0
Namibia,5,0,0,0
Nepal,4,0.103,0,0
Netherlands,1,68.574,1.07,72.134
New Zealand,4,3.733,0.64,0
Nicaragua,0,0.151,0,0
Niger,5,1.57,0.97,0
Nigeria,7,0.024,1.39,0
North Macedonia,0,32.639,1.24,0
Norway,2,21.397,0.74,0
Oman,4,10.379,1.31,0
Pakistan,4,1.204,1.44,0
