country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,2,0,0,0
Albania,1,0,0,0
Algeria,1,0.114,0,0
Andorra,7,0,0,0
Angola,1,0,0,0
Antigua and Barbuda,7,0,0,0
Argentina,6,0.022,0,0
Armenia,7,0,0,0
Australia,2,0.196,0,0
Austria,6,1.554,0,0
Azerbaijan,2,0,0,0
Bahamas,7,0,0,0
Bahrain,2,2.938,0,0
Bangladesh,6,0,0,0
Barbados,6,0,0,0
Belarus,7,0,0,0
Belgium,6,5.091,0,0
Belize,6,0,0,0
Benin,6,0,0,0
Bhutan,2,1.296,0,0
Bolivia,0,0,0,0
Bosnia and Herzegovina,6,0,0,0
Botswana,6,0,0,0
Brazil,6,0.042,0,0
Brunei,2,0,0,0
Bulgaria,2,0,0,0
Burkina Faso,7,0,0,0
Burundi,6,0,0,0
Cambodia,7,0,0,0
Cameroon,7,0.038,0,0
Canada,4,0.318,0,0
Cape Verde,2,0,0,0
Central African Republic,7,0,0,0
Chad,7,0,0,0
Chile,7,0,0,0
China,0,0.106,0.24,0
Colombia,6,0.02,0,0
Comoros,7,0,0,0
Congo,1,0,0,0
Costa Rica,6,0.196,0,0
Cote d'Ivoire,7,0,0,0
Croatia,6,0.244,0,0
Cuba,6,0,0,0
Cyprus,6,0,0,0
Czechia,2,0.56,0,0
Democratic Republic of Congo,1,0,0,0
Denmark,2,2.244,0,0
Djibouti,7,0,0,0
Dominica,7,0,0,0
Dominican Republic,6,0.092,0,0
Ecuador,1,0,0,0
Egypt,4,0.117,0,0
El Salvador,2,0,0,0
Equatorial Guinea,7,0,0,0
Eritrea,7,0,0,0
Estonia,5,5.277,0,0
Eswatini,6,0,0,0
Ethiopia,7,0,0,0
Fiji,2,0,0,0
Finland,2,0.541,0,0
France,0,4.228,2.58,0.597
Gabon,6,0,0,0
Gambia,6,0,0,0
Georgia,0,0,0,0
Germany,2,2.244,3.01,0
Ghana,7,0,0,0
Greece,2,1.343,0,0
Grenada,7,0,0,0
Guatemala,2,0,0,0
Guinea,6,0,0,0
Guinea-Bissau,7,0,0,0
Guyana,6,0,0,0
Haiti,1,0,0,0
Honduras,6,0,0,0
Hungary,6,0,0,0
Iceland,8,26.374,0,0
India,2,0.001,0,0
Indonesia,2,0.007,0,0
International,7,0,0,0
Iran,0,14.692,2.88,0
Iraq,0,0.124,0,0
Ireland,6,2.43,0,0
Israel,2,1.849,0,0
Italy,0,12.868,2.55,7.641
Jamaica,2,0,0,0
Japan,0,0.435,1.63,0
Jordan,6,0,0,0
Kazakhstan,1,0,0,0
Kenya,6,0,0,0
Kosovo,7,0,0,0
Kuwait,2,0,0,0
Kyrgyzstan,2,0,0,0
Laos,7,0,0,0
Latvia,1,0,0,0
Lebanon,2,0.879,0,0
Lesotho,6,0,0,0
Liberia,1,0,0,0
Libya,1,0,0,0
Liechtenstein,7,0,0,0
Lithuania,6,0,0,0
Luxembourg,6,1.598,0,0
Madagascar,7,0,0,0
Malawi,1,0,0,0
Malaysia,2,1.02,0,0
Maldives,7,0,0,0
Mali,7,0,0,0
Malta,7,0,0,0
Marshall Islands,7,0,0,0
Mauritania,1,0,0,0
Mauritius,7,0,0,0
Mexico,7,0.008,0,0
Moldova,1,0,0,0
Monaco,2,0,0,0
Mongolia,0,0,0,0
Montenegro,7,0,0,0
Morocco,1,0,0,0
Mozambique,1,0,0,0
Myanmar,7,0,0,0
Namibia,7,0,0,0
Nepal,2,0,0,0
Netherlands,3,2.685,0,1.284
New Zealand,2,0.207,0,0
Nicaragua,1,0,0,0
Niger,7,0,0,0
Nigeria,6,0,0,0
North Macedonia,4,0.96,0,0
Norway,6,3.874,0,0
Oman,2,0,0,0
Pakistan,2,0,0,0
Palestine,0,0.588,0,0
Panama,1,0,0,0
Papua New Guinea,6,0,0,0
Paraguay,1,0,0,0
Peru,6,0.03,0,0
Philippines,2,0.018,0,0
Poland,6,0.106,0,0
Portugal,6,0.49,0,0
Qatar,6,0,0,0
Romania,6,0.156,0,0
Russia,2,0.062,0,0
Rwanda,6,0,0,0
Saint Kitts and Nevis,7,0,0,0
Saint Lucia,7,0,0,0
Saint Vincent and the Grenadines,7,0,0,0
Samoa,7,0,0,0
San Marino,2,0,0,0
Sao Tome and Principe,7,0,0,0
Saudi Arabia,6,0,0,0
Senegal,7,0,0,0
Serbia,6,0.147,0,0
Seychelles,6,0,0,0
Sierra Leone,7,0,0,0
Singapore,2,2.222,0.87,0
Slovakia,6,0.183,0,0
Slovenia,6,2.405,0,0
Solomon Islands,1,0,0,0
Somalia,7,0,0,0
South Africa,6,0,0,0
South Korea,0,9.85,1.04,0
South Sudan,1,0,0,0
Spain,6,3.016,2.56,0
Sri Lanka,6,0,0,0
Sudan,1,0,0,0
Suriname,7,0,0,0
Sweden,5,5.842,0,0
Switzerland,2,11.555,2.87,0
Syria,7,0,0,0
Taiwan,2,0.042,0,0
Tajikistan,6,0,0,0
Tanzania,7,0,0,0
Thailand,6,0.014,0,0
Timor,6,0,0,0
Togo,4,0.121,0,0
Trinidad and Tobago,6,0,0,0
Tunisia,6,0,0,0
Turkey,2,0,0,0
Uganda,6,0,0,0
Ukraine,6,0,0,0
United Arab Emirates,6,0,0,0
United Kingdom,6,1.164,2.19,0
United States,2,0.16,3.6,0
Uruguay,7,0,0,0
Uzbekistan,6,0,0,0
Vanuatu,7,0,0,0
Vatican,8,1236.094,0,0
Venezuela,6,0,0,0
Vietnam,0,0,0,0
Yemen,7,0,0,0
Zambia,6,0,0,0
Zimbabwe,1,0,0,0
