country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,0,0.514,0.98,0
Albania,5,46.911,1.04,0
Algeria,4,6.796,0.84,0
Andorra,1,0,1.45,0
Angola,4,1.795,1.13,0
Antigua and Barbuda,0,0,0,0
Argentina,3,219.578,1.1,0
Armenia,6,63.444,1.03,0
Australia,4,2.784,0.6,0
Austria,6,39.75,1.23,3.109
Azerbaijan,4,15.879,0.98,0
Bahamas,3,228.863,1.01,0
Bahrain,3,397.277,1.05,0
Bangladesh,4,11.84,0.89,0
Barbados,2,0,0.71,0
Belarus,0,18.837,1.11,0
Belgium,5,56.171,1.16,4.573
Belize,5,105.628,1.16,0
Benin,2,1.567,0.94,0
Bhutan,4,0,0.76,0
Bolivia,5,56.626,0.86,0
Bosnia and Herzegovina,5,90.526,1.16,0
Botswana,1,0,0.78,0
Brazil,8,146.778,0.94,0
Brunei,2,0,0,0
Bulgaria,2,13.816,0.99,8.203
Burkina Faso,1,0,1,0
Burundi,0,0.757,0.73,0
Cambodia,1,0,0.23,0
Cameroon,1,0,1,0
Canada,4,9.803,1.19,0
Cape Verde,8,134.895,1.08,0
Central African Republic,1,0,0.61,0
Chad,1,0.67,1.03,0
Chile,5,102.792,0.99,0
China,1,0.012,0.72,0
Colombia,8,164.947,0.92,0
Comoros,0,4.6,0.65,0
Congo,1,0,0.57,0
Costa Rica,3,243.418,1.12,0
Cote d'Ivoire,2,7.696,0.96,0
Croatia,5,75.756,1.05,0
Cuba,4,2.825,0.99,0
Cyprus,1,5.708,0.77,0
Czechia,6,46.97,1.48,4.856
Democratic Republic of Congo,1,0.324,1.06,0
Denmark,7,32.63,1.29,0.518
Djibouti,1,0,0.68,0
Dominica,6,27.781,0,0
Dominican Republic,3,197.918,1.06,0
Ecuador,5,49.311,1.08,0
Egypt,1,1.27,0.96,0
El Salvador,4,16.497,1.02,0
Equatorial Guinea,0,0,0.47,0
Eritrea,4,0,0.25,0
Estonia,6,26.384,1.33,0
Eswatini,7,33.616,0.86,0
Ethiopia,4,8.263,0.85,0
Fiji,1,2.231,0,0
Finland,2,6.497,1.26,0
France,1,0,1.28,7.292
Gabon,4,0,1.03,0
Gambia,4,12.414,0.81,0
Georgia,4,6.267,1.7,0
Germany,1,9.25,1.06,0
Ghana,1,0,0.98,0
Greece,7,17.845,1.1,0
Grenada,0,0,0,0
Guatemala,4,24.615,0.98,0
Guinea,1,0,1.08,0
Guinea-Bissau,0,0,0.54,0
Guyana,5,73.739,1.19,0
Haiti,0,0.877,0.93,0
Honduras,5,55.934,1.03,0
Hong Kong,4,0,0,0
Hungary,5,52.793,2.01,0
Iceland,1,2.93,0.97,0
India,5,65.675,1.09,0
Indonesia,1,11.436,1.15,0
International,0,0,0,0
Iran,7,22.55,0.98,0
Iraq,8,115.458,1.07,0
Ireland,5,46.782,1.26,1.418
Israel,8,173.877,1.3,0
Italy,7,28.018,1.19,2.001
Jamaica,4,20.262,1.29,0
Japan,2,4.752,0.79,0
Jordan,1,5.096,1.42,0
Kazakhstan,4,5.539,0.6,0
Kenya,4,2.529,0.74,0
Kosovo,5,60.535,0.85,0
Kuwait,8,168.596,1.13,0
Kyrgyzstan,4,14.408,0.77,0
Laos,2,0,0,0
Latvia,2,4.771,1.17,0
Lebanon,5,76.332,1.15,0
Lesotho,4,0,0.98,0
Liberia,1,0,0.93,0
Libya,5,94.451,1.19,0
Liechtenstein,0,0,0.18,0
Lithuania,2,13.224,1.15,0
Luxembourg,5,67.095,1.17,0
