country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,0,0.283,0,0
Albania,5,4.17,1.07,0
Algeria,4,0.958,1.59,0
Andorra,1,556.526,0.97,0
Angola,7,0,0,0
Antigua and Barbuda,8,0,0,0
Argentina,7,1.925,1.69,0
Armenia,8,13.161,1.42,0
Australia,6,13.059,1.7,0
Austria,2,83.052,1.57,0
Azerbaijan,4,4.241,1.76,0
Bahamas,8,2.543,0,0
Bahrain,4,4.702,1.31,0
Bangladesh,5,0.024,0,0
Barbados,6,20.879,0,0
Belarus,8,0.847,0,0
Belgium,2,90.512,1.99,68.078
Belize,0,0,0,0
Benin,3,0,0,0
Bhutan,5,1.296,0,0
Bolivia,5,1.542,0,0
Bosnia and Herzegovina,5,14.021,1.17,0
Botswana,0,0,0,0
Brazil,4,2.032,2.1,0
Brunei,0,2.286,0.24,0
Bulgaria,4,4.174,1.16,0
Burkina Faso,5,1.34,0.96,0
Burundi,8,0,0,0
Cambodia,0,0.179,0,0
Cameroon,0,0.603,0,0
Canada,6,16.957,2.18,0
Cape Verde,0,1.799,0,0
Central African Republic,4,0,0,0
Chad,3,0,0,0
Chile,6,15.903,2.04,0
China,5,0.08,0.93,0
Colombia,5,0.943,1.74,0
Comoros,8,0,0,0
Congo,8,0,0,0
Costa Rica,4,6.282,1.07,0
Cote d'Ivoire,5,0.19,0,0
Croatia,7,22.167,1.67,0
Cuba,0,1.148,0,0
Cyprus,5,18.267,1.18,0
Czechia,6,33.056,1.74,4.482
Democratic Republic of Congo,4,0,0,0
Denmark,6,30.558,1.35,18.818
Djibouti,7,1.012,0,0
Dominica,3,0,0,0
Dominican Republic,7,8.573,2,0
Ecuador,7,10.882,2.07,0
Egypt,5,0.401,1.46,0
El Salvador,7,0,0,0
Equatorial Guinea,8,0,0,0
Eritrea,4,0,0,0
Estonia,6,27.892,1.43,7.538
Eswatini,5,2.586,0,0
Ethiopia,0,0.035,0,0
Fiji,5,0,0,0
Finland,6,14.98,1.4,5.775
France,2,58.998,1.84,57.573
Gabon,0,0,0,0
Gambia,4,0,0,0
Georgia,7,1.003,0,0
Germany,2,82.749,1.75,0
Ghana,0,0.161,1.37,0
Greece,5,7.1,1.23,0
Grenada,8,0,0,0
Guatemala,7,0.167,0,0
Guinea,4,0.305,0,0
Guinea-Bissau,8,0,0,0
Guyana,3,0,0,0
Haiti,5,0,0,0
Honduras,7,1.615,0,0
Hungary,4,4.037,1.61,0
Iceland,1,257.875,1.34,17.582
India,7,0.116,2.04,0
Indonesia,3,0.559,1.7,0
International,8,0,0,0
Iran,6,34.836,1.88,0
Iraq,7,1.889,1.71,0
Ireland,2,61.161,1.91,13.771
Israel,2,50.026,1.75,0
Italy,2,97.731,1.21,61.725
Jamaica,4,0,0,0
Japan,3,0.901,1.9,0
Jordan,7,2.254,1,0
Kazakhstan,5,2.077,1.75,0
Kenya,5,0,0,0
Kosovo,7,7.761,0,0
Kuwait,5,3.981,1.33,0
Kyrgyzstan,7,2.146,0,0
Laos,3,0,0,0
Latvia,6,19.086,1.1,0
Lebanon,5,3.37,1.08,0
Lesotho,4,0,0,0
Liberia,4,0,0,0
Libya,7,0,0,0
Liechtenstein,8,0,0,0
Lithuania,6,21.673,1.32,0
Luxembourg,1,242.821,1.6,31.95
Madagascar,7,0.108,0,0
Malawi,0,0,0,0
Malaysia,4,4.017,1.42,0
Maldives,8,5.55,0,0
Mali,4,0.346,0,0
Malta,8,11.324,0.76,2.265
Marshall Islands,8,0,0,0
Mauritania,0,0,0,0
Mauritius,5,10.222,0,0
Mexico,0,1.024,1.84,0
Moldova,5,5.454,1.62,0
Monaco,1,229.334,0,0
Mongolia,0,0,0,0
Montenegro,8,20.699,0,0
Morocco,7,1.896,1.79,0
Mozambique,3,0,0,0
Myanmar,0,0.147,0,0
Namibia,0,0,0,0
Nepal,7,0.034,0,0
Netherlands,2,68.807,1.76,54.275
New Zealand,7,17.627,1.99,0
Nicaragua,8,0,0,0
Niger,0,0,0,0
Nigeria,0,0.024,0,0
North Macedonia,8,8.64,1.27,0
Norway,2,71.201,1.35,0
Oman,5,4.308,1.28,0
Pakistan,7,0.552,1.73,0
Palestine,7,1.372,0,0
Panama,6,26.884,1.91,0
Papua New Guinea,4,0,0,0
Paraguay,7,1.542,0,0
Peru,7,1.668,1.9,0
Philippines,7,0.876,2.15,0
Poland,0,4.439,1.91,0
Portugal,2,71.003,2.14,6.963
Qatar,5,4.512,1.13,0
Romania,5,13.671,2.04,0
Russia,4,1.343,2.51,0
Rwanda,7,0.309,0,0
Saint Kitts and Nevis,8,0,0,0
Saint Lucia,8,0,0,0
Saint Vincent and the Grenadines,8,0,0,0
Samoa,8,0,0,0
San Marino,1,441.982,0.98,0
Sao Tome and Principe,8,0,0,0
Saudi Arabia,7,2.643,1.79,0
Senegal,4,0.836,0.91,0
Serbia,7,10.728,2.07,0
Seychelles,3,0,0,0
Sierra Leone,3,0,0,0
Singapore,3,8.376,1.47,0
Slovakia,4,7.876,1.22,0
Slovenia,6,33.671,1.22,10.582
Solomon Islands,3,0,0,0
Somalia,0,0.063,0,0
South Africa,5,4.097,1.95,0
South Korea,4,1.775,0.85,0
South Sudan,0,0,0,0
Spain,1,169.672,1.73,0
Sri Lanka,7,0,0.83,0
Sudan,4,0,0,0
Suriname,0,0,0,0
Sweden,6,36.141,1.43,0
Switzerland,2,129.064,1.56,0
Syria,5,0,0,0
Taiwan,3,0.63,0.71,0
Tajikistan,3,0,0,0
Tanzania,3,0,0,0
Thailand,4,1.304,1.37,0
Timor,3,0,0,0
Togo,4,0.242,0,0
