country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,5,2.62,0.93,0
Albania,1,53.861,1.09,0
Algeria,2,9.373,0.87,0
Andorra,5,0,1.39,0
Angola,2,0.882,1.12,0
Antigua and Barbuda,3,0,0,0
Argentina,6,181.986,1.12,0
Armenia,7,88.754,0.9,0
Australia,2,6.706,0.68,0
Austria,1,38.528,1.36,2.332
Azerbaijan,2,13.709,1,0
Bahamas,6,200.891,1.23,0
Bahrain,6,207.454,1.02,0
Bangladesh,2,17.415,0.99,0
Barbados,5,3.48,0.78,0
Belarus,4,15.768,1.11,0
Belgium,1,60.313,1.02,7.075
Belize,0,130.778,1.18,0
Benin,5,0,0.94,0
Bhutan,2,7.776,0.73,0
Bolivia,0,86.953,0.92,0
Bosnia and Herzegovina,0,103.023,1.16,0
Botswana,5,0,0.78,0
Brazil,6,213.225,0.97,0
Brunei,4,0,0,0
Bulgaria,4,20.436,0.92,9.067
Burkina Faso,5,0.574,1,0
Burundi,3,0,0.72,0
Cambodia,5,0,0.25,0
Cameroon,5,5.199,1.01,0
Canada,2,5.75,1.08,0
Cape Verde,0,84.534,1.08,0
Central African Republic,5,0,0.59,0
Chad,2,0.061,0.97,0
Chile,0,94.789,0.96,0
China,2,0.028,0.6,0
Colombia,6,226.815,1,0
Comoros,3,12.65,0.66,0
Congo,2,0,0.59,0
Costa Rica,0,130.739,1.13,0
Cote d'Ivoire,4,0.644,0.92,0
Croatia,1,62.115,1.59,0
Cuba,2,7.328,1.11,0
Cyprus,5,11.417,1.03,0
Czechia,4,23.065,1.19,2.241
Democratic Republic of Congo,4,0.179,1.05,0
Denmark,5,20.2,1.18,0.173
Djibouti,5,0,0.4,0
Dominica,4,0,0,0
Dominican Republic,0,81.398,0.85,0
Ecuador,1,58.55,0.99,0
Egypt,5,1.085,0.83,0
El Salvador,8,38.081,1.03,0
Equatorial Guinea,3,0,0.4,0
Eritrea,2,0.564,0.25,0
Estonia,4,15.077,1.37,0
Eswatini,1,44.821,0.9,0
Ethiopia,2,15.466,1.4,0
Fiji,5,0,0,0
Finland,4,6.678,1.23,0
France,5,0,1.23,5.638
Gabon,2,0,1.04,0
Gambia,8,46.759,1.14,0
Georgia,5,2.256,1.01,0
Germany,5,18.93,1.18,0
Ghana,5,5.342,0.97,0
Greece,5,23.985,1.24,0
Grenada,3,0,0,0
Guatemala,8,61.511,1.01,0
Guinea,2,6.396,1.08,0
Guinea-Bissau,3,16.26,0.62,0
Guyana,0,88.995,1.31,0
Haiti,4,4.21,0.95,0
Honduras,8,52.602,1.05,0
Hungary,5,4.555,1.38,0
Iceland,5,14.652,1.06,0
India,8,49.927,1.09,0
Indonesia,5,8.284,1.07,0
International,3,0,0,0
Iran,8,27.133,0.96,0
Iraq,0,99.323,1.09,0
Ireland,8,26.125,1.28,1.215
Israel,6,171.797,1.02,0
Italy,5,13.893,1.51,1.125
Jamaica,8,33.095,1.63,0
Japan,4,9.267,0.91,0
Jordan,5,1.568,1.61,0
Kazakhstan,1,54.908,0.55,0
Kenya,2,7.922,0.77,0
Kosovo,0,81.748,0.9,0
