country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Afghanistan,5,1.618,1.4,0
Albania,2,4.865,1.08,0
Algeria,2,2.166,1.08,0
Andorra,1,116.482,0.64,0
Angola,2,0,0,0
Antigua and Barbuda,8,0,0,0
Argentina,2,1.792,1.25,0
Armenia,8,14.511,1.23,0
Australia,6,1.647,0.42,0
Austria,5,8.661,0.46,22.651
Azerbaijan,2,2.466,0.78,0
Bahamas,8,0,0,0
Bahrain,3,63.47,1.32,0
Bangladesh,2,1.894,1.97,0
Barbados,2,0,0,0
Belarus,7,53.972,1.65,0
Belgium,0,113.291,0.97,92.41
Belize,5,0,0,0
Benin,6,0,0,0
Bhutan,5,0,0,0
Bolivia,5,2.313,1.41,0
Bosnia and Herzegovina,2,5.182,1.16,0
Botswana,5,2.126,0,0
Brazil,6,9.39,1.54,0
Brunei,4,2.286,0.22,0
Bulgaria,6,2.303,1.24,5.181
Burkina Faso,5,0.526,0.95,0
Burundi,8,0,0,0
Cambodia,4,0,0.07,0
Cameroon,6,0,1.27,0
Canada,3,33.835,1.21,0
Cape Verde,5,5.396,0,0
Central African Republic,6,0,0,0
Chad,2,0,0,0
Chile,6,18.728,1.34,0
China,4,0.013,0.76,0
Colombia,5,3.361,1.3,0
Comoros,8,0,0,0
Congo,2,0,0.79,0
Costa Rica,5,0.982,0.8,0
Cote d'Ivoire,5,1.744,1.24,0
Croatia,2,9.5,0.65,0
Cuba,5,4.326,1.11,0
Cyprus,2,6.85,0.68,0
Czechia,6,13.073,0.76,7.564
Democratic Republic of Congo,5,0.223,1.13,0
Denmark,6,24.688,0.98,14.502
Djibouti,1,115.384,1.28,0
Dominica,5,0,0,0
Dominican Republic,3,31.803,1.27,0
Ecuador,3,25.279,1.14,0
Egypt,5,1.094,1.3,0
El Salvador,2,1.696,1.17,0
Equatorial Guinea,8,0,0,0
Eritrea,2,0,0,0
Estonia,5,12.061,0.76,10.554
Eswatini,5,0,0,0
Ethiopia,5,0.026,0.24,0
Fiji,2,0,0,0
Finland,6,18.409,1.05,12.273
France,0,75.452,1.16,86.467
Gabon,5,0.449,1.15,0
Gambia,5,0.414,0,0
Georgia,2,1.504,0.9,0
Germany,6,21.985,0.74,0
Ghana,6,6.694,1.42,0
Greece,5,0,0.87,0
Grenada,8,0,0,0
Guatemala,2,1.228,1.28,0
Guinea,5,4.645,1.14,0
Guinea-Bissau,8,2.033,0,0
Guyana,2,2.543,0,0
Haiti,2,0.263,0,0
Honduras,2,1.514,1.3,0
Hungary,5,8.488,1.1,0
Iceland,6,32.234,0.35,14.652
India,2,1.372,1.54,0
Indonesia,6,1.196,1.19,0
International,8,0,0,0
Iran,4,15.989,0.77,0
Iraq,2,0.646,0.9,0
Ireland,0,99.842,1.08,26.935
Israel,3,31.887,0.77,0
Italy,0,50.395,0.83,43.581
Jamaica,5,3.377,0.97,0
Japan,4,2.894,0.98,0
Jordan,2,0.392,0.73,0
Kazakhstan,2,3.249,1.39,0
Kenya,2,0.149,1.07,0
Kosovo,2,15.522,1.14,0
Kuwait,3,38.402,1.4,0
Kyrgyzstan,2,7.357,1.09,0
Laos,2,0,0,0
Latvia,6,7.952,0.91,0
Lebanon,5,0.147,0.98,0
Lesotho,2,0,0,0
Liberia,2,2.966,0,0
Libya,2,0.291,0,0
Liechtenstein,7,52.443,0,0
Lithuania,6,21.673,0.92,0
Luxembourg,0,20.768,0.64,47.925
Madagascar,2,0.036,0.59,0
Malawi,4,0,0,0
Malaysia,6,2.595,0.76,0
Maldives,7,31.45,0,0
Mali,6,0.395,1.09,0
Malta,8,2.265,0.57,2.265
Marshall Islands,8,0,0,0
Mauritania,5,0,0,0
Mauritius,5,2.359,0.35,0
Mexico,5,5.926,1.54,0
Moldova,3,23.302,1.18,0
Monaco,5,0,0,0
