country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,5,0,0,8.33
Albania,3,0,0,65.74
Algeria,3,0,0,68.52
Andorra,3,0,0,62.96
Angola,3,0,0,58.8
Antigua and Barbuda,5,0,0,0
Argentina,0,0.216,2.4,79.17
Armenia,5,0,0,0
Australia,6,0,3880.6,47.22
Austria,0,3.312,4.9,82.41
Azerbaijan,3,0,0,69.91
Bahamas,5,0,0,0
Bahrain,1,4.922,68.4,58.33
Bangladesh,0,0.084,7.2,80.09
Barbados,2,0,0,40.74
Belarus,2,0,18.3,22.22
Belgium,3,0.925,8.8,63.89
Belize,3,0,0,66.67
Benin,2,0,0,40.74
Bhutan,3,0,0,66.67
Bolivia,0,0.057,9.9,84.26
Bosnia and Herzegovina,2,0,0,48.15
Botswana,2,0,0,50.93
Brazil,3,0,0,54.17
Brunei,2,0,0,35.19
Bulgaria,2,0.825,2.5,48.15
Burkina Faso,2,0,0,22.22
Burundi,5,0,0,14.81
Cambodia,2,0,0,42.59
Cameroon,2,0,0,45.37
Canada,3,1.557,15.5,64.35
Cape Verde,0,0.459,6.1,71.3
Central African Republic,2,0,0,24.07
Chad,3,0,0,70.37
Chile,0,2.094,25,81.94
China,0,0,0,76.39
Colombia,3,0.53,0,65.74
Comoros,5,0,0,0
Congo,2,0,0,44.44
Costa Rica,3,0,0,55.56
Cote d'Ivoire,2,0.036,33.8,25
Croatia,2,2.245,2.9,41.67
Cuba,4,0.881,252.2,59.26
Cyprus,0,3.68,28.3,72.22
Czechia,3,0.675,4.4,69.44
Democratic Republic of Congo,2,0.002,5,22.22
Denmark,1,10.521,60.7,43.52
Djibouti,2,0,0,37.96
Dominica,2,0,0,34.26
Dominican Republic,3,0,7.2,64.81
Ecuador,3,0.365,0,52.78
Egypt,3,0,0,60.19
El Salvador,3,0,14.4,52.78
Equatorial Guinea,5,0,0,0
Eritrea,0,0,0,75
Estonia,2,2.807,18.6,37.96
Eswatini,2,0,0,48.15
Ethiopia,3,0.039,11,51.85
Fiji,2,0.09,0,49.07
