country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,1,0,0,8.33
Albania,3,0,0,50.93
Algeria,5,0,0,68.52
Andorra,5,0,0,62.96
Angola,3,0,0,60.19
Antigua and Barbuda,1,0,0,0
Argentina,5,0.561,2.4,79.17
Armenia,1,0,0,0
Australia,4,2.055,6200.8,52.31
Austria,5,3.505,4.3,75
Azerbaijan,5,0,0,64.35
Bahamas,1,0,0,0
Bahrain,0,6.086,52.2,58.33
Bangladesh,5,0.088,8.5,80.09
Barbados,6,0,0,40.74
Belarus,6,0,26.6,22.22
Belgium,5,2.743,4.7,65.74
Belize,5,0,0,66.67
Benin,6,0,0,40.74
Bhutan,5,0,0,66.67
Bolivia,5,0.085,9.2,84.26
Bosnia and Herzegovina,3,0,0,48.15
Botswana,3,0,0,56.48
Brazil,3,0,0,54.17
Brunei,6,0,0,35.19
Bulgaria,3,1.593,3,48.15
Burkina Faso,6,0,0,22.22
Burundi,1,0,0,14.81
Cambodia,6,0,0,39.81
Cameroon,3,0,0,45.37
Canada,3,1.384,13.3,60.65
Cape Verde,5,1.225,7.1,71.3
Central African Republic,6,0,0,24.07
Chad,5,0,0,70.37
Chile,5,1.159,24.5,81.94
China,5,0,0,63.43
Colombia,5,0.593,0,65.74
Comoros,1,0,0,0
Congo,3,0,0,47.22
Costa Rica,3,0,0,55.56
Cote d'Ivoire,0,0.029,63.1,25
Croatia,6,2.358,3.6,31.48
Cuba,7,0.724,210.8,59.26
Cyprus,5,3.757,17.6,69.44
Czechia,5,3.075,3.7,73.15
Democratic Republic of Congo,6,0.003,6.7,22.22
Denmark,0,13.12,66.7,54.63
Djibouti,3,0,0,43.52
Dominica,6,0,0,34.26
Dominican Republic,5,0,8.1,64.81
Ecuador,3,0.237,0,52.78
Egypt,3,0,0,60.19
El Salvador,3,0,15.2,52.78
Equatorial Guinea,1,0,0,0
Eritrea,5,0,0,82.41
Estonia,6,3.944,26.1,25.93
Eswatini,3,0,0,48.15
Ethiopia,3,0.045,12.4,51.85
Fiji,7,0,825.2,49.07
Finland,0,2.958,64.2,40.74
France,5,0.773,8.4,78.7
Gabon,5,0,0,66.67
Gambia,6,0,0,36.11
Georgia,5,0,0,64.81
Germany,5,0,0,64.81
Ghana,3,0.049,23.5,38.89
Greece,5,2.467,9.1,78.7
Grenada,1,0,0,0
Guatemala,3,0.305,6.8,49.54
Guinea,6,0,0,37.04
Guinea-Bissau,1,0,0,0
Guyana,5,0,0,72.22
Haiti,3,0,0,47.22
Honduras,5,0,0,87.04
Hungary,5,2.172,4.1,72.22
Iceland,0,2.535,46.3,52.78
India,5,0.836,24.3,61.57
Indonesia,3,0.138,7.8,50.46
International,1,0,0,0
Iran,5,0,3.9,68.06
Iraq,3,0.432,5.5,51.85
Ireland,5,2.185,27.7,81.48
Israel,0,4.677,51.6,65.74
Italy,5,3.732,6.2,79.63
Jamaica,5,0.185,13.3,67.59
Japan,3,0.266,20.2,38.89
Jordan,5,2.092,4.6,78.7
Kazakhstan,5,1.77,39.6,66.2
Kenya,5,0,6.2,62.96
Kosovo,5,0,0,74.07
Kuwait,5,1.594,8.6,62.96
Kyrgyzstan,3,0,0,56.02
Laos,6,0,0,33.33
Latvia,3,4.04,19.9,53.7
Lebanon,3,0,0,57.41
Lesotho,3,0,0,47.22
Liberia,3,0,0,57.41
Libya,5,0.524,4.2,79.63
Liechtenstein,1,0,0,0
Lithuania,5,4.547,7.6,62.96
Luxembourg,3,18.589,21.5,56.48
Madagascar,6,0,14.2,37.04
Malawi,7,0.024,172.3,50.93
Malaysia,5,0.593,17.6,80.09
Maldives,1,2.176,41.8,0
Mali,6,0,0,37.96
Malta,1,7.836,23.3,0
