country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,1,0,0,21.3
Albania,5,0,0,54.63
Algeria,2,0,0,75.93
Andorra,5,0,0,45.37
Angola,2,0,0,81.02
Antigua and Barbuda,1,0,0,0
Argentina,2,0.514,2,87.96
Armenia,1,0,0,0
Australia,0,2.784,607.7,75.46
Austria,3,1.631,45.8,35.19
Azerbaijan,2,0,0,85.19
Bahamas,1,0,0,0
Bahrain,5,5.872,20.7,60.19
Bangladesh,2,0.088,6.1,80.09
Barbados,5,0,0,38.89
Belarus,3,0,49.9,16.67
Belgium,6,2.072,51.5,52.78
Belize,2,0,0,72.22
Benin,5,0,0,41.67
Bhutan,2,0,0,92.13
Bolivia,2,0.208,2.8,84.26
Bosnia and Herzegovina,5,0,0,46.3
Botswana,5,0,0,52.78
Brazil,2,0,0,69.91
Brunei,5,0,0,37.96
Bulgaria,3,0.783,38,38.89
Burkina Faso,5,0,0,48.15
Burundi,1,0,0,11.11
Cambodia,5,0,0,44.44
Cameroon,5,0,0,57.41
Canada,6,1.289,93.4,64.35
Cape Verde,2,0.937,6.4,68.98
Central African Republic,5,0,0,54.63
Chad,5,0,0,64.81
Chile,2,1.425,16.6,81.94
China,5,0,0,55.09
Colombia,2,0.466,0,71.3
Comoros,1,0,0,0
Congo,5,0,0,62.04
Costa Rica,5,0.489,0,61.11
Cote d'Ivoire,3,0.035,11.8,38.43
Croatia,3,1.094,10.3,35.19
Cuba,6,0.517,92.6,86.11
Cyprus,0,2.453,579.4,50
Czechia,3,1.078,19.9,36.11
Democratic Republic of Congo,5,0.002,0,46.3
Denmark,7,6.7,325.6,50.93
Djibouti,5,0,0,50.93
Dominica,5,0,0,36.11
Dominican Republic,2,0.571,6.9,78.7
Ecuador,2,0.136,0,73.61
Egypt,5,0,0,62.96
El Salvador,2,0.381,24.1,80.56
Equatorial Guinea,1,0,0,0
Eritrea,2,0,0,86.11
Estonia,6,1.984,107.8,23.15
Eswatini,5,0,0,64.81
Ethiopia,2,0.181,15.8,80.56
Fiji,7,0,356.6,51.85
Finland,0,3.045,582.1,32.41
France,3,3.112,22.7,48.61
Gabon,2,0,0,66.67
Gambia,2,0,0,72.22
Georgia,5,0,0,57.41
Germany,5,0,0,57.87
Ghana,5,0.033,6.6,44.44
Greece,6,1.158,60.8,56.02
Grenada,1,0,0,0
Guatemala,2,0.163,4,87.04
Guinea,5,0,0,65.28
Guinea-Bissau,1,0,0,0
Guyana,2,0,0,73.15
Haiti,1,0,0,21.3
Honduras,2,0,0,82.41
Hong Kong,2,0,0,66.67
Hungary,3,0.778,23.5,50
Iceland,6,1.632,89.6,46.3
India,2,0.849,12.6,81.02
Indonesia,5,0.149,6.6,59.72
International,1,0,0,0
Iran,5,0.303,13,60.19
Iraq,2,0.573,5.3,84.26
Ireland,6,2.532,82.3,70.83
Israel,3,4.07,12.7,37.96
Italy,6,1.535,67.9,54.63
Jamaica,2,0.156,5.9,78.7
Japan,3,0.182,27.6,32.41
Jordan,5,0,0,63.89
Kazakhstan,2,0.881,19.1,75.93
Kenya,2,0.073,19.2,71.3
Kosovo,5,0,0,58.33
Kuwait,2,1.274,6.3,65.74
Kyrgyzstan,2,0,0,69.91
Laos,5,0,0,36.11
