country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,6,0,0,78.7
Albania,6,0,0,71.3
Algeria,6,0,0,76.85
Andorra,4,0,0,42.59
Angola,6,0,0,75.93
Antigua and Barbuda,1,0,0,0
Argentina,6,0.128,5.3,88.89
Armenia,1,0,0,0
Australia,2,0.673,3562,60.19
Austria,7,0.684,202.5,47.22
Azerbaijan,6,0,0,77.78
Bahamas,1,0,0,0
Bahrain,6,2.276,13.9,75
Bangladesh,0,0.089,4.8,62.96
Barbados,6,0,0,75
Belarus,4,0,14.4,16.67
Belgium,7,1.302,104.6,51.85
Belize,6,0,0,75.93
Benin,4,0,0,41.67
Bhutan,6,0,0,83.33
Bolivia,6,0.13,2.3,84.26
Bosnia and Herzegovina,0,0,0,54.63
Botswana,0,0,0,57.41
Brazil,6,0,0,77.31
Brunei,4,0,0,49.07
Bulgaria,0,0.202,25.1,44.44
Burkina Faso,4,0,0,45.37
Burundi,1,0,0,13.89
Cambodia,4,0,0,40.74
Cameroon,0,0,0,60.19
Canada,0,0.678,54.1,70.83
Cape Verde,6,0.291,9.1,79.17
Central African Republic,6,0,0,75.93
Chad,6,0,0,74.07
Chile,6,0.93,3.1,78.24
China,6,0,0,78.24
Colombia,6,0.219,0,87.04
Comoros,1,0,0,0
Congo,6,0,0,73.15
Costa Rica,6,0.045,0,72.22
Cote d'Ivoire,0,0.02,4.9,64.81
Croatia,2,0.061,1818.2,50.93
Cuba,7,0.207,129.2,100
Cyprus,5,0.553,623,62.96
Czechia,7,0.425,72.4,41.67
Democratic Republic of Congo,6,0.004,0,80.56
Denmark,3,2.702,311.6,57.41
Djibouti,0,0,0,59.26
Dominica,6,0,0,72.22
Dominican Republic,6,0.178,5.2,87.04
Ecuador,6,0.084,0,83.33
Egypt,6,0,0,71.3
El Salvador,6,0.367,31.6,96.3
Equatorial Guinea,1,0,0,0
Eritrea,6,0,0,93.52
Estonia,7,1.081,104.3,41.67
Eswatini,6,0,0,84.26
Ethiopia,0,0.04,36.3,80.56
Fiji,6,0.09,0,78.7
Finland,7,0.532,114.3,44.44
France,7,0.673,76.9,72.22
Gabon,6,0,0,80.56
Gambia,6,0,0,74.07
Georgia,6,0,0,69.44
Germany,0,0,0,59.72
Ghana,0,0.065,10.1,56.48
Greece,3,0.215,381.6,54.63
Grenada,1,0,0,0
Guatemala,6,0.043,2.6,96.3
Guinea,6,0,0,78.7
Guinea-Bissau,1,0,0,0
Guyana,6,0,0,83.33
Haiti,6,0,0,80.56
Honduras,6,0,0,96.3
Hungary,3,0.385,255.2,61.11
Iceland,2,0.12,1552.4,39.81
India,6,0.103,13.8,76.85
Indonesia,0,0.026,7.9,68.06
International,1,0,0,0
Iran,4,0,8.3,44.44
Iraq,6,0.266,10.3,92.59
Ireland,7,0.477,128,72.22
Israel,7,1.74,107.8,75
Italy,7,0.91,174.2,44.44
Jamaica,7,0.071,106.9,73.15
Japan,7,0.036,100.7,28.7
Jordan,4,0,0,48.15
Kazakhstan,7,0.915,103.1,81.02
Kenya,6,0.042,19.8,88.89
Kosovo,0,0,0,59.26
Kuwait,6,0.754,4.7,85.19
Kyrgyzstan,6,0,0,76.39
Laos,4,0,0,39.81
Latvia,5,0.917,480.4,61.11
Lebanon,6,0,0,74.07
Lesotho,0,0,0,62.04
Liberia,6,0,0,79.63
Libya,6,0.079,23.1,96.3
Liechtenstein,1,0,0,0
Lithuania,5,1.902,641.3,56.48
Luxembourg,5,4.157,517.8,47.22
Madagascar,6,0,7.7,70.37
Malawi,0,0.005,10.7,60.19
Malaysia,7,0.188,115.5,75
Maldives,1,0,57,0
Mali,0,0,0,52.78
Malta,5,1.927,514.6,0
Marshall Islands,1,0,0,0
Mauritania,6,0,5.7,77.78
Mauritius,6,0,0,65.74
Mexico,6,0.091,2.4,72.69
Moldova,6,0,0,80.56
Monaco,1,0,0,0
Mongolia,6,0,0,71.3
Montenegro,1,0,0,0
Morocco,7,0.457,183.8,93.52
Mozambique,0,0.02,27,62.04
Myanmar,5,0.033,892.5,80.56
Namibia,7,0.011,161,62.96
Nepal,6,0.184,15.6,92.59
Netherlands,0,0,0,62.96
New Zealand,4,0.548,0,25.93
Nicaragua,4,0,0,18.52
Niger,4,0,0,25.93
Nigeria,6,0.008,5.3,84.26
