country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,2,0,0,78.7
Albania,6,0,0,62.96
Algeria,6,0,0,74.07
Andorra,4,0,0,45.37
Angola,6,0,0,76.39
Antigua and Barbuda,1,0,0,0
Argentina,2,0.2,2.7,92.59
Armenia,1,0,0,0
Australia,3,1.659,239.7,71.76
Austria,7,0.43,79.8,35.19
Azerbaijan,2,0,0,96.3
Bahamas,1,0,0,0
Bahrain,6,5.635,14.8,69.44
Bangladesh,6,0.075,4.4,74.54
Barbados,4,0,0,54.63
Belarus,7,0,48.7,16.67
Belgium,7,0.884,119.4,50
Belize,6,0,0,69.44
Benin,4,0,0,41.67
Bhutan,6,0,0,71.3
Bolivia,2,0.146,1.7,84.26
Bosnia and Herzegovina,6,0,0,56.48
Botswana,6,0,0,57.41
Brazil,2,0,0,81.02
Brunei,4,0,0,49.07
Bulgaria,4,0.172,13.4,36.11
Burkina Faso,4,0,0,45.37
Burundi,1,0,0,13.89
Cambodia,4,0,0,38.89
Cameroon,6,0,0,60.19
Canada,3,1.185,130,67.13
Cape Verde,2,1.108,10.7,79.17
Central African Republic,6,0,0,64.81
Chad,6,0,0,67.59
Chile,2,0.914,5.9,87.5
China,2,0,0,78.24
Colombia,2,0.503,0,87.04
Comoros,1,0,0,0
Congo,6,0,0,73.15
Costa Rica,6,0.39,0,73.61
Cote d'Ivoire,6,0.043,6,63.43
Croatia,4,0.147,14.7,49.07
Cuba,0,0.294,454.7,66.67
Cyprus,0,1.075,508.8,47.22
Czechia,7,0.413,41.8,34.72
Democratic Republic of Congo,2,0.008,8,80.56
Denmark,0,3.156,616.2,54.63
Djibouti,6,0,0,59.26
Dominica,4,0,0,44.44
Dominican Republic,6,0.194,3.2,75
Ecuador,2,0.075,0,79.63
Egypt,6,0,0,60.19
El Salvador,2,0.385,8.9,89.81
Equatorial Guinea,1,0,0,0
Eritrea,2,0,0,89.81
Estonia,3,0.392,167,25.93
Eswatini,2,0,0,80.56
Ethiopia,2,0.038,14.4,80.56
Fiji,3,0.022,123.2,54.63
Finland,0,0.56,709,40.74
France,7,1.238,100,46.3
Gabon,6,0,0,66.67
Gambia,6,0,0,68.98
Georgia,4,0,0,51.85
Germany,4,0,0,55.09
Ghana,4,0.109,4.2,52.78
Greece,3,0.817,159.6,57.41
Grenada,1,0,0,0
Guatemala,2,0.181,3,96.3
Guinea,6,0,0,71.3
Guinea-Bissau,1,0,0,0
Guyana,6,0,0,77.31
Haiti,6,0,0,72.22
Honduras,2,0,0,96.3
Hungary,3,0.118,163.4,54.63
Iceland,0,0.261,888.1,39.81
India,2,0.159,9.8,77.78
Indonesia,6,0.033,6.5,62.5
International,1,0,0,0
Iran,4,0.307,10.7,58.8
Iraq,2,0.382,4.9,92.59
Ireland,0,1.552,458.9,38.89
Israel,6,3.379,19,68.52
Italy,3,0.396,214.2,58.33
Jamaica,7,0.078,75.1,64.81
Japan,4,0.083,21.6,25.93
Jordan,4,0,0,48.15
Kazakhstan,2,0.637,7.3,83.33
Kenya,2,0.022,11.2,81.48
Kosovo,4,0,0,54.63
Kuwait,2,0.957,5.8,83.33
Kyrgyzstan,6,0,0,76.39
Laos,1,0,0,20.37
Latvia,3,0.528,243.1,50
Lebanon,6,0,0,68.52
Lesotho,4,0,0,54.63
Liberia,6,0,0,73.15
Libya,2,0.121,16.5,90.74
Liechtenstein,1,0,0,0
Lithuania,0,0.839,549.2,31.48
Luxembourg,3,16.654,144.8,27.78
Madagascar,6,0,2.2,68.98
Malawi,6,0.029,5.6,60.19
Malaysia,0,0.09,708.2,50.93
Maldives,1,1.754,21.6,0
Mali,4,0,0,52.78
Malta,5,2.109,2611.9,0
Marshall Islands,1,0,0,0
Mauritania,4,0.165,11.4,29.63
Mauritius,1,0,0,16.67
Mexico,6,0.127,2,70.83
Moldova,6,0,0,77.78
Monaco,1,0,0,0
Mongolia,6,0,0,60.19
Montenegro,1,0,0,0
Morocco,7,0.488,72.6,64.81
Mozambique,2,-0.003,33,75
Myanmar,0,0.013,461.3,80.56
Namibia,4,0.275,9,51.85
Nepal,2,0.199,34.2,92.59
Netherlands,4,0,0,39.81
New Zealand,0,0.318,1588.6,22.22
Nicaragua,1,0,0,22.22
Niger,4,0,0,25.93
Nigeria,6,0.01,7.8,71.76
North Macedonia,1,0.467,9.4,0
Norway,0,1.174,606.2,40.74
Oman,2,1.209,3,87.96
Pakistan,6,0.102,8.6,66.67
Palestine,2,0,0,83.33
