country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,1,0,0,27.78
Albania,4,0,0,8.33
Algeria,4,0,0,5.56
Andorra,6,0,0,0
Angola,4,0,0,8.33
Antigua and Barbuda,6,0,0,0
Argentina,7,0,35,11.11
Armenia,6,0,0,0
Australia,5,0,0,19.44
Austria,2,0.064,85.8,11.11
Azerbaijan,1,0,0,30.56
Bahamas,6,0,0,0
Bahrain,1,0,0,30.56
Bangladesh,7,0,0,13.89
Barbados,5,0,0,16.67
Belarus,6,0,0,0
Belgium,7,0.067,0,13.89
Belize,7,0,0,11.11
Benin,7,0,0,13.89
Bhutan,7,0,0,13.89
Bolivia,0,0,0,62.04
Bosnia and Herzegovina,7,0,0,11.11
Botswana,7,0,0,13.89
Brazil,7,0,0,11.11
Brunei,5,0,0,19.44
Bulgaria,5,0,0,21.3
Burkina Faso,6,0,0,0
Burundi,7,0,0,11.11
Cambodia,6,0,0,0
Cameroon,6,0,0,0
Canada,4,0,0,2.78
Cape Verde,5,0,0,19.44
Central African Republic,6,0,0,0
Chad,6,0,0,0
Chile,6,0,0,0
China,0,0,0,81.02
Colombia,7,0,0,12.04
Comoros,6,0,0,0
Congo,4,0,0,5.56
Costa Rica,7,0,0,11.11
Cote d'Ivoire,6,0,0,0
Croatia,7,0.004,0,13.89
Cuba,7,0,0,13.89
Cyprus,7,0,0,11.11
Czechia,5,0.007,26.3,19.44
Democratic Republic of Congo,4,0,0,2.78
Denmark,2,0.019,52.5,20.37
Djibouti,6,0,0,0
Dominica,6,0,0,0
Dominican Republic,7,0,0,11.11
Ecuador,4,0,0,8.33
Egypt,6,0,0,0
El Salvador,5,0,0,19.44
Equatorial Guinea,6,0,0,0
Eritrea,6,0,0,0
Estonia,2,0.026,80.4,0
Eswatini,7,0,0,13.89
Ethiopia,4,0,0,2.78
Fiji,5,0.006,0,19.44
Finland,2,0.014,63,19.44
France,0,0,0,43.98
Gabon,7,0,0,13.89
Gambia,7,0,0,11.11
Georgia,1,0,0,41.67
Germany,1,0,0,25
Ghana,4,0,0,2.78
Greece,1,0,0,28.7
Grenada,6,0,0,0
Guatemala,7,0,0,11.11
Guinea,7,0,0,11.11
Guinea-Bissau,6,0,0,0
Guyana,7,0,0,13.89
Haiti,4,0,0,8.33
Honduras,7,0,0,11.11
Hungary,7,0,0,11.11
Iceland,5,0.182,8.9,16.67
India,1,0,0,26.85
Indonesia,1,0,0,37.04
International,6,0,0,0
