country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,1,0,0,5.56
Albania,6,0,0,50.93
Algeria,2,0,0,75
Andorra,6,0,0,62.96
Angola,6,0,0,60.19
Antigua and Barbuda,1,0,0,0
Argentina,2,0.279,2.1,81.94
Armenia,1,0,0,0
Australia,3,0,3807.2,47.69
Austria,2,2.589,5.8,64.81
Azerbaijan,2,0,0,64.35
Bahamas,1,0,0,0
Bahrain,6,4.77,42.6,58.33
Bangladesh,2,0.07,8.4,80.09
Barbados,0,0,0,40.74
Belarus,0,0,22.6,22.22
Belgium,6,2.085,3.5,56.48
Belize,2,0,0,66.67
Benin,0,0,0,31.48
Bhutan,2,0,0,77.78
Bolivia,2,0,6.6,84.26
Bosnia and Herzegovina,0,0,0,40.74
Botswana,6,0,0,52.78
Brazil,6,0,0,57.87
Brunei,0,0,0,35.19
Bulgaria,6,1.045,3.9,48.15
Burkina Faso,0,0,0,22.22
Burundi,1,0,0,14.81
Cambodia,0,0,0,34.26
Cameroon,0,0,0,45.37
Canada,6,1.241,20.3,60.65
Cape Verde,2,0.518,7.2,71.3
Central African Republic,0,0,0,24.07
Chad,2,0,0,70.37
Chile,2,2.153,23.5,81.94
China,6,0,0,63.43
Colombia,2,0.737,0,65.74
Comoros,1,0,0,0
Congo,6,0,0,47.22
Costa Rica,6,0,0,55.56
Cote d'Ivoire,0,0,26.9,25
Croatia,0,1.955,3.7,31.48
Cuba,4,0.723,157,64.81
Cyprus,2,3.486,22.6,63.89
Czechia,2,1.928,3.2,73.15
Democratic Republic of Congo,0,0.002,5.8,22.22
Denmark,4,8.932,63.8,39.81
Djibouti,0,0,0,43.52
Dominica,0,0,0,37.04
Dominican Republic,2,0,11.2,67.59
Ecuador,6,0.213,0,52.78
Egypt,2,0,0,75.93
El Salvador,6,0.379,12,52.78
Equatorial Guinea,1,0,0,0
Eritrea,2,0,0,77.78
Estonia,0,1.324,34,25.93
Eswatini,6,0,0,48.15
Ethiopia,6,0.051,13.2,57.41
Fiji,5,0,818.2,49.07
Finland,4,1.08,61.7,40.74
France,2,0.699,6.5,78.7
Gabon,2,0,0,69.44
Gambia,6,0,0,56.48
Georgia,6,0,0,55.56
Germany,6,0,13.9,60.65
Ghana,0,0.07,36.2,38.89
Greece,6,0,12.3,59.72
Grenada,1,0,0,0
Guatemala,6,0.007,7.7,49.54
Guinea,0,0,0,35.65
Guinea-Bissau,1,0,0,0
Guyana,2,0,0,72.22
Haiti,6,0,0,47.22
Honduras,2,0,0,87.04
Hungary,0,1.925,5.2,40.74
Iceland,6,2.426,27.5,52.78
India,2,0.791,23.1,61.57
Indonesia,6,0.066,8.2,50.46
International,1,0,0,0
Iran,2,0.432,5.2,68.06
Iraq,6,0.378,5.1,51.85
Ireland,2,2.241,18.7,81.48
Israel,4,2.616,46.5,40.74
Italy,2,3.034,7.2,66.67
Jamaica,2,0.251,10.3,71.3
Japan,0,0.049,27.1,38.89
Jordan,2,0,0,75.93
Kazakhstan,4,1.434,55.4,68.06
Kenya,2,0,6.5,62.96
Kosovo,6,0,0,60.19
Kuwait,2,1.113,9.2,62.96
Kyrgyzstan,6,0,0,57.87
Laos,0,0,0,33.33
Latvia,0,2.067,23.4,42.59
Lebanon,6,0,0,57.41
Lesotho,6,0,0,47.22
Liberia,6,0,0,57.41
Libya,2,0.589,0,79.63
Liechtenstein,1,0,0,0
Lithuania,2,1.445,11.5,62.5
Luxembourg,6,10.456,18.3,56.48
Madagascar,0,0,13.6,37.04
Malawi,4,0,61.3,50.93
Malaysia,2,0.577,22,64.81
Maldives,7,3.552,54.1,0
Mali,0,0,0,37.96
Malta,7,8.056,33,0
Marshall Islands,1,0,0,0
Mauritania,7,0.017,42.9,17.59
Mauritius,1,0,0,16.67
Mexico,2,0.03,2.7,71.76
Moldova,6,0,0,48.15
Monaco,1,0,0,0
Mongolia,0,0,0,35.19
Montenegro,1,0,0,0
Morocco,6,0.575,6,60.19
Mozambique,6,0.047,9.4,56.48
