country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Afghanistan,5,0,0,28.7
Albania,2,0,0,54.63
Algeria,0,0,0,75.93
Andorra,2,0,0,53.7
Angola,0,0,0,75
Antigua and Barbuda,6,0,0,0
Argentina,0,0.666,2,87.96
Armenia,6,0,0,0
Australia,3,0,2203.1,68.06
Austria,7,2.425,27,40.74
Azerbaijan,0,0,0,68.98
Bahamas,6,0,0,0
Bahrain,0,6.359,18.5,63.89
Bangladesh,0,0.068,8.6,80.09
Barbados,2,0,0,35.19
Belarus,7,0,43.1,16.67
Belgium,2,3.605,19.7,47.22
Belize,0,0,0,69.44
Benin,2,0,0,47.22
Bhutan,0,0,0,77.78
Bolivia,0,0.18,3.3,84.26
Bosnia and Herzegovina,2,0,0,40.74
Botswana,0,0,0,63.89
Brazil,0,0,0,67.13
Brunei,2,0,0,35.19
Bulgaria,2,0.697,16,35.19
Burkina Faso,2,0,0,36.11
Burundi,5,0,0,14.81
Cambodia,2,0,0,37.04
Cameroon,2,0,0,47.22
Canada,7,1.779,41.4,60.65
Cape Verde,0,0.822,5.6,67.13
Central African Republic,2,0,0,56.48
Chad,0,0,0,73.15
Chile,0,2.023,19.2,81.94
China,2,0,0,54.17
Colombia,0,0.558,0,71.3
Comoros,6,0,0,0
Congo,2,0,0,56.48
Costa Rica,0,0.501,0,62.96
Cote d'Ivoire,7,0.043,28.8,36.11
Croatia,5,1.168,24,28.7
Cuba,4,0.657,139.3,78.7
Cyprus,4,2.754,167.1,53.7
Czechia,2,2.207,7.5,38.89
Democratic Republic of Congo,2,0.002,9.3,43.52
Denmark,4,7.443,95.2,50.93
Djibouti,2,0,0,47.22
Dominica,5,0,0,28.7
Dominican Republic,0,0,8.3,78.7
Ecuador,2,0.257,0,51.39
Egypt,0,0,0,62.96
El Salvador,7,0.385,22.5,52.78
Equatorial Guinea,6,0,0,0
Eritrea,0,0,0,82.41
Estonia,7,2.784,65.4,25.93
Eswatini,2,0,0,59.26
Ethiopia,0,0.06,9.1,77.78
Fiji,2,0.065,0,49.07
Finland,4,2.258,114.2,32.41
France,2,3.155,14.5,49.54
Gabon,0,0,0,66.67
Gambia,0,0,0,75.93
Georgia,2,0,0,56.48
Germany,2,0,0,49.54
Ghana,7,0,22.6,44.44
Greece,7,0.931,29.4,50.46
Grenada,6,0,0,0
Guatemala,2,0.223,5.9,49.54
Guinea,2,0,0,51.85
Guinea-Bissau,6,0,0,0
Guyana,0,0,0,80.56
Haiti,2,0,0,47.22
Honduras,0,0,0,84.26
Hong Kong,2,0,0,51.85
Hungary,2,1.283,11,40.74
Iceland,7,4.267,37.7,37.96
India,0,0.796,13.7,73.61
Indonesia,0,0.098,6.6,72.69
International,6,0,0,0
Iran,2,0,8.3,54.63
Iraq,0,0.549,4.9,66.67
Ireland,7,2.567,31.5,52.31
Israel,0,7.182,8,85.19
Italy,7,1.99,49.5,47.22
Jamaica,0,0.185,4.1,78.7
Japan,7,0.173,53.2,33.33
Jordan,0,0,0,65.74
Kazakhstan,7,0.902,56.5,78.7
Kenya,0,0.057,18.9,71.3
Kosovo,2,0,0,58.33
Kuwait,0,0.612,6.6,65.74
Kyrgyzstan,0,0,0,67.13
Laos,2,0,0,36.11
Latvia,7,2.075,68.7,37.04
Lebanon,2,0,0,59.26
Lesotho,2,0,0,50.93
