Nation,Similarity Score
Afghanistan,68
Albania,72
Algeria,54
Andorra,66
Angola,72
Antigua and Barbuda,67
Argentina,109
Armenia,78
Australia,37
Austria,44
Azerbaijan,86
Bahamas,86
Bahrain,91
Bangladesh,80
Barbados,58
Belarus,95
Belgium,48
Belize,79
Benin,72
Bhutan,71
Bolivia,86
Bosnia and Herzegovina,77
Botswana,76
Brazil,108
Brunei,54
Bulgaria,51
Burkina Faso,57
Burundi,72
Cambodia,69
Cameroon,68
Canada,71
Cape Verde,110
Central African Republic,77
Chad,71
Chile,98
China,36
Colombia,129
Comoros,75
Congo,73
Costa Rica,89
Cote d'Ivoire,61
Croatia,41
Cuba,59
Cyprus,55
Czechia,55
Democratic Republic of Congo,71
Denmark,56
Djibouti,74
Dominica,70
Dominican Republic,97
Ecuador,88
Egypt,61
El Salvador,83
Equatorial Guinea,72
Eritrea,70
Estonia,51
Eswatini,81
Ethiopia,72
Fiji,64
Finland,59
France,42
Gabon,85
Gambia,69
Georgia,57
Germany,45
Ghana,76
Greece,52
Grenada,67
Guatemala,93
Guinea,69
Guinea-Bissau,74
Guyana,91
Haiti,73
Honduras,97
Hungary,50
Iceland,55
India,93
Indonesia,61
International,72
Iran,69
Iraq,112
Ireland,64
Israel,96
Italy,31
Jamaica,66
Japan,45
Jordan,65
Kazakhstan,101
Kenya,75
Kosovo,82
Kuwait,102
Kyrgyzstan,91
Laos,70
Latvia,54
Lebanon,62
Lesotho,75
Liberia,67
Libya,100
Liechtenstein,67
Lithuania,54
Luxembourg,66
Madagascar,70
Malawi,72
Malaysia,56
Mali,70
Malta,71
Marshall Islands,72
Mauritania,89
Mauritius,53
Mexico,103
Moldova,92
Monaco,77
Mongolia,68
Montenegro,71
Morocco,81
Mozambique,72
Myanmar,74
Namibia,77
Nepal,101
Netherlands,54
New Zealand,48
Nicaragua,76
Niger,64
Nigeria,72
North Macedonia,72
Norway,55
Oman,86
Pakistan,62
Palestine,95
Panama,113
Papua New Guinea,72
Paraguay,105
Peru,120
Philippines,62
Poland,46
Portugal,48
Qatar,86
Romania,72
Russia,107
Rwanda,66
Saint Kitts and Nevis,65
Saint Lucia,80
Saint Vincent and the Grenadines,72
Samoa,72
San Marino,64
Sao Tome and Principe,78
Saudi Arabia,80
Senegal,62
Serbia,71
Seychelles,69
Sierra Leone,73
Singapore,53
Slovakia,53
Slovenia,48
Solomon Islands,72
Somalia,72
South Africa,89
South Korea,36
South Sudan,74
Spain,59
Sri Lanka,64
Sudan,73
Suriname,104
Sweden,63
Switzerland,47
Syria,72
Taiwan,53
Tajikistan,77
Tanzania,71
Thailand,49
Timor,70
Togo,67
Trinidad and Tobago,70
Tunisia,69
Turkey,74
Uganda,72
Ukraine,86
United Arab Emirates,110
United Kingdom,41
United States,56
Uruguay,53
Uzbekistan,67
Vanuatu,72
Vatican,68
Venezuela,68
Vietnam,71
Yemen,72
Zambia,72
Zimbabwe,72
Hong Kong,2
