location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,37260,107,69.571,1346,17,8,957.143,2.749,1.787,34.576,0.437,0.206,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.3,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,6676,140,132.286,205,5,4.143,2319.828,48.648,45.968,71.235,1.737,1.44,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,36204,492,528.571,1322,10,10.571,825.613,11.22,12.054,30.148,0.228,0.241,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.19,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,963,0,3.429,52,0,0,12463.599,0,44.374,673.008,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,1735,56,55.857,80,2,3,52.79,1.704,1.7,2.434,0.061,0.091,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.17,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,92,0,0,3,0,0,939.466,0,0,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,260911,7043,6768,5004,240,146.429,5772.907,155.833,149.749,110.718,5.31,3.24,1.12,0,0,0,0,0,0,0,0,19763,871778,19.289,0.437,16729,0.37,0.405,2.5,87.96,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,40593,160,185,803,7,5,13698.884,53.995,62.432,270.988,2.362,1.687,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,22127,414,383.143,352,21,15,867.73,16.235,15.025,13.804,0.824,0.588,0.84,0,0,0,0,0,0,0,0,61626,4980172,195.302,2.417,71222,2.793,0.005,185.9,79.17,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,22245,139,109.143,723,0,0.571,2469.91,15.433,12.118,80.276,0,0.063,1.26,25,2.776,94,10.437,0,0,0,0,8750,974508,108.202,0.972,7229,0.803,0.015,66.2,35.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,33731,84,117.286,495,3,3.143,3326.799,8.285,11.568,48.821,0.296,0.31,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.19,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,989,44,39.143,15,0,0.143,2514.952,111.889,99.537,38.144,0,0.363,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,44804,407,381.714,165,2,2,26330.776,239.189,224.329,96.969,1.175,1.175,1.01,0,0,0,0,0,0,0,0,10052,912111,536.037,5.907,7695,4.522,0.05,20.2,69.44,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,263503,2996,2783.286,3471,33,33.857,1600,18.192,16.9,21.076,0.2,0.206,1.07,0,0,0,0,0,0,0,0,14820,1290951,7.839,0.09,12390,0.075,0.225,4.5,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,143,1,1.571,7,0,0,497.615,3.48,5.468,24.359,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.15,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,69005,58,107.857,592,3,2.571,7302.641,6.138,11.414,62.65,0.317,0.272,0.93,0,0,0,0,0,0,0,0,0,1377540,145.782,0,7395,0.783,0.015,68.6,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,75008,388,622.857,9885,6,4.714,6472,33.478,53.743,852.919,0.518,0.407,1.13,77,6.644,307,26.489,0,0,0,0,25658,1925015,166.098,2.214,20245,1.747,0.031,32.5,64.81,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
