location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,35605,112,125,1188,3,17.714,914.629,2.877,3.211,30.518,0.077,0.455,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,4290,119,89,117,4,2.857,1490.722,41.351,30.926,40.656,1.39,0.993,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,24278,587,580.286,1100,13,10.286,553.647,13.386,13.233,25.085,0.296,0.235,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.07,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,884,0,3.286,52,0,0,11441.144,0,42.525,673.008,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.81,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,779,30,34,30,1,0.571,23.702,0.913,1.034,0.913,0.03,0.017,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.39,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,76,0,0.286,3,0,0,776.08,0,2.918,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,136118,5344,4172.571,2490,117,74.571,3011.742,118.241,92.322,55.094,2.589,1.65,1.21,0,0,0,0,0,0,0,0,12959,563075,12.459,0.287,11123,0.246,0.375,2.7,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,35254,273,394.857,662,12,11.571,11897.137,92.129,133.252,223.405,4.05,3.905,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,12894,466,343.857,128,2,2.429,505.649,18.275,13.485,5.02,0.078,0.095,1.37,0,0,0,0,0,0,0,0,56310,3590735,140.814,2.208,61214,2.401,0.006,178,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,19827,84,115.143,710,-1,0.143,2201.435,9.327,12.785,78.833,-0.111,0.016,1.1,18,1.999,96,10.659,0,0,0,0,7164,805600,89.448,0.795,13878,1.541,0.008,120.5,35.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
