location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,38155,22,23.571,1403,0,2.143,980.134,0.565,0.606,36.041,0,0.055,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,9380,101,136.143,280,5,4.286,3259.434,35.096,47.308,97.297,1.737,1.489,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,44146,365,383.714,1501,10,9.429,1006.726,8.324,8.75,34.23,0.228,0.215,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.63,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,1124,0,11.286,53,0,0,14547.337,0,146.065,685.951,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,2624,73,64.714,107,0,1.571,79.839,2.221,1.969,3.256,0,0.048,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.39,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,94,0,0,3,0,0,959.889,0,0,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,408426,7187,9467.429,8457,104,210.286,9036.818,159.019,209.476,187.119,2.301,4.653,1.12,0,0,0,0,0,0,0,0,14127,1210096,26.775,0.313,19793,0.438,0.478,2.1,87.96,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,43750,124,136.857,877,5,3.571,14764.274,41.846,46.185,295.96,1.687,1.205,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,25746,76,118.714,652,41,19.286,1009.652,2.98,4.655,25.569,1.608,0.756,0.61,0,0,0,0,0,0,0,0,0,6168229,241.892,0,65949,2.586,0.002,555.5,75.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,27166,181,273.286,733,0,0.143,3016.3,20.097,30.344,81.387,0,0.016,1.12,30,3.331,110,12.214,0,0,0,0,11349,1172092,130.14,1.26,11015,1.223,0.025,40.3,35.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,36309,135,147.857,531,2,1.857,3581.061,13.315,14.583,52.371,0.197,0.183,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.19,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,2167,32,54.714,50,0,3,5510.518,81.374,139.134,127.146,0,7.629,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,51574,183,320.571,189,0,0.714,30309.424,107.547,188.396,111.073,0,0.42,1.03,0,0,0,0,0,0,0,0,12311,1100729,646.885,7.235,10109,5.941,0.032,31.5,60.19,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
