location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,35219,159,147.857,1149,32,25.143,904.714,4.084,3.798,29.516,0.822,0.646,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,3906,55,89.714,107,3,3.143,1357.287,19.112,31.175,37.181,1.042,1.092,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,21948,593,529.429,1057,5,8.714,500.513,13.523,12.073,24.104,0.114,0.199,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.07,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,880,3,3.571,52,0,0,11389.374,38.827,46.223,673.008,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,638,31,25.714,29,1,0.857,19.412,0.943,0.782,0.882,0.03,0.026,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.39,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,76,2,0.286,3,0,0,776.08,20.423,2.918,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,119301,4518,3605.857,2178,66,57.714,2639.649,99.965,79.783,48.19,1.46,1.277,1.2,0,0,0,0,0,0,0,0,12444,520320,11.513,0.275,9938,0.22,0.363,2.8,92.59,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,34001,442,442.571,620,13,10.571,11474.288,149.161,149.354,209.231,4.387,3.568,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,11441,208,269.714,118,2,1.571,448.669,8.157,10.577,4.627,0.078,0.062,1.44,0,0,0,0,0,0,0,0,62728,3350444,131.391,2.46,54311,2.13,0.005,201.4,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,19439,169,104.286,711,0,0.714,2158.354,18.764,11.579,78.944,0,0.079,1.23,11,1.221,88,9.771,0,0,0,0,8068,734413,81.543,0.896,7276,0.808,0.014,69.8,35.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,26636,471,520.857,341,7,7,2627.038,46.453,51.371,33.632,0.69,0.69,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,129,5,3,11,0,0,328.037,12.715,7.629,27.972,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,35473,389,490.571,124,3,2.857,20847.058,228.611,288.303,72.873,1.763,1.679,1,0,0,0,0,0,0,0,0,9463,703002,413.146,5.561,8969,5.271,0.055,18.3,69.44,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,199357,3034,2987.714,2547,51,38.857,1210.503,18.423,18.142,15.465,0.31,0.236,0.93,0,0,0,0,0,0,0,0,13460,1009714,6.131,0.082,12640,0.077,0.236,4.2,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,104,0,0.857,7,0,0,361.902,0,2.983,24.359,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,65782,159,168.286,491,6,5.286,6961.558,16.827,17.809,51.961,0.635,0.559,0.76,0,0,0,0,0,0,0,0,0,1172880,124.123,0,8338,0.882,0.02,49.5,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
