location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,38045,55,54,1390,2,1.714,977.309,1.413,1.387,35.707,0.051,0.044,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.15,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,8605,178,158,254,4,3.429,2990.131,61.853,54.903,88.262,1.39,1.191,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,41858,398,404.714,1446,11,9.571,954.55,9.076,9.229,32.975,0.251,0.218,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.63,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,1060,15,7.857,53,0,0,13719.019,194.137,101.691,685.951,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,2222,51,41,100,4,1.714,67.607,1.552,1.247,3.043,0.122,0.052,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.39,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,94,0,0.143,3,0,0,959.889,0,1.459,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,350867,8713,7391.571,7366,381,221.714,7763.27,192.783,163.546,162.98,8.43,4.906,1.13,0,0,0,0,0,0,0,0,18169,1089714,24.111,0.402,17036,0.377,0.434,2.3,87.96,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,42825,33,160.571,854,2,4.286,14452.115,11.136,54.188,288.199,0.675,1.446,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,25053,138,182.857,525,8,12.429,982.475,5.412,7.171,20.588,0.314,0.487,0.63,0,0,0,0,0,0,0,0,51447,5758034,225.806,2.018,60277,2.364,0.003,329.6,79.17,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,25495,242,280.143,733,1,0.571,2830.765,26.87,31.105,81.387,0.111,0.063,1.18,23,2.554,112,12.436,0,0,0,0,6219,1101206,122.269,0.691,11020,1.224,0.025,39.3,35.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
