location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,37852,102,61.429,1386,2,3,972.351,2.62,1.578,35.604,0.051,0.077,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.15,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,7967,155,142.286,238,4,3.571,2768.434,53.861,49.443,82.702,1.39,1.241,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,40258,411,438.714,1411,9,10,918.063,9.373,10.005,32.177,0.205,0.228,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.63,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,1024,0,6.143,53,0,0,13253.09,0,79.504,685.951,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,2044,29,32.714,93,1,1.857,62.191,0.882,0.995,2.83,0.03,0.057,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.17,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,94,0,0.286,3,0,0,959.889,0,2.918,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,320884,8225,6401.714,6517,187,165,7099.867,181.986,141.644,144.195,4.138,3.651,1.12,0,0,0,0,0,0,0,0,19437,1024743,22.673,0.43,16326,0.361,0.392,2.6,87.96,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,42319,263,185.143,836,3,3.857,14281.356,88.754,62.48,282.124,1.012,1.302,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,24407,171,237.857,472,9,13.857,957.142,6.706,9.328,18.51,0.353,0.543,0.68,0,0,0,0,0,0,0,0,68336,5508831,216.034,2.68,57007,2.236,0.004,239.7,79.17,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,24431,347,262.429,729,0,0.571,2712.627,38.528,29.138,80.942,0,0.063,1.36,21,2.332,95,10.548,0,0,0,0,13221,1061437,117.854,1.468,9990,1.109,0.026,38.1,35.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
