location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,38398,74,34.714,1413,3,1.429,986.376,1.901,0.892,36.297,0.077,0.037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,10255,153,125,316,4,5.143,3563.486,53.166,43.436,109.806,1.39,1.787,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,46364,293,316.857,1556,7,7.857,1057.307,6.682,7.226,35.484,0.16,0.179,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,1215,0,13,53,0,0,15725.102,0,168.252,685.951,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,2965,30,48.714,117,0,1.429,90.214,0.913,1.482,3.56,0,0.043,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.02,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,95,0,0.143,3,0,0,970.1,0,1.459,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,478792,6986,10052.286,9859,120,200.286,10593.733,154.572,222.416,218.14,2.655,4.432,1.09,0,0,0,0,0,0,0,0,13114,1354498,29.97,0.29,20629,0.456,0.487,2.1,87.96,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,44783,134,147.571,897,2,2.857,15112.88,45.221,49.801,302.71,0.675,0.964,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,26321,43,82.143,762,9,15.714,1032.201,1.686,3.221,29.882,0.353,0.616,0.59,0,0,0,0,0,0,0,0,0,6657348,261.074,0,69874,2.74,0.001,850.6,75.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,29271,184,300.714,736,1,0.429,3250.022,20.43,33.389,81.72,0.111,0.048,1.23,28,3.109,115,12.769,0,0,0,0,8018,1255825,139.437,0.89,11962,1.328,0.025,39.8,36.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,37329,137,145.714,548,3,2.429,3681.66,13.512,14.371,54.048,0.296,0.24,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.41,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,2506,30,48.429,56,1,0.857,6372.569,76.288,123.15,142.404,2.543,2.18,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,55415,644,548.714,199,3,1.429,32566.733,378.471,322.473,116.95,1.763,0.84,1.05,0,0,0,0,0,0,0,0,20534,1172808,689.245,12.068,10297,6.051,0.053,18.8,60.19,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,325157,1592,2047.857,4479,32,33,1974.365,9.667,12.435,27.197,0.194,0.2,0.88,0,0,0,0,0,0,0,0,11354,1632275,9.911,0.069,13080,0.079,0.157,6.4,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,178,0,0.714,7,0,0,619.408,0,2.486,24.359,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.89,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,72859,196,167.429,711,6,5,7710.501,20.742,17.719,75.244,0.635,0.529,1.11,0,0,0,0,0,0,0,0,0,0,0,0,8875,0.939,0.019,53,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,88367,542,475,9907,1,1.857,7624.67,46.766,40.985,854.817,0.086,0.16,1.17,53,4.573,223,19.241,0,0,120.393,10.388,10963,2451129,211.494,0.946,22750,1.963,0.021,47.9,52.78,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,1194,0,28.714,15,0,0.286,3002.86,0,72.215,37.724,0,0.719,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.22,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,2213,0,9.714,40,0,0,182.543,0,0.801,3.299,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,228,0,0.571,0,0,0,295.485,0,0.741,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.35,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
