location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,38815,43,42.143,1428,1,1.286,997.088,1.105,1.083,36.683,0.026,0.033,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,11672,152,159.857,340,2,2.714,4055.876,52.818,55.548,118.146,0.695,0.943,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,48734,238,256.571,1632,12,8.714,1111.353,5.427,5.851,37.217,0.274,0.199,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,1438,0,25.286,53,0,0,18611.273,0,327.26,685.951,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,3569,130,76.571,139,3,2.143,108.592,3.955,2.33,4.229,0.091,0.065,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.02,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,95,0,0,3,0,0,970.1,0,0,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,577338,11892,11043.429,11852,185,206.714,12774.158,263.122,244.346,262.237,4.093,4.574,1.07,0,0,0,0,0,0,0,0,24157,1562375,34.569,0.534,23226,0.514,0.475,2.1,87.96,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,46119,150,166.571,920,1,2.429,15563.739,50.62,56.213,310.472,0.337,0.82,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,26778,39,44.714,824,8,6.143,1050.123,1.529,1.754,32.314,0.314,0.241,0.58,0,0,0,0,0,0,0,0,29503,7076539,277.513,1.157,49449,1.939,0.001,1105.9,75.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,34305,764,603.429,757,0,1.429,3808.958,84.829,67,84.051,0,0.159,1.34,49,5.441,244,27.092,0,0,0,0,13100,1364508,151.504,1.455,12576,1.396,0.048,20.8,36.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,38517,114,137.143,566,2,2,3798.83,11.244,13.526,55.823,0.197,0.197,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,3032,24,63.857,69,1,1.429,7710.147,61.03,162.384,175.462,2.543,3.633,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,61643,678,695,213,0,1.571,36226.855,398.452,408.443,125.178,0,0.924,1.02,0,0,0,0,0,0,0,0,23177,1276075,749.934,13.621,11593,6.813,0.06,16.7,60.19,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,341056,1724,1686.429,4802,43,35.714,2070.905,10.468,10.24,29.158,0.261,0.217,0.89,0,0,0,0,0,0,0,0,14050,1759709,10.685,0.085,13864,0.084,0.122,8.2,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,184,1,0.571,7,0,0,640.287,3.48,1.988,24.359,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.89,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,74552,192,192,761,5,5.714,7889.667,20.319,20.319,80.535,0.529,0.605,1.14,0,0,0,0,0,0,0,0,0,0,0,0,9814,1.039,0.02,51.1,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,94795,489,807.714,9930,3,2.571,8179.305,42.193,69.693,856.801,0.259,0.222,1.37,67,5.781,315,27.18,0,0,0,0,42303,2736593,236.125,3.65,32459,2.801,0.025,40.2,52.78,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,1528,27,23.857,19,0,0.429,3842.855,67.904,60,47.784,0,1.078,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.22,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,2267,0,7.714,40,0,0,186.997,0,0.636,3.299,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.22,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,246,1,1.714,0,0,0,318.813,1.296,2.222,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,128286,667,854,7447,53,50,10989.95,57.14,73.16,637.966,4.54,4.283,0.84,0,0,0,0,0,0,0,0,2925,275961,23.641,0.251,2677,0.229,0.319,3.1,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,23929,294,281.143,725,20,8,7293.615,89.612,85.693,220.982,6.096,2.438,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,2463,0,48.143,11,0,0.286,1047.361,0,20.472,4.678,0,0.121,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,4382263,36653,31455.714,133119,1113,807.857,20616.65,172.436,147.986,626.267,5.236,3.801,0.95,0,0,0,0,0,0,0,0,0,0,0,0,56415,0.265,0,0,69.91,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
Brunei,145,0,0,3,0,0,331.441,0,0,6.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.19,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,0,2.7,75.86,0.853
Bulgaria,18216,155,129,736,7,6.286,2621.594,22.307,18.565,105.923,1.007,0.905,1.1,46,6.62,734,105.635,0,0,0,0,7475,472132,67.948,1.076,3690,0.531,0.035,28.6,35.19,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,0,7.454,75.05,0.813
Burkina Faso,1733,16,38.143,56,0,0,82.906,0.765,1.825,2.679,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.11,20903278,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.423
Burundi,472,0,0.857,1,0,0,39.695,0,0.072,0.084,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81,11890781,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,0,0,6.144,0.8,61.58,0.417
Cambodia,275,0,0.143,0,0,0,16.448,0,0.009,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.04,16718971,90.672,25.6,4.412,2.385,3645.07,0,270.892,4,2,33.7,66.229,0.8,69.82,0.582
Cameroon,20271,43,60.429,415,0,0,763.622,1.62,2.276,15.633,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.56,26545864,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,0,0,2.735,1.3,59.29,0.556
