location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,35978,60,108.429,1227,14,11.143,924.211,1.541,2.785,31.519,0.36,0.286,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,4570,104,94.857,128,5,3,1588.019,36.139,32.962,44.478,1.737,1.042,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,26159,675,601.571,1136,12,11.286,596.542,15.393,13.719,25.906,0.274,0.257,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.07,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,897,8,2.429,52,0,0,11609.396,103.54,31.432,673.008,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,880,29,34.571,35,2,0.857,26.775,0.882,1.052,1.065,0.061,0.026,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.39,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,82,6,0.857,3,0,0,837.35,61.27,8.753,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,153520,5493,4888.429,2807,105,89.857,3396.778,121.538,108.161,62.108,2.323,1.988,1.19,0,0,0,0,0,0,0,0,14634,605642,13.4,0.324,12189,0.27,0.401,2.5,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,36613,451,373.143,692,4,10.286,12355.757,152.199,125.924,233.529,1.35,3.471,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,13950,355,358.429,145,6,3.857,547.061,13.922,14.056,5.686,0.235,0.151,1.3,0,0,0,0,0,0,0,0,75584,3795421,148.841,2.964,63568,2.493,0.006,177.4,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,20214,115,110.714,711,0,0,2244.404,12.769,12.293,78.944,0,0,1.13,17,1.888,86,9.549,0,0,0,0,7810,833841,92.583,0.867,14204,1.577,0.008,128.3,35.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,29312,332,382.286,400,9,8.429,2890.965,32.744,37.704,39.451,0.888,0.831,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,316,42,26.714,11,0,0,803.564,106.803,67.932,27.972,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,38458,462,426.429,136,2,1.714,22601.307,271.512,250.607,79.926,1.175,1.007,0.99,0,0,0,0,0,0,0,0,0,0,0,0,9629,5.659,0.044,22.6,69.44,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,218658,2548,2757.286,2836,35,41.286,1327.699,15.472,16.742,17.22,0.213,0.251,0.92,0,0,0,0,0,0,0,0,12027,1093997,6.643,0.073,12040,0.073,0.229,4.4,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
