location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,36665,133,98.143,1284,1,8.143,941.859,3.417,2.521,32.984,0.026,0.209,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,5276,79,100.857,157,3,4.143,1833.345,27.452,35.047,54.556,1.042,1.44,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,30394,563,605,1210,10,10.571,693.119,12.839,13.797,27.593,0.228,0.241,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.63,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,925,3,4,52,0,0,11971.785,38.827,51.77,673.008,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,1148,39,38.286,52,1,2.429,34.929,1.187,1.165,1.582,0.03,0.074,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.17,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,91,0,1.286,3,0,0,929.254,0,13.129,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,191302,5929,5397.429,3543,102,105.143,4232.741,131.185,119.423,78.392,2.257,2.326,1.16,0,0,0,0,0,0,0,0,16372,700606,15.502,0.362,13566,0.3,0.398,2.5,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,38550,354,276.714,738,10,6.571,13009.435,119.464,93.383,249.052,3.375,2.218,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,17280,377,475.714,201,5,8,677.65,14.784,18.656,7.882,0.196,0.314,1.18,0,0,0,0,0,0,0,0,0,0,0,0,62917,2.467,0.008,132.3,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,21130,175,130.857,718,0,1,2346.109,19.431,14.529,79.721,0,0.111,1.04,16,1.777,84,9.327,0,0,0,0,7358,897819,99.687,0.817,9140,1.015,0.014,69.8,35.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,31878,318,366.571,448,7,6.857,3144.043,31.363,36.154,44.185,0.69,0.676,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.52,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,574,66,36.857,14,0,0.429,1459.639,167.833,93.725,35.601,0,1.09,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,40982,227,360.571,147,1,1.571,24084.632,133.405,211.904,86.39,0.588,0.924,0.99,0,0,0,0,0,0,0,0,4326,830998,488.368,2.542,8656,5.087,0.042,24,69.44,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,237661,2772,2714.714,3111,28,39.286,1443.086,16.832,16.484,18.89,0.17,0.239,0.9,0,0,0,0,0,0,0,0,12614,1179772,7.164,0.077,12254,0.074,0.222,4.5,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,110,0,0.286,7,0,0,382.78,0,0.994,24.359,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,67808,143,137.429,559,6,5,7175.965,15.133,14.544,59.158,0.635,0.529,0.86,0,0,0,0,0,0,0,0,10842,1299428,137.515,1.147,9821,1.039,0.014,71.5,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,68751,745,507.429,9841,1,3.429,5932.121,64.282,43.783,849.122,0.086,0.296,1.42,48,4.142,253,21.83,0,0,0,0,21530,1708906,147.451,1.858,19816,1.71,0.026,39.1,62.96,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,48,0,0,2,0,0,120.718,0,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.44,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
