location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,35493,40,128.286,1185,2,20.714,911.752,1.028,3.295,30.441,0.051,0.532,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,4171,81,85.714,113,1,2.571,1449.371,28.147,29.785,39.266,0.347,0.894,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,23691,607,571.714,1087,9,9.857,540.261,13.842,13.038,24.788,0.205,0.225,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.07,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,884,4,3.714,52,0,0,11441.144,51.77,48.072,673.008,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,749,44,32,29,0,0.429,22.789,1.339,0.974,0.882,0,0.013,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.39,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,76,0,0.286,3,0,0,776.08,0,2.918,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,130774,4019,3929.857,2373,113,67.143,2893.5,88.924,86.952,52.505,2.5,1.486,1.2,0,0,0,0,0,0,0,0,11418,550116,12.172,0.253,10850,0.24,0.362,2.8,90.74,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,34981,104,404.286,650,9,11,11805.008,35.097,136.434,219.355,3.037,3.712,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,12428,359,311,126,3,2.571,487.375,14.078,12.196,4.941,0.118,0.101,1.38,0,0,0,0,0,0,0,0,57962,3534425,138.606,2.273,59520,2.334,0.005,191.4,68.06,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,19743,88,113.571,711,0,0.429,2192.108,9.771,12.61,78.944,0,0.048,1.11,16,1.777,96,10.659,0,0,0,0,49767,798436,88.652,5.526,13974,1.552,0.008,123,35.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,27890,369,474.286,363,9,7.143,2750.717,36.393,46.778,35.802,0.888,0.704,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,174,21,8.714,11,0,0,442.469,53.401,22.16,27.972,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,36936,514,494.286,128,2,2.714,21706.846,302.072,290.486,75.224,1.175,1.595,1,0,0,0,0,0,0,0,0,8417,726140,426.744,4.947,8556,5.028,0.058,17.3,69.44,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,207453,2928,2937,2668,50,39.571,1259.662,17.779,17.834,16.2,0.304,0.24,0.93,0,0,0,0,0,0,0,0,13362,1044624,6.343,0.081,12673,0.077,0.232,4.3,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,106,1,0.429,7,0,0,368.861,3.48,1.491,24.359,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,66213,118,157,503,4,5,7007.17,12.488,16.615,53.231,0.423,0.529,0.79,0,0,0,0,0,0,0,0,0,0,0,0,8113,0.859,0.019,51.7,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,64094,388,198.143,9805,5,3.286,5530.295,33.478,17.097,846.016,0.431,0.284,1.47,36,3.106,181,15.617,0,0,0,0,11901,1507960,130.113,1.027,12646,1.091,0.016,63.8,50,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,40,0,0.429,2,0,0,100.598,0,1.078,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.44,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,1602,0,32,31,0,0.714,132.143,0,2.64,2.557,0,0.059,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,90,1,0.857,0,0,0,116.639,1.296,1.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.96,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
