location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,38520,26,46.714,1419,3,1.714,989.51,0.668,1.2,36.452,0.077,0.044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,10553,147,135.286,321,2,4.429,3667.037,51.081,47.01,111.544,0.695,1.539,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,46938,285,300.714,1571,9,7.571,1070.396,6.499,6.858,35.826,0.205,0.173,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,1261,0,11,53,0,0,16320.456,0,142.367,685.951,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,3033,52,43.429,124,4,2.143,92.283,1.582,1.321,3.773,0.122,0.065,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.02,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,95,0,0.143,3,0,0,970.1,0,1.459,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,500034,12027,10256.429,10405,276,212.286,11063.733,266.109,226.933,230.221,6.107,4.697,1.09,0,0,0,0,0,0,0,0,24289,1399793,30.972,0.537,21175,0.469,0.484,2.1,87.96,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,44953,108,153.571,903,3,3.143,15170.25,36.447,51.826,304.735,1.012,1.061,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,26465,92,77.429,781,11,16.857,1037.848,3.608,3.036,30.628,0.431,0.661,0.6,0,0,0,0,0,0,0,0,36963,6730397,263.938,1.45,67800,2.659,0.001,875.6,75.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,30081,520,348.429,747,1,1.857,3339.958,57.737,38.687,82.941,0.111,0.206,1.37,28,3.109,142,15.767,0,0,0,0,10254,1276477,141.73,1.139,11907,1.322,0.029,34.2,36.11,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,37557,139,139.857,552,1,2.286,3704.148,13.709,13.794,54.442,0.099,0.225,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.41,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,2585,39,44.143,59,1,1.286,6573.46,99.174,112.252,150.033,2.543,3.269,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
