location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Afghanistan,38304,16,24.857,1410,0,1,983.962,0.411,0.639,36.22,0,0.026,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,38928341,54.422,18.6,2.581,1.337,1803.987,0,597.029,9.59,0,0,37.746,0.5,64.83,0.498
Albania,9967,123,110.286,306,5,5,3463.41,42.741,38.323,106.331,1.737,1.737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,0,2.89,78.57,0.785
Algeria,45773,304,338.571,1539,10,8,1043.829,6.933,7.721,35.096,0.228,0.182,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.93,43851043,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.754
Andorra,1215,16,13,53,0,0,15725.102,207.08,168.252,685.951,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.37,77265,163.755,0,0,0,0,0,109.135,7.97,29,37.8,0,0,83.73,0.858
Angola,2876,71,57.857,115,2,1.286,87.506,2.16,1.76,3.499,0.061,0.039,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.02,32866268,23.89,16.8,2.405,1.362,5819.495,0,276.045,3.94,0,0,26.664,0,61.15,0.581
Antigua and Barbuda,95,0,0.143,3,0,0,970.1,0,1.459,30.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97928,231.845,32.1,6.933,4.631,21490.943,0,191.511,13.17,0,0,0,3.8,77.02,0.78
Argentina,461882,10684,9981.857,9623,262,193.143,10219.583,236.394,220.858,212.918,5.797,4.273,1.11,0,0,0,0,0,0,0,0,23211,1320353,29.214,0.514,20402,0.451,0.489,2,87.96,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,0,5,76.67,0.825
Armenia,44461,190,144.286,891,4,3.143,15004.215,64.119,48.692,300.685,1.35,1.061,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.755
Australia,26207,71,94.286,748,11,21.143,1027.73,2.784,3.697,29.333,0.431,0.829,0.61,0,0,0,0,0,0,0,0,0,0,0,0,63110,2.475,0.001,669.3,75.46,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,0,3.84,83.44,0.939
Austria,28729,357,305.571,735,0,0.286,3189.843,39.638,33.928,81.609,0,0.032,1.22,28,3.109,128,14.212,0,0,0,0,11232,1236489,137.29,1.247,12649,1.404,0.024,41.4,35.19,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,0,7.37,81.54,0.908
Azerbaijan,37031,132,149.286,543,2,2.286,3652.27,13.019,14.724,53.555,0.197,0.225,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.19,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,83.241,4.7,73,0.757
Bahamas,2386,0,47,50,0,0,6067.418,0,119.517,127.146,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,0,2.9,73.92,0.807
Bahrain,54095,662,426,195,5,0.857,31790.985,389.049,250.355,114.599,2.938,0.504,1.05,0,0,0,0,0,0,0,0,11734,1140563,670.295,6.896,8828,5.188,0.048,20.7,60.19,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,0,2,77.29,0.846
Bangladesh,321615,1929,2117.286,4412,29,34,1952.858,11.713,12.856,26.79,0.176,0.206,0.9,0,0,0,0,0,0,0,0,13073,1608074,9.764,0.079,12998,0.079,0.163,6.1,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
Barbados,178,1,1.714,7,0,0,619.408,3.48,5.965,24.359,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.89,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8
Belarus,72485,183,162.714,701,5,4.857,7670.922,19.366,17.22,74.185,0.529,0.514,1.11,0,0,0,0,0,0,0,0,0,0,0,0,8359,0.885,0.019,51.4,16.67,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,0,11,74.79,0.808
Belgium,87174,630,460.286,9901,2,2.143,7521.733,54.359,39.715,854.299,0.173,0.185,1.14,52,4.487,215,18.551,0,0,0,0,26583,2420426,208.844,2.294,22600,1.95,0.02,49.1,52.78,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,0,5.64,81.63,0.916
Belize,1152,51,40.286,15,2,0.429,2897.231,128.263,101.317,37.724,5.03,1.078,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.22,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,90.083,1.3,74.62,0.708
Benin,2194,0,7,40,0,0,180.975,0,0.577,3.299,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.515
Bhutan,228,1,4.714,0,0,0,295.485,1.296,6.11,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.35,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,79.807,1.7,71.78,0.612
Bolivia,119580,799,738.714,5343,55,71,10244.128,68.448,63.284,457.722,4.712,6.082,0.86,0,0,0,0,0,0,0,0,2286,247536,21.206,0.196,2080,0.178,0.355,2.8,84.26,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,25.383,1.1,71.51,0.693
Bosnia and Herzegovina,21142,338,275.429,639,3,6.857,6444.13,103.023,83.951,194.769,0.914,2.09,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.768
Botswana,2002,278,62.857,8,2,0.714,851.326,118.216,26.729,3.402,0.85,0.304,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.78,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,0,1.8,69.59,0.717
Brazil,4091801,50163,40999.714,125502,888,856.857,19250.152,235.995,192.886,590.433,4.178,4.031,0.95,0,0,0,0,0,0,0,0,0,0,0,0,65943,0.31,0,0,69.91,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,0,2.2,75.88,0.759
