country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,6,0,0,4.213
Albania,6,0,0,3.127
Algeria,6,0,0,3.375
Andorra,6,0,0,0
Angola,6,0,0,0.091
Antigua and Barbuda,3,0,0,10.212
Argentina,6,0,0,2.301
Armenia,1,0,0,27.672
Australia,6,0,0,0.471
Austria,4,38.639,13.768,8.772
Azerbaijan,3,0,0,4.931
Bahamas,6,0,0,0
Bahrain,0,0,0,76.399
Bangladesh,6,0,0,3.467
Barbados,6,0,0,0
Belarus,0,0,0,94.187
Belgium,5,268.257,59.536,44.264
Belize,6,0,0,0
Benin,6,0,0,2.145
Bhutan,6,0,0,0
Bolivia,3,0,0,5.311
Bosnia and Herzegovina,3,0,0,7.315
Botswana,6,0,0,0
Brazil,1,0,0,23.593
Brunei,6,0,0,0
Bulgaria,4,45.622,6.188,7.052
Burkina Faso,6,0,0,0.191
Burundi,6,0,0,0
Cambodia,6,0,0,0
Cameroon,6,0,0,0
Canada,0,0,0,49.971
Cape Verde,6,0,0,1.799
Central African Republic,3,0,0,4.555
Chad,6,0,0,0
Chile,0,0,0,51.527
China,6,0,0,0.002
Colombia,3,0,0,9.807
Comoros,6,0,0,0
Congo,6,0,0,1.631
Costa Rica,6,0,0,1.178
Cote d'Ivoire,6,0,0,2.199
Croatia,4,59.679,0,2.192
Cuba,6,0,0,3.178
Cyprus,3,0,0,7.992
Czechia,3,22.785,5.136,5.136
Democratic Republic of Congo,6,0,0,0.357
Denmark,4,42.989,10.531,26.415
Djibouti,3,0,0,8.097
Dominica,6,0,0,0
Dominican Republic,1,0,0,29.13
Ecuador,0,0,0,79.465
Egypt,6,0,0,3.498
El Salvador,6,0,0,4.471
Equatorial Guinea,6,0,0,0
Eritrea,6,0,0,0
Estonia,4,56.538,6.785,3.769
Eswatini,3,0,0,5.172
Ethiopia,6,0,0,0.017
Fiji,6,0,0,0
Finland,4,33.389,8.844,10.107
France,5,395.398,58.508,0.092
Gabon,6,0,0,0
Gambia,6,0,0,0.414
Georgia,3,0,0,6.768
Germany,3,0,0,12.747
Ghana,6,0,0,0
Greece,6,0,0,2.015
Grenada,6,0,0,0
Guatemala,6,0,0,2.512
Guinea,6,0,0,3.198
Guinea-Bissau,1,0,0,26.423
Guyana,6,0,0,0
Haiti,6,0,0,0.351
Honduras,6,0,0,3.332
Hungary,4,101.756,0,9.109
Iceland,6,17.582,0,2.93
India,6,0,0,1.735
Indonesia,6,0,0,1.583
International,6,0,0,0
Iran,3,0,0,11.977
Iraq,6,0,0,1.691
Ireland,4,149.864,20.049,44.757
Israel,3,0,0,13.402
Italy,5,316.679,26.099,32.5
Jamaica,6,0,0,3.377
Japan,6,0,0,2.166
Jordan,6,0,0,0.588
Kazakhstan,3,0,0,10.385
Kenya,6,0,0,0.279
Kosovo,6,0,0,3.622
Kuwait,0,0,0,82.659
Kyrgyzstan,6,0,0,1.533
Laos,6,0,0,0
Latvia,3,18.026,0,6.362
Lebanon,6,0,0,0.586
Lesotho,6,0,0,0
Liberia,6,0,0,2.175
Libya,6,0,0,0.291
Liechtenstein,6,0,0,0
Lithuania,3,0,0,5.143
Luxembourg,5,166.141,39.938,28.755
Madagascar,6,0,0,0.144
Malawi,6,0,0,0
Malaysia,6,0,0,2.132
Maldives,0,0,0,42.55
Mali,6,0,0,0.889
Malta,3,2.265,4.53,4.53
Marshall Islands,6,0,0,0
Mauritania,6,0,0,0
Mauritius,6,0,0,0
Mexico,3,0,0,11.75
Moldova,1,0,0,20.575
Monaco,6,0,0,0
Mongolia,6,0,0,0
Montenegro,6,0,0,0
Morocco,6,0,0,3.956
Mozambique,6,0,0,0.096
Myanmar,6,0,0,0
Namibia,6,0,0,0
Nepal,6,0,0,0.069
Netherlands,1,0,39.452,27.838
New Zealand,6,0,0,1.244
Nicaragua,6,0,0,0
Niger,6,0,0,0.372
Nigeria,6,0,0,1.155
North Macedonia,3,0,0,13.92
Norway,3,15.126,0,8.301
Oman,1,0,0,19.387
Pakistan,3,0,0,4.477
Palestine,6,0,0,1.764
Panama,0,0,0,43.571
Papua New Guinea,6,0,0,0
Paraguay,3,0,0,9.394
Peru,0,0,0,105.636
Philippines,6,0,0,2.592
Poland,4,73.692,0,6.024
Portugal,4,87.479,15.103,30.01
Qatar,2,0,0,238.454
Romania,3,0,12.943,16.998
Russia,0,0,0,54.36
Rwanda,6,0,0,0.463
Saint Kitts and Nevis,6,0,0,0
Saint Lucia,6,0,0,0
Saint Vincent and the Grenadines,6,0,0,0
Samoa,6,0,0,0
San Marino,2,0,0,324.12
Sao Tome and Principe,3,0,0,9.126
Saudi Arabia,1,0,0,38.605
Senegal,3,0,0,5.435
Serbia,6,0,0,0
Seychelles,6,0,0,0
Sierra Leone,6,0,0,1.504
Singapore,2,0,0,159.307
Slovakia,6,7.876,0,1.282
Slovenia,4,27.899,10.101,2.405
Solomon Islands,6,0,0,0
Somalia,6,0,0,0
South Africa,3,0,0,5.126
South Korea,6,0,0,0.117
South Sudan,6,0,0,0.893
Spain,1,0,0,38.092
Sri Lanka,6,0,0,1.261
Sudan,6,0,0,2.075
Suriname,6,0,0,0
Sweden,0,0,0,52.677
Switzerland,3,0,0,13.75
Syria,6,0,0,0.057
Taiwan,6,0,0,0
Tajikistan,6,0,0,0
Tanzania,6,0,0,0
Thailand,6,0,0,0.086
Timor,6,0,0,0
Togo,6,0,0,0.846
Trinidad and Tobago,6,0,0,0
Tunisia,6,0,0,0.338
Turkey,1,0,0,25.943
Uganda,6,0,0,0.044
Ukraine,3,0,0,10.404
United Arab Emirates,0,0,0,56.317
United Kingdom,5,192.455,32.083,69.676
United States,5,165.745,38.806,103.443
Uruguay,6,0,0,1.439
Uzbekistan,6,0,0,1.404
Vanuatu,6,0,0,0
Vatican,6,0,0,0
Venezuela,6,0,0,0.07
Vietnam,6,0,0,0
Yemen,6,0,0,0.034
Zambia,6,0,0,0.163
Zimbabwe,6,0,0,0
