country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,3,0,0,7.963
Albania,6,0,0,11.467
Algeria,3,0,0,3.398
Andorra,3,0,0,0
Angola,3,0,0,0.091
Antigua and Barbuda,3,0,0,0
Argentina,1,0,0,47.482
Armenia,0,0,0,107.99
Australia,3,0,0,0.706
Austria,3,6.551,1.11,4.33
Azerbaijan,1,0,0,47.144
Bahamas,3,0,0,0
Bahrain,4,0,0,377.883
Bangladesh,6,0,0,21.131
Barbados,3,0,0,0
Belarus,1,0,0,54.819
Belgium,5,25.281,3.624,0
Belize,3,0,0,2.515
Benin,3,0,0,3.464
Bhutan,3,0,0,0
Bolivia,0,0,0,94.663
Bosnia and Herzegovina,1,0,0,76.81
Botswana,3,0,0,0
Brazil,0,0,0,108.812
Brunei,3,0,0,0
Bulgaria,2,46.341,1.871,11.369
Burkina Faso,3,0,0,0
Burundi,3,0,0,0
Cambodia,3,0,0,0.06
Cameroon,3,0,0,5.613
Canada,3,0,0,9.008
Cape Verde,0,0,0,97.124
Central African Republic,6,0,0,32.093
Chad,3,0,0,0
Chile,4,0,0,241.052
China,3,0,0,0.036
Colombia,1,0,0,49.742
Comoros,3,0,0,0
Congo,1,0,0,36.969
Costa Rica,6,0,0,12.564
Cote d'Ivoire,3,0,0,7.013
Croatia,3,2.192,0,4.628
Cuba,3,0,0,0.265
Cyprus,3,0,0,2.283
Czechia,3,7.003,0.84,2.334
Democratic Republic of Congo,3,0,0,1.094
Denmark,6,6.388,1.209,23.48
Djibouti,6,0,0,17.206
Dominica,3,0,0,0
Dominican Republic,1,0,0,63.883
Ecuador,3,0,0,0
Egypt,6,0,0,15.4
El Salvador,6,0,0,28.06
Equatorial Guinea,3,0,0,0
Eritrea,3,0,0,0
Estonia,3,4.523,0.754,0
Eswatini,3,0,0,6.896
Ethiopia,3,0,0,1.139
Fiji,3,0,0,0
Finland,3,3.79,0.361,0.18
France,2,147.809,10.31,5.714
Gabon,0,0,0,139.73
Gambia,3,0,0,1.655
Georgia,3,0,0,0.501
Germany,3,0,0,5.92
Ghana,3,0,0,0
Greece,3,0,0,2.015
Grenada,3,0,0,0
Guatemala,6,0,0,34.83
Guinea,3,0,0,0
Guinea-Bissau,3,0,0,7.622
Guyana,6,0,0,26.699
Haiti,6,0,0,11.752
Honduras,1,0,0,59.265
Hungary,5,19.047,0,0.828
Iceland,3,0,0,0
India,3,0,0,10.821
Indonesia,3,0,0,3.488
International,3,0,0,0
Iran,6,0,0,30.634
Iraq,1,0,0,44.95
Ireland,3,8.708,3.24,0.81
Israel,1,0,0,39.859
Italy,5,35.808,2.1,3.655
Jamaica,3,0,0,2.026
Japan,3,0,0,0.316
Jordan,3,0,0,0.882
Kazakhstan,6,0,0,26.575
Kenya,3,0,0,1.097
Kosovo,1,0,0,49.67
Kuwait,0,0,0,150.097
Kyrgyzstan,3,0,0,0
Laos,3,0,0,0
Latvia,3,4.771,0,0
Lebanon,3,0,0,2.344
Lesotho,3,0,0,3.734
Liberia,3,0,0,4.745
Libya,3,0,0,3.493
Liechtenstein,3,0,0,0
Lithuania,3,0,0,1.102
Luxembourg,5,23.963,1.598,1.598
Madagascar,3,0,0,1.589
Malawi,3,0,0,0.993
Malaysia,3,0,0,0.463
Maldives,6,0,0,25.9
Mali,3,0,0,1.383
Malta,3,2.265,2.265,0
Marshall Islands,3,0,0,0
Mauritania,6,0,0,29.465
Mauritius,3,0,0,2.359
Mexico,6,0,0,35.499
Moldova,1,0,0,40.407
Monaco,6,0,0,25.482
Mongolia,3,0,0,0.61
Montenegro,3,0,0,7.961
Morocco,3,0,0,5.283
Mozambique,3,0,0,0.128
Myanmar,3,0,0,0.018
Namibia,3,0,0,3.148
