country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,4,0,0,1.644
Albania,2,0,0,54.903
Algeria,4,0,0,2.942
Andorra,4,0,0,0
Angola,4,0,0,5.933
Antigua and Barbuda,4,0,0,0
Argentina,6,0,0,326.137
Armenia,3,0,0,137.012
Australia,4,0,0,0.314
Austria,5,44.08,11.214,102.483
Azerbaijan,4,0,0,14.104
Bahamas,6,0,0,272.093
Bahrain,3,0,0,211.568
Bangladesh,4,0,0,9.102
Barbados,4,0,0,0
Belarus,2,0,0,41.696
Belgium,3,82.142,16.308,180.161
Belize,0,0,0,118.203
Benin,4,0,0,0
Bhutan,4,0,0,1.296
Bolivia,2,0,0,30.926
Bosnia and Herzegovina,0,0,0,79.553
Botswana,4,0,0,0
Brazil,3,0,0,197.15
Brunei,4,0,0,0
Bulgaria,1,139.743,8.203,62.748
Burkina Faso,4,0,0,0.622
Burundi,4,0,0,0
Cambodia,4,0,0,0
Cameroon,4,0,0,0
Canada,2,0,0,62.847
Cape Verde,3,0,0,152.881
Central African Republic,4,0,0,1.449
Chad,4,0,0,0.913
Chile,0,0,0,81.606
China,4,0,0,0.01
Colombia,3,0,0,150.345
Comoros,4,0,0,4.6
Congo,4,0,0,0
Costa Rica,3,0,0,198.857
Cote d'Ivoire,4,0,0,0.682
Croatia,1,81.359,0,69.91
Cuba,4,0,0,3.355
Cyprus,2,0,0,33.109
Czechia,6,145.952,33.056,416.099
Democratic Republic of Congo,4,0,0,0.123
Denmark,5,21.408,2.59,55.592
Djibouti,4,0,0,2.024
Dominica,4,0,0,0
Dominican Republic,2,0,0,29.222
Ecuador,2,0,0,40.639
Egypt,4,0,0,1.182
El Salvador,4,0,0,14.646
Equatorial Guinea,4,0,0,4.989
Eritrea,4,0,0,0
Estonia,2,29.4,3.769,31.661
Eswatini,4,0,0,16.377
Ethiopia,4,0,0,4.923
Fiji,4,0,0,0
Finland,2,0,0,40.969
France,1,113.017,21.709,175.37
Gabon,4,0,0,0
Gambia,4,0,0,7.862
Georgia,3,0,0,137.622
Germany,2,0,0,29.29
Ghana,4,0,0,0
Greece,2,0,0,38.281
Grenada,4,0,0,0
Guatemala,2,0,0,38.402
Guinea,4,0,0,4.797
Guinea-Bissau,4,0,0,0
Guyana,4,0,0,0
Haiti,4,0,0,0.965
Honduras,2,0,0,64.818
Hong Kong,4,0,0,0
Hungary,1,64.904,0,84.676
Iceland,6,52.747,0,295.971
India,2,0,0,52.209
Indonesia,4,0,0,14.829
International,4,0,0,0
Iran,2,0,0,49.421
Iraq,0,0,0,103.723
Ireland,0,30.378,4.86,85.868
Israel,6,0,0,545.778
Italy,5,65.231,5.276,44.276
Jamaica,2,0,0,32.757
Japan,4,0,0,4.056
Jordan,3,0,0,150.64
Kazakhstan,4,0,0,3.195
Kenya,4,0,0,2.548
Kosovo,4,0,0,17.591
Kuwait,3,0,0,158.293
Kyrgyzstan,2,0,0,25.137
Laos,4,0,0,0
Latvia,2,16.965,0,36.051
Lebanon,3,0,0,184.75
Lesotho,4,0,0,0
Liberia,4,0,0,0
Libya,3,0,0,150.045
Liechtenstein,0,0,0,78.664
Lithuania,5,57.305,0,29.754
Luxembourg,5,33.548,3.195,86.265
Madagascar,4,0,0,1.083
Malawi,4,0,0,0.105
Malaysia,2,0,0,21.35
Maldives,0,0,0,99.9
Mali,4,0,0,0.296
Malta,0,0,0,106.446
Marshall Islands,4,0,0,0
Mauritania,4,0,0,1.29
Mauritius,4,0,0,6.29
Mexico,2,0,0,37.446
Moldova,3,0,0,206.001
Monaco,2,0,0,25.482
Mongolia,4,0,0,0
Montenegro,6,0,0,358.245
Morocco,0,0,0,69.167
Mozambique,4,0,0,3.263
Myanmar,2,0,0,23.011
Namibia,4,0,0,7.478
Nepal,2,0,0,53.232
Netherlands,6,0,14.065,267.058
New Zealand,4,0,0,0.622
Nicaragua,4,0,0,14.19
Niger,4,0,0,0
Nigeria,4,0,0,0.572
North Macedonia,0,0,0,107.038
Norway,2,4.058,0,33.018
Oman,3,0,0,163.317
Pakistan,4,0,0,2.825
Palestine,0,0,0,93.111
Panama,3,0,0,158.294
Papua New Guinea,4,0,0,0.112
Paraguay,3,0,0,130.669
Peru,2,0,0,55.502
Philippines,4,0,0,18.899
Poland,1,98.265,0,59.081
Portugal,1,71.788,10.199,41.876
Qatar,0,0,0,87.121
Romania,0,0,31.605,110.252
Russia,0,0,0,78.672
Rwanda,4,0,0,0.463
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,4,0,0,0
Sao Tome and Principe,4,0,0,4.563
Saudi Arabia,4,0,0,13.701
Senegal,4,0,0,1.135
Serbia,4,0,0,17.635
Seychelles,4,0,0,20.338
Sierra Leone,4,0,0,1.003
Singapore,4,0,0,1.88
Slovakia,5,46.89,0,58.612
Slovenia,5,53.393,9.62,43.772
Solomon Islands,4,0,0,0
Somalia,4,0,0,0
South Africa,4,0,0,17.316
South Korea,4,0,0,2.224
South Sudan,4,0,0,0.715
Spain,6,228.768,33.023,256.615
Sri Lanka,2,0,0,34.511
Sudan,4,0,0,0
Suriname,4,0,0,18.751
