country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,5,0,0,6.73
Albania,5,0,0,4.517
Algeria,5,0,0,4.515
Andorra,5,0,0,0
Angola,5,0,0,0
Antigua and Barbuda,5,0,0,0
Argentina,5,0,0,5.819
Armenia,6,0,0,63.782
Australia,5,0,0,0.392
Austria,5,16.544,5.33,4.552
Azerbaijan,1,0,0,13.413
Bahamas,5,0,0,0
Bahrain,2,0,0,122.827
Bangladesh,1,0,0,7.73
Barbados,5,0,0,6.96
Belarus,2,0,0,102.547
Belgium,4,139.263,29.509,25.109
Belize,5,0,0,0
Benin,5,0,0,0
Bhutan,5,0,0,0
Bolivia,1,0,0,22.445
Bosnia and Herzegovina,5,0,0,7.01
Botswana,5,0,0,0.425
Brazil,6,0,0,35.609
Brunei,5,0,0,0
Bulgaria,0,46.485,6.62,5.181
Burkina Faso,5,0,0,0.67
Burundi,5,0,0,0.673
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,6,0,0,29.834
Cape Verde,5,0,0,0
Central African Republic,5,0,0,0
Chad,5,0,0,1.766
Chile,2,0,0,123.089
China,5,0,0,0.007
Colombia,1,0,0,12.48
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,5,0,0,1.963
Cote d'Ivoire,5,0,0,1.82
Croatia,0,31.667,0,0.487
Cuba,5,0,0,0.883
Cyprus,5,0,0,2.283
Czechia,5,10.272,3.268,1.868
Democratic Republic of Congo,5,0,0,0
Denmark,1,22.962,4.661,11.913
Djibouti,2,0,0,70.85
Dominica,5,0,0,0
Dominican Republic,1,0,0,18.805
Ecuador,1,0,0,23.749
Egypt,5,0,0,4.984
El Salvador,1,0,0,11.255
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,0,31.661,4.523,3.015
Eswatini,5,0,0,0.862
Ethiopia,5,0,0,0.096
Fiji,5,0,0,0
Finland,1,21.297,5.234,11.009
France,4,295.71,31.36,0.965
Gabon,5,0,0,0
Gambia,5,0,0,0
Georgia,5,0,0,3.008
Germany,1,0,0,7.364
Ghana,5,0,0,0
Greece,5,0,0,1.439
Grenada,5,0,0,0
Guatemala,5,0,0,0
Guinea,5,0,0,0
Guinea-Bissau,1,0,0,10.671
Guyana,5,0,0,0
Haiti,1,0,0,8.595
Honduras,1,0,0,8.178
Hungary,0,58.176,0,3.727
Iceland,5,0,0,0
India,5,0,0,3.659
Indonesia,5,0,0,1.788
International,5,0,0,0
Iran,1,0,0,21.502
Iraq,5,0,0,3.58
Ireland,0,79.995,10.328,12.961
Israel,5,0,0,1.733
Italy,4,183.14,12.603,11.164
Jamaica,5,0,0,1.013
Japan,5,0,0,0.19
Jordan,5,0,0,0.588
Kazakhstan,1,0,0,16.35
Kenya,5,0,0,1.06
Kosovo,1,0,0,11.9
Kuwait,3,0,0,245.401
Kyrgyzstan,5,0,0,3.219
Laos,5,0,0,0
Latvia,5,12.724,0,5.832
Lebanon,5,0,0,1.319
Lesotho,5,0,0,0
Liberia,5,0,0,0.593
Libya,5,0,0,0
Liechtenstein,5,0,0,0
Lithuania,5,0,0,2.571
Luxembourg,0,73.485,12.78,23.963
Madagascar,5,0,0,0.758
Malawi,5,0,0,0.261
Malaysia,5,0,0,0.68
Maldives,6,0,0,29.6
