country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,0,0,0,8.323
Albania,3,0,0,18.069
Algeria,2,0,0,3.557
Andorra,6,0,0,0
Angola,6,0,0,0.091
Antigua and Barbuda,6,0,0,0
Argentina,1,0,0,50.27
Armenia,4,0,0,141.062
Australia,6,0,0,1.137
Austria,2,6.329,1.221,3.109
Azerbaijan,1,0,0,50.103
Bahamas,6,0,0,0
Bahrain,4,0,0,384.936
Bangladesh,3,0,0,20.718
Barbados,6,0,0,0
Belarus,1,0,0,49.104
Belgium,3,24.246,3.538,22.434
Belize,6,0,0,0
Benin,2,0,0,3.547
Bhutan,2,0,0,2.592
Bolivia,1,0,0,76.758
Bosnia and Herzegovina,3,0,0,19.203
Botswana,6,0,0,0
Brazil,4,0,0,185.529
Brunei,6,0,0,0
Bulgaria,5,49.076,1.583,18.709
Burkina Faso,6,0,0,0.191
Burundi,6,0,0,0
Cambodia,6,0,0,0
Cameroon,0,0,0,8.627
Canada,0,0,0,9.247
Cape Verde,1,0,0,68.347
Central African Republic,3,0,0,18.22
Chad,6,0,0,0.122
Chile,4,0,0,198.993
China,6,0,0,0.02
Colombia,1,0,0,46.951
Comoros,3,0,0,20.699
Congo,6,0,0,0
Costa Rica,3,0,0,17.864
Cote d'Ivoire,0,0,0,8.606
Croatia,0,3.897,0,7.308
Cuba,6,0,0,0.265
Cyprus,2,0,0,2.283
Czechia,0,7.097,0.84,11.859
Democratic Republic of Congo,6,0,0,1.15
Denmark,2,5.525,1.381,5.87
Djibouti,3,0,0,18.219
Dominica,6,0,0,0
Dominican Republic,1,0,0,52.176
Ecuador,1,0,0,56.85
Egypt,0,0,0,13.016
El Salvador,3,0,0,25.439
Equatorial Guinea,6,0,0,0
Eritrea,6,0,0,0
Estonia,6,4.523,0.754,0.754
Eswatini,3,0,0,26.72
Ethiopia,6,0,0,1.609
Fiji,6,0,0,0
Finland,2,0,0,1.985
France,5,144.714,10.019,7.921
Gabon,1,0,0,49.422
Gambia,6,0,0,0.414
