country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,3,0,0,7.758
Albania,2,0,0,31.274
Algeria,3,0,0,9.418
Andorra,5,0,0,0
Angola,5,0,0,0.396
Antigua and Barbuda,5,0,0,-10.212
Argentina,1,0,0,62.948
Armenia,6,0,0,223.405
Australia,3,0,0,7.608
Austria,3,7.217,0.777,12.103
Azerbaijan,1,0,0,57.5
Bahamas,5,0,0,0
Bahrain,6,0,0,336.745
Bangladesh,2,0,0,18.908
Barbados,5,0,0,0
Belarus,2,0,0,31.642
Belgium,3,14.496,2.761,11.131
Belize,5,0,0,5.03
Benin,5,0,0,0
Bhutan,5,0,0,0
Bolivia,0,0,0,110.511
Bosnia and Herzegovina,1,0,0,53.036
Botswana,2,0,0,21.262
Brazil,6,0,0,198.641
Brunei,5,0,0,0
Bulgaria,4,64.763,4.174,26.193
Burkina Faso,5,0,0,0.622
Burundi,5,0,0,1.766
Cambodia,5,0,0,0
Cameroon,5,0,0,0
Canada,3,0,0,8.452
Cape Verde,0,0,0,145.687
Central African Republic,2,0,0,26.916
Chad,5,0,0,0.183
Chile,6,0,0,185.602
China,5,0,0,0.006
Colombia,1,0,0,66.722
Comoros,3,0,0,6.9
Congo,2,0,0,31.714
Costa Rica,1,0,0,56.536
Cote d'Ivoire,3,0,0,9.553
Croatia,2,21.436,0,23.385
Cuba,5,0,0,0.706
Cyprus,5,0,0,0
Czechia,3,6.63,1.027,13.167
Democratic Republic of Congo,5,0,0,1.362
Denmark,3,4.661,1.036,2.935
Djibouti,2,0,0,21.255
Dominica,5,0,0,0
Dominican Republic,1,0,0,87.667
Ecuador,1,0,0,67.392
Egypt,3,0,0,13.798
El Salvador,2,0,0,41.164
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0
Estonia,5,2.262,0.754,0.754
Eswatini,2,0,0,31.03
Ethiopia,5,0,0,0
Fiji,5,0,0,0
Finland,5,3.61,0,0.18
France,4,121.734,8.166,8.916
Gabon,1,0,0,48.074
Gambia,5,0,0,0
Georgia,5,0,0,1.003
Germany,5,0,0,4.894
Ghana,2,0,0,40.357
Greece,5,0,0,2.686
Grenada,5,0,0,0
Guatemala,1,0,0,68.153
Guinea,5,0,0,5.406
Guinea-Bissau,1,0,0,56.402
Guyana,3,0,0,7.628
Haiti,3,0,0,11.313
Honduras,0,0,0,100.559
Hungary,3,15.527,0,0.621
Iceland,5,0,0,0
India,2,0,0,16.501
Indonesia,5,0,0,4.756
International,5,0,0,0
Iran,2,0,0,30.55
Iraq,1,0,0,57.48
Ireland,5,4.05,2.025,1.823
Israel,0,0,0,108.485
Italy,3,17.118,1.307,3.688
Jamaica,5,0,0,2.026
Japan,5,0,0,1.028
Jordan,5,0,0,1.078
Kazakhstan,0,0,0,167.495
Kenya,5,0,0,4.594
Kosovo,2,0,0,37.77
Kuwait,6,0,0,190.373
Kyrgyzstan,2,0,0,17.014
Laos,5,0,0,0
Latvia,5,2.121,0,0
Lebanon,5,0,0,4.981
Lesotho,5,0,0,0
Liberia,5,0,0,2.768
Libya,5,0,0,3.929
Liechtenstein,5,0,0,0
Lithuania,5,0,0,1.102
Luxembourg,1,27.158,4.793,83.07
Madagascar,5,0,0,3.936
Malawi,3,0,0,8.155
Malaysia,5,0,0,0.154
Maldives,2,0,0,18.5
Mali,5,0,0,1.235
Malta,5,0,0,2.265
Marshall Islands,5,0,0,0
Mauritania,2,0,0,21.292
Mauritius,5,0,0,0
Mexico,1,0,0,52.275
Moldova,1,0,0,73.129
Monaco,5,0,0,0
Mongolia,5,0,0,0
Montenegro,1,0,0,74.833
Morocco,3,0,0,8.643
Mozambique,5,0,0,0.672
Myanmar,5,0,0,0.037
Namibia,2,0,0,22.433
Nepal,2,0,0,25.397
Netherlands,5,0,2.159,4.377
New Zealand,5,0,0,0
Nicaragua,5,0,0,0
Niger,5,0,0,0.041
Nigeria,5,0,0,2.202
North Macedonia,1,0,0,77.758
Norway,5,2.767,0,3.505
Oman,6,0,0,269.062
Pakistan,5,0,0,0
Palestine,1,0,0,49.79
Panama,6,0,0,175.676
Papua New Guinea,5,0,0,0
Paraguay,3,0,0,6.449
Peru,0,0,0,109.032
Philippines,3,0,0,13.971
Poland,4,46.054,0,6.843
Portugal,4,48.545,7.061,36.679
Qatar,6,0,0,262.403
Romania,2,0,11.644,21.832
Russia,1,0,0,45.98
Rwanda,5,0,0,1.39
Saint Kitts and Nevis,5,0,0,0
Saint Lucia,2,0,0,16.337
Saint Vincent and the Grenadines,5,0,0,0
Samoa,5,0,0,0
San Marino,5,0,0,0
Sao Tome and Principe,3,0,0,9.126
Saudi Arabia,0,0,0,120.441
Senegal,3,0,0,6.57
Serbia,1,0,0,45.41
Seychelles,5,0,0,0
Sierra Leone,5,0,0,0.752
Singapore,2,0,0,28.887
Slovakia,5,0.733,0,3.663
Slovenia,3,4.81,0,7.696
Solomon Islands,5,0,0,0
Somalia,5,0,0,0
South Africa,0,0,0,152.811
South Korea,5,0,0,1.229
South Sudan,5,0,0,0
Spain,3,0,0,9.454
Sri Lanka,5,0,0,0.14
Sudan,5,0,0,2.052
Suriname,2,0,0,23.865
Sweden,1,0,0,69.213
Switzerland,3,0,0,15.483
Syria,5,0,0,0.914
Taiwan,5,0,0,0.042
Tajikistan,5,0,0,0
Tanzania,5,0,0,0
Thailand,5,0,0,0.014
Timor,5,0,0,0
Togo,5,0,0,0.483
Trinidad and Tobago,5,0,0,0
Tunisia,5,0,0,0.254
Turkey,3,0,0,13.896
Uganda,5,0,0,0.197
Ukraine,2,0,0,20.213
United Arab Emirates,1,0,0,67.945
United Kingdom,4,40.2,3.403,7.395
United States,0,114.582,16.909,156.618
Uruguay,5,0,0,1.439
