country,cluster,new_cases_per_million,icu_patients_per_million,hosp_patients_per_million
Afghanistan,5,0,0,0.103
Albania,0,0,0,46.216
Algeria,3,0,0,7.936
Andorra,4,0,0,673.008
Angola,5,0,0,0.913
Antigua and Barbuda,5,0,0,0
Argentina,4,0,0,205.971
Armenia,3,0,0,10.462
Australia,5,0,0,2.863
Austria,1,13.657,3.442,30.201
Azerbaijan,3,0,0,12.427
Bahamas,2,0,0,127.146
Bahrain,4,0,0,233.9
Bangladesh,1,0,0,13.201
Barbados,5,0,0,3.48
Belarus,1,0,0,16.509
Belgium,1,20.967,6.385,16.739
Belize,0,0,0,35.209
Benin,5,0,0,0
Bhutan,5,0,0,1.296
Bolivia,0,0,0,53.971
Bosnia and Herzegovina,0,0,0,52.121
Botswana,5,0,0,0
Brazil,4,0,0,216.227
Brunei,5,0,0,0
Bulgaria,6,104.628,9.355,10.938
Burkina Faso,5,0,0,0.526
Burundi,5,0,0,0
Cambodia,5,0,0,0.06
Cameroon,5,0,0,0
Canada,1,0,0,27.29
Cape Verde,0,0,0,57.555
Central African Republic,5,0,0,2.278
Chad,5,0,0,0.061
Chile,2,0,0,91.65
China,5,0,0,0.013
Colombia,2,0,0,141.305
Comoros,5,0,0,0
Congo,5,0,0,0
Costa Rica,4,0,0,311.732
Cote d'Ivoire,3,0,0,4.511
Croatia,6,61.141,0,35.564
Cuba,3,0,0,5.209
Cyprus,5,0,0,1.142
Czechia,1,16.061,3.268,23.438
Democratic Republic of Congo,5,0,0,0.581
Denmark,1,3.971,0.691,16.229
Djibouti,5,0,0,2.024
Dominica,5,0,0,0
Dominican Republic,0,0,0,43.695
Ecuador,3,0,0,6.745
Egypt,5,0,0,2.072
El Salvador,1,0,0,14.492
Equatorial Guinea,5,0,0,0
Eritrea,5,0,0,0.282
Estonia,5,6.785,0,1.508
Eswatini,1,0,0,13.791
Ethiopia,3,0,0,8.777
Fiji,5,0,0,0
Finland,5,1.805,0.18,1.624
France,6,69.921,6.174,48.611
Gabon,3,0,0,12.58
Gambia,5,0,0,0
Georgia,3,0,0,4.512
Germany,1,0,0,17.867
Ghana,5,0,0,2.993
Greece,1,0,0,17.557
Grenada,5,0,0,0
