Nation,Similarity Score
Afghanistan,149
Albania,65
Algeria,93
Andorra,108
Angola,143
Antigua and Barbuda,142
Argentina,59
Armenia,63
Australia,98
Austria,40
Azerbaijan,78
Bahamas,83
Bahrain,54
Bangladesh,97
Barbados,125
Belarus,78
Belgium,41
Belize,90
Benin,149
Bhutan,139
Bolivia,91
Bosnia and Herzegovina,75
Botswana,141
Brazil,66
Brunei,143
Bulgaria,54
Burkina Faso,145
Burundi,156
Cambodia,149
Cameroon,142
Canada,68
Cape Verde,76
Central African Republic,155
Chad,152
Chile,66
Colombia,71
Comoros,148
Congo,144
Costa Rica,73
Cote d'Ivoire,132
Croatia,44
Cuba,116
Cyprus,83
Czechia,54
Democratic Republic of Congo,153
Denmark,61
Dominica,144
Dominican Republic,72
Ecuador,72
Egypt,132
El Salvador,88
Equatorial Guinea,154
Eritrea,153
Estonia,54
Eswatini,88
Ethiopia,123
Fiji,151
Finland,69
France,36
Gabon,135
Gambia,120
Georgia,75
Germany,56
Ghana,116
Greece,59
Grenada,153
Guatemala,80
Guinea,130
Guinea-Bissau,148
Guyana,84
Haiti,139
Honduras,83
Hungary,57
Iceland,57
India,85
Indonesia,85
International,157
Iran,55
Iraq,58
Ireland,50
Israel,49
Italy,32
Jamaica,91
Japan,84
Jordan,85
Kazakhstan,95
Kenya,107
Kosovo,72
Kuwait,61
Kyrgyzstan,77
Laos,156
Latvia,74
Lebanon,56
Lesotho,136
Liberia,150
Libya,81
Liechtenstein,108
Lithuania,74
Luxembourg,53
Madagascar,125
Malawi,149
Malaysia,95
Maldives,73
Mali,147
Malta,71
Marshall Islands,156
Mauritania,134
Mauritius,154
Mexico,78
Moldova,71
Monaco,94
Mongolia,152
Montenegro,72
Morocco,70
Mozambique,130
Myanmar,115
Namibia,91
Nepal,88
Netherlands,56
New Zealand,136
Nicaragua,150
Niger,156
Nigeria,148
North Macedonia,66
Norway,54
Oman,89
Pakistan,122
Palestine,63
Panama,62
Papua New Guinea,154
Paraguay,67
Peru,80
Philippines,73
Poland,46
Portugal,41
Qatar,62
Romania,65
Russia,66
Rwanda,138
Saint Kitts and Nevis,154
Saint Lucia,142
Saint Vincent and the Grenadines,150
Samoa,155
San Marino,115
Sao Tome and Principe,148
Saudi Arabia,83
Senegal,120
Serbia,69
Seychelles,139
Sierra Leone,146
Slovakia,70
Slovenia,53
Solomon Islands,161
Somalia,152
South Africa,73
South Korea,91
South Sudan,152
Spain,85
Sri Lanka,130
Sudan,148
Suriname,105
Sweden,80
Switzerland,69
Syria,131
Taiwan,140
Tajikistan,132
Tanzania,156
Timor,155
Togo,138
Trinidad and Tobago,86
Tunisia,84
Turkey,86
Uganda,135
Ukraine,80
United Arab Emirates,70
United Kingdom,34
United States,40
Uruguay,97
Uzbekistan,96
Vanuatu,158
Vatican,154
Venezuela,82
Yemen,158
Zambia,121
Zimbabwe,126
Thailand,144
Vietnam,152
China,118
Singapore,74
Hong Kong,40
