Nation,Similarity Score
Afghanistan,62
Albania,93
Algeria,50
Andorra,58
Angola,53
Antigua and Barbuda,60
Argentina,93
Armenia,107
Australia,45
Austria,51
Azerbaijan,94
Bahamas,85
Bahrain,59
Bangladesh,59
Barbados,56
Belarus,72
Belgium,50
Belize,74
Benin,55
Bhutan,55
Bolivia,130
Bosnia and Herzegovina,98
Botswana,61
Brazil,96
Brunei,53
Bulgaria,55
Burkina Faso,52
Burundi,55
Cambodia,54
Cameroon,57
Canada,89
Cape Verde,105
Central African Republic,62
Chad,55
Chile,118
Colombia,103
Comoros,60
Congo,58
Costa Rica,81
Cote d'Ivoire,53
Croatia,57
Cuba,51
Cyprus,60
Czechia,50
Democratic Republic of Congo,55
Denmark,62
Djibouti,72
Dominica,56
Ecuador,132
Egypt,51
El Salvador,72
Equatorial Guinea,59
Eritrea,54
Estonia,54
Eswatini,80
Ethiopia,53
Fiji,55
Finland,78
France,35
Gabon,78
Gambia,59
Georgia,54
Germany,62
Ghana,56
Greece,72
Grenada,61
Guatemala,98
Guinea,58
Guinea-Bissau,69
Guyana,90
Haiti,60
Honduras,124
Hungary,59
Iceland,53
India,104
Indonesia,55
International,55
Iran,107
Iraq,99
Ireland,66
Israel,79
Italy,31
Jamaica,77
Japan,35
Jordan,53
Kazakhstan,110
Kenya,56
Kosovo,124
Kuwait,81
Kyrgyzstan,94
Laos,55
Latvia,64
Lebanon,61
Lesotho,55
Liberia,52
Libya,73
Liechtenstein,58
Lithuania,68
Luxembourg,65
Madagascar,54
Malawi,55
Malaysia,62
Maldives,102
Mali,55
Malta,80
Marshall Islands,56
Mauritania,64
Mauritius,59
Mexico,129
Moldova,116
Monaco,70
Mongolia,54
Montenegro,89
Morocco,77
Mozambique,53
Myanmar,66
Namibia,89
Nepal,87
Netherlands,63
New Zealand,62
Nicaragua,63
Niger,54
Nigeria,55
North Macedonia,104
Norway,56
Oman,91
Pakistan,59
Palestine,73
Panama,68
Papua New Guinea,55
Paraguay,74
Peru,102
Philippines,73
Poland,57
Portugal,49
Qatar,100
Romania,93
Russia,105
Rwanda,51
Saint Kitts and Nevis,58
Saint Lucia,63
Saint Vincent and the Grenadines,58
Samoa,55
San Marino,48
Sao Tome and Principe,62
Saudi Arabia,100
Senegal,49
Serbia,71
Seychelles,60
Sierra Leone,55
Slovakia,57
Slovenia,51
Solomon Islands,55
Somalia,55
South Africa,123
South Korea,28
South Sudan,58
Spain,59
Sri Lanka,59
Sudan,56
Suriname,95
Sweden,71
Switzerland,62
Syria,53
Taiwan,44
Tajikistan,59
Tanzania,55
Timor,55
Togo,53
Trinidad and Tobago,79
Tunisia,57
Turkey,94
Uganda,53
Ukraine,79
United Arab Emirates,87
United Kingdom,41
United States,46
Uruguay,65
Uzbekistan,53
Vanuatu,55
Vatican,55
Venezuela,70
Yemen,55
Zambia,54
Zimbabwe,54
Thailand,45
Vietnam,52
China,20
Singapore,40
Hong Kong,4
