country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,2,0,0,1.952
Albania,0,0,3.127,113.628
Algeria,2,0,0.205,7.525
Andorra,1,0,0,893.03
Angola,2,0,0.061,6.998
Antigua and Barbuda,2,0,0,0
Argentina,0,0.279,3.053,146.23
Armenia,1,0,7.424,823.762
Australia,2,0,0,0.235
Austria,1,2.589,2.332,550.275
Azerbaijan,0,0,0.986,115.887
Bahamas,2,0,0,0
Bahrain,0,4.77,0,163.377
Bangladesh,2,0.07,0.109,9.521
Barbados,2,0,0,0
Belarus,0,0,0.529,103.394
Belgium,1,2.085,9.664,1017.204
Belize,0,0,0,226.346
Benin,2,0,0,3.299
Bhutan,2,0,0,6.48
Bolivia,2,0,0.514,6.511
Bosnia and Herzegovina,3,0,4.267,431.295
Botswana,2,0,0,0
Brazil,2,0,0.894,47.516
Brunei,2,0,0,0
Bulgaria,0,1.045,2.734,176.298
Burkina Faso,2,0,0,0
Burundi,2,0,0,0.336
Cambodia,2,0,0,0.06
Cameroon,2,0,0.113,11.678
Canada,2,1.241,1.139,61.894
Cape Verde,0,0.518,0,98.923
Central African Republic,2,0,0,0
Chad,2,0,0,0.913
Chile,0,2.153,2.092,84.117
China,2,0,0,0.022
Colombia,0,0.737,3.95,179.569
Comoros,2,0,0,0
Congo,2,0,0,0
Costa Rica,2,0,0,0
Cote d'Ivoire,2,0,0,0
Croatia,1,1.955,3.897,530.781
Cuba,2,0.723,0,4.238
Cyprus,0,3.486,0,224.912
Czechia,1,1.928,16.622,610.889
Democratic Republic of Congo,2,0.002,0.011,0.748
Denmark,0,8.932,0.345,163.668
Djibouti,2,0,0,2.024
Dominica,2,0,0,0
Dominican Republic,2,0,0.369,28.946
Ecuador,2,0.213,0.794,56.793
Egypt,2,0,0.117,1.769
El Salvador,0,0.379,0.617,87.879
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0
Estonia,2,1.324,0,60.307
Eswatini,2,0,0,6.896
Ethiopia,2,0.051,0.078,3.601
Fiji,2,0,0,0
Finland,2,1.08,0,32.126
France,1,0.699,3.539,709.17
Gabon,2,0,0,0
Gambia,2,0,0,0
Georgia,3,0,7.019,448.965
Germany,0,0,0.358,149.862
Ghana,2,0.07,0,2.221
Greece,0,0,0.863,160.989
Grenada,2,0,0,0
Guatemala,2,0.007,0.502,9.21
Guinea,2,0,0.076,9.366
Guinea-Bissau,2,0,0,0
Guyana,2,0,2.543,58.483
Haiti,2,0,0,0
Honduras,0,0,0.606,133.675
Hungary,3,1.925,7.143,401.435
Iceland,2,2.426,0,73.26
India,2,0.791,0.359,32.776
Indonesia,2,0.066,0.271,9.857
International,2,0,0,0
Iran,0,0.432,5.167,91.901
Iraq,2,0.378,1.392,66.082
Ireland,0,2.241,0.405,110.576
Israel,0,2.616,2.195,76.021
Italy,1,3.034,3.44,494.61
Jamaica,2,0.251,0.675,12.495
Japan,2,0.049,0.055,4.87
Jordan,3,0,3.626,319.411
Kazakhstan,2,1.434,0.053,36.268
Kenya,2,0,0.595,12.739
Kosovo,2,0,0,0
Kuwait,0,1.113,0.702,142.37
Kyrgyzstan,2,0,0,0
Laos,2,0,0,0
Latvia,0,2.067,1.59,128.3
Lebanon,0,0,0.879,203.503
Lesotho,2,0,0,0
Liberia,2,0,0,0
Libya,0,0.589,2.037,138.256
Liechtenstein,3,0,0,471.983
Lithuania,3,1.445,0.367,328.767
Luxembourg,2,10.456,0,0
Madagascar,2,0,0,0
Malawi,2,0,0,0.105
Malaysia,2,0.577,0,29.568
Maldives,0,3.552,0,77.7
Mali,2,0,0,0.543
Malta,3,8.056,4.53,317.073
Marshall Islands,2,0,0,0
Mauritania,2,0.017,0,0.215
Mauritius,2,0,0,3.932
Mexico,2,0.03,1.101,34.359
Moldova,0,0,3.718,134.359
Monaco,0,0,0,178.371
