country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0.077,1.361
Albania,1,0,1.737,94.864
Algeria,0,0,0.114,4.675
Andorra,0,0,0,0
Angola,0,0,0.213,7.302
Antigua and Barbuda,1,0,0,71.481
Argentina,3,0.627,8.496,298.922
Armenia,2,0,3.712,519.702
Australia,0,0,0,0.471
Austria,3,2.714,0.777,193.973
Azerbaijan,0,0,0.197,52.075
Bahamas,3,0,5.086,282.265
Bahrain,1,6.539,0.588,144.571
Bangladesh,0,0.07,0.14,7.341
Barbados,0,0,0,0
Belarus,1,0,0.423,71.01
Belgium,2,5.341,2.847,946.019
Belize,1,0,0,118.203
Benin,0,0,0,0
Bhutan,0,0,0,11.664
Bolivia,0,0.086,2.056,12.679
Bosnia and Herzegovina,3,0,0.305,218.238
Botswana,0,0,0,0
Brazil,1,0,2.169,113.201
Brunei,0,0,0,0
Bulgaria,1,1.071,1.439,86.782
Burkina Faso,0,0,0,0
Burundi,0,0,0,0.42
Cambodia,0,0,0,0
Cameroon,0,0,0,0
Canada,0,1.777,0.026,3.683
Cape Verde,3,1.009,5.396,201.443
Central African Republic,0,0,0,0
Chad,0,0,0,0.244
Chile,1,1.915,3.086,94.841
China,0,0,0,0.021
Colombia,1,0.567,3.675,137.905
Comoros,0,0,0,0
Congo,0,0,0,0
Costa Rica,3,0,2.945,228.892
Cote d'Ivoire,0,0.037,0,0.986
Croatia,3,1.7,2.436,266.974
Cuba,0,0.698,0.088,4.591
Cyprus,3,5.67,0,230.62
Czechia,2,2.734,6.443,813.803
Democratic Republic of Congo,0,0,0.011,0.011
Denmark,1,4.667,0.345,86.496
Djibouti,0,0,0,3.036
Dominica,0,0,0,0
Dominican Republic,0,0.293,0.277,43.787
Ecuador,0,0.164,1.02,43.246
Egypt,0,0,0.098,1.349
El Salvador,0,0.375,0.771,29.447
Equatorial Guinea,0,0,0,1.426
Eritrea,0,0,0,8.459
Estonia,0,1.041,0,26.384
Eswatini,0,0,0,16.377
Ethiopia,0,0.057,0.078,5.219
Fiji,0,0.069,0,0
Finland,0,2.095,0,28.877
France,0,2.104,0,0
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,3,0,1.003,240.15
Germany,1,0,0.143,58.03
Ghana,0,0.079,0,1.899
Greece,0,1.804,0.959,46.244
Grenada,0,0,0,17.775
