country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,2,0,0.051,1.413
Albania,1,0,1.39,61.853
Algeria,2,0,0.251,9.076
Andorra,0,0,0,194.137
Angola,2,0,0.122,1.552
Antigua and Barbuda,2,0,0,0
Argentina,0,0.402,8.43,192.783
Armenia,2,0,0.675,11.136
Australia,2,2.018,0.314,5.412
Austria,1,0.691,0.111,26.87
Azerbaijan,2,0,0.099,14.991
Bahamas,1,0,38.144,35.601
Bahrain,0,5.643,0.588,228.611
Bangladesh,2,0.081,0.255,15.089
Barbados,2,0,0,0
Belarus,1,0,0.423,18.732
Belgium,2,1.519,0.345,13.46
Belize,3,0,10.06,67.904
Benin,2,0,0,0
Bhutan,2,0,0,1.296
Bolivia,3,0.19,5.911,85.582
Bosnia and Herzegovina,3,0,4.572,95.708
Botswana,3,0,0,108.01
Brazil,3,0,2.658,80.345
Brunei,2,0,0,0
Bulgaria,2,0.329,2.591,14.248
Burkina Faso,2,0,0,0.861
Burundi,2,0,0,0
Cambodia,2,0,0,0
Cameroon,2,0,0,0
Canada,1,1.422,0.265,20.587
Cape Verde,1,0.559,0,41.368
Central African Republic,2,0,0,0
Chad,2,0,0,0.061
Chile,3,1.436,3.348,99.549
China,2,0,0,0.016
Colombia,0,0.61,5.817,207.319
Comoros,2,0,0,0
Congo,1,0,0.181,23.378
Costa Rica,3,0.301,1.374,126.224
Cote d'Ivoire,2,0.037,0.038,1.327
Croatia,1,0.576,0.487,33.128
Cuba,2,0.4,0,3.09
Cyprus,1,4.021,0,34.251
Czechia,1,0.692,0.28,24.092
Democratic Republic of Congo,2,0.002,0,0.134
Denmark,1,6.796,0.173,18.3
Djibouti,2,0,0,1.012
Dominica,2,0,0,13.891
Dominican Republic,1,0.297,0.553,41.206
Ecuador,1,0.075,0.68,29.473
Egypt,2,0,0.176,1.349
El Salvador,1,0.373,1.233,29.139
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0
Estonia,2,1.165,0.754,2.262
Eswatini,3,0,0,68.094
Ethiopia,2,0.164,0.122,12.804
Fiji,2,0.008,0,0
Finland,2,2.618,0.18,3.249
France,1,2.869,0.23,29.951
Gabon,2,0,0,9.435
Gambia,2,0,0,-41.379
Georgia,2,0,0.251,2.507
Germany,1,0,0.012,19.431
Ghana,2,0.024,0.064,3.765
Greece,2,0.936,0,14.871
Grenada,2,0,0,0
Guatemala,1,0.247,0.949,19.257
Guinea,2,0,0.152,8.3
Guinea-Bissau,2,0,0,0
Guyana,3,0,0,94.081
Haiti,2,0,0,2.456
Honduras,3,0,2.928,97.732
Hungary,2,0.151,0,3.727
Iceland,1,1.764,0,26.374
India,1,0.442,0.614,44.185
Indonesia,2,0,0.289,6.862
International,2,0,0,0
Iran,1,0.306,1.583,26.728
Iraq,3,0,2.262,90.596
Ireland,1,0.98,0,29.77
Israel,0,3.482,1.849,219.513
Italy,2,0.759,0.066,15.762
Jamaica,1,0.225,0,28.03
Japan,2,0.174,0.103,3.953
Jordan,2,0,0.196,2.94
Kazakhstan,2,0.502,5.858,13.794
Kenya,2,0.063,0.112,3.589
Kosovo,1,0,6.726,51.222
Kuwait,3,0.716,0.702,101.158
Kyrgyzstan,2,0,0.153,15.787
Laos,2,0,0,0
Latvia,2,0.491,0,0
