country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,0,0,0.591,4.418
Albania,2,0,1.39,32.316
Algeria,0,0,0.182,10.718
Andorra,0,0,0,0
Angola,0,0,0,0.122
Antigua and Barbuda,0,0,0,0
Argentina,3,0.191,0.797,76.312
Armenia,1,0,4.387,165.022
Australia,0,2.009,0.039,9.569
Austria,0,0.913,0,8.216
Azerbaijan,2,0,0.592,52.371
Bahamas,0,0,0,7.629
Bahrain,1,5.172,0,253.294
Bangladesh,0,0.068,0.182,16.309
Barbados,0,0,0,17.399
Belarus,0,0,0.529,17.25
Belgium,0,0.802,0.086,9.664
Belize,0,0,0,0
Benin,0,0,0.247,7.671
Bhutan,0,0,0,2.592
Bolivia,1,0.231,4.455,140.066
Bosnia and Herzegovina,3,0,0.914,96.622
Botswana,0,0,0,0
Brazil,1,0,5.039,183.586
Brunei,0,0,0,0
Bulgaria,2,0.653,0,30.367
Burkina Faso,0,0,0,0.622
Burundi,0,0,0,0
Cambodia,0,0,0,0.897
Cameroon,0,0,0,9.681
Canada,0,1.081,0.185,4.398
Cape Verde,2,1.142,0,57.555
Central African Republic,0,0,0,6.004
Chad,0,0,0,0
Chile,1,0.956,5.231,144.119
China,0,0,0,0.055
Colombia,3,0.502,3.813,95.435
Comoros,0,0,0,3.45
Congo,0,0,0,0
Costa Rica,3,0.313,0.393,75.774
Cote d'Ivoire,0,0.086,0.038,14.823
Croatia,2,0.322,0.244,34.103
Cuba,0,0.274,0.088,0.618
Cyprus,0,1.996,0,1.142
Czechia,0,0.217,0,10.645
Democratic Republic of Congo,0,0.005,0,0.737
Denmark,0,1.666,0,0
Djibouti,0,0,0,0
Dominica,0,0,0,0
Dominican Republic,3,0.326,1.475,110.528
Ecuador,3,0.148,5.215,124.185
Egypt,0,0,0.655,9.019
El Salvador,2,0.379,0.771,38.389
Equatorial Guinea,0,0,0,0
Eritrea,0,0,0,0
Estonia,0,0.162,0,0.754
Eswatini,2,0,0,46.545
Ethiopia,0,0.04,0,2.453
Fiji,0,0.643,0,0
Finland,0,0.595,0,2.166
France,0,0.5,0,0
Gabon,0,0,0,0
Gambia,0,0,0,0
Georgia,0,0,0,2.005
Germany,0,0,0.084,4.5
Ghana,0,0.088,0,13.323
Greece,0,0.744,0,3.838
Grenada,0,0,0,0
Guatemala,2,0.102,1.842,54.645
Guinea,0,0,0,5.711
Guinea-Bissau,0,0,0,0
Guyana,0,0,1.271,1.271
Haiti,0,0,0.351,6.402
Honduras,2,0,2.12,53.51
Hungary,0,0.122,0.207,0.621
Iceland,0,0.185,0,0
India,0,0.205,0.399,20.729
Indonesia,0,0.046,0.241,6.109
International,0,0,0,0
Iran,2,0.293,2.238,28.538
Iraq,3,0.258,2.362,67.972
Ireland,0,1.808,0.405,4.455
Israel,3,2.365,0.578,134.942
Italy,0,0.76,0.116,3.109
Jamaica,0,0.086,0,1.689
Japan,0,0.042,0,3.052
Jordan,0,0,0,0.294
Kazakhstan,3,0,0,95.757
Kenya,0,0.026,0.056,5.17
Kosovo,3,0,1.552,106.065
Kuwait,3,0.584,0.702,111.929
